orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556604-7964,Tomelilla Glasmästeri och Ram AB,Tomelilla Glasmästeri och Ram AB,43342,,43342,TOMELILLA,27336,NYGATAN 48,Aktiebolaget ska bedriva glasmästerirörelse och därmed förenlig verksamhet.,2001-02-02,active,,,,
556616-9057,Arndt's Consulting Group AB,Arndt's Consulting Group AB,70200,,"70200; 90110",BROMMA,16751,GUSTAVSLUNDSVÄGEN 149 R,"Bolaget skall bedriva utbildning, arrangera konferenser och event inom och utom landet, författande av nya böcker och framtagande av nya produkter inom området försäljning och kundservice samt därmed förenlig verksamhet.",2001-10-16,active,,,,
556591-4453,Kode Entreprenad Aktiebolag,Kode Entreprenad Aktiebolag,43120,,43120,KODE,44296,SLÄBO 200,"Bolaget skall bedriva entreprenadverksamhet, snickeri, markarbeten, bygg- och anläggningsarbeten och därmed förenlig verksamhet. Bolaget skall även bedriva handel med aktier och värdepapper.",2000-05-24,active,,,,
556591-3836,Solid Development AB,Solid Development AB,70200,,"70200; 68203; 01500; 74200",VISBY,62193,VALL HARDINGS 124,"Aktiebolaget ska bedriva konsultverksamhet inom affärs- och systemutveckling, husproduktion, fotografverksamhet och därmed förenliga tjänster samt äga och förvalta värdepapper samt därmed förenlig verksamhet.",2000-05-22,active,,,,
556594-5275,gestalt arkitektur AB,gestalt arkitektur AB,71110,,71110,GÖTEBORG,41114,DROTTNINGGATAN 11 B,Bolaget skall bedriva arkitekt- och formgivningsverksamhet samt äga och förvalta fast respektive lös egendom samt bedriva därmed förenlig verksamhet.,2000-08-01,active,,,,
556588-8269,Cambium AB,Cambium AB,70200,,70200,LIDINGÖ,18145,KÄLLÄNGSVÄGEN 7,"Bolaget skall bedriva handel med sågade och hyvlade trävaror samt förädla trävaror främst via internet och i samband med detta förmedling av finansiella tjänster, försäkringar och godstransport, förvalta värdepapper samt idka därmed förenlig verksamhet.",2000-03-31,active,,,,
556594-5150,Tingsryds Stängsel AB,Tingsryds Stängsel AB,43120,,"43120; 43999",RYD,36296,KOMPERSMÅLA ANNA ELISABET,"Bolaget skall bedriva väg-, mark- och trädgårdsanläggningsarbeten.",2000-07-27,active,,,,
556601-0442,MP Gruppen Skåne Aktiebolag,MP Gruppen Skåne Aktiebolag,70200,,70200,STAFFANSTORP,24531,BRÅHÖGSPLATSEN 1,"Aktiebolaget ska samordna inköp, marknadsföring, administration och sprida information inom livsmedelsdetaljhandel samt idka därmed förenlig verksamhet.",2000-12-06,active,,,,
556607-1709,El & Signal Byggnad i Alfta AB,El & Signal Byggnad i Alfta AB,43210,,43210,ALFTA,82292,GÄDDVIKSVÄGEN 9 A,"Bolaget skall bedriva elarbeten såsom svag-, starkström och elinstallationer, järnvägsarbeten såsom signal-, el- och banarbeten, uthyrning av inventarier samt handel med värdepapper och fastigheter samt därmed förenlig verksamhet.",2001-03-01,active,,,,
556592-3686,Lars Lindskog Åkeri AB,Lars Lindskog Åkeri AB,49410,,49410,ÖSSJÖ,26691,MALEHALLSVÄGEN 1,Bolaget skall bedriva lastbilsåkeri och uthyrning av gräv- och uthyrning av hjullastare ävensom idka därmed förenlig verksamhet.,2000-06-05,active,,,,
556394-7604,Jur. Kand. Staffan Grönberg Aktiebolag,Jur. Kand. Staffan Grönberg Aktiebolag,69101,,69101,LERUM,44334,LAGMAN ALGOTS VÄG 1,"Aktiebolaget ska bedriva konsultationer inom affärsjuridik, projektledning avseende byggnadsentreprenader, jordbruks och skogsbruksverksamhet jämte annan därmed förenlig verksamhet.",1990-08-31,active,,,,
556394-8495,LIMHAMNS ELEKTRISKA STRÖMFÖRSÖRJNING Aktiebolag,LIMHAMNS ELEKTRISKA STRÖMFÖRSÖRJNING Aktiebolag,43210,,43210,SKURUP,27436,TALLSTIGEN 27,Föremålet för bolagets verksamhet är att bedriva elektriska installationer och travhäströrelse samt idka därmed förenlig verksamhet.,1990-07-05,active,,,,
556586-5531,BitSim NOW AB,BitSim NOW AB,71123,,71123,KISTA,16440,BORGARFJORDSGATAN 13 A,"Bolaget skall bedriva konsultverksamhet, utbildning och produktutvecklingstjänster genom elektronikkonstruktion, systemering och programmering samt idka därmed förenlig verksamhet.",2000-02-28,active,,,,
556398-2403,Bennys Isoleringstjänst Aktiebolag,Bennys Isoleringstjänst Aktiebolag,43240,,43240,HALMSTAD,30240,STEGLITSVÄGEN 10,Bolaget skall bedriva entreprenadverksamhet inom byggbranschen samt fastighetsförvaltning jämte därmed förenlig verksamhet.,1990-06-15,active,,,,
556588-9721,Östersunds Rörisolering AB,Östersunds Rörisolering AB,43221,,43221,ÖSTERSUND,83107,BOX 7011,Bolaget skall bedriva isoleringsarbeten inom rör och ventilation ävensom idka därmed förenlig verksamhet.,2000-04-28,active,,,,
556592-2324,Jemseby Elektriska AB,Jemseby Elektriska AB,43210,,43210,VALLENTUNA,18625,BOX 1029,Bolaget skall bedriva elinstallationer samt därmed förenlig verksamhet,2000-05-25,active,,,,
556415-3657,Grafiska Leverantörsföreningen Service Aktiebolag,Grafiska Leverantörsföreningen Service Aktiebolag,70200,,70200,STOCKHOLM,10422,BOX 22307,"Bolaget skall driva verksamhet inom den grafiska branschen avseende administration, bokföring, kontorstjänster, utbildning, utställningsverksamhet samt allmän rådgivning till företag verksamma inom den grafiska branschen eller till företag verksammma som leverantörer till denna.",1991-01-18,active,,,,
556421-3360,PROESCO Aktiebolag,PROESCO Aktiebolag,70200,,70200,MALMÖ,21112,KRANKAJEN 40  LGH 1502,"Bolaget ska bedriva konsultverksamhet inom området affärs- utveckling, transport och logistik samt bedriva åkeriverksamhet liksom därmed förenlig verksamhet. Bolaget ska också bedriva värdepappers- och fastighetsförvaltning.",1991-03-11,active,,,,
556605-8102,Rotviksbro Servicestation Aktiebolag,Rotviksbro Servicestation Aktiebolag,43222,,"43222; 16231",UDDEVALLA,45197,BERGHOGEN 606,"Bolaget skall reparera bilar, sälja drivmedel och biltillbehör samt bedriva handel med livsmedel- och kioskvaror samt byggnads-, reparations- och servicearbeten på bostads- och växthus ävensom idka därmed förenlig verksamhet.",2001-01-24,active,,,,
556611-2362,KS Ducente AB,KS Ducente AB,70200,,70200,LIMHAMN,21618,AURAVÄGEN 3,"Bolaget skall bedriva konsultationer, projektledning, marknads- föring, undervisning och informationsspridning inom energi-, miljö- och verkstadssektorn samt handel och förmedling av maskiner, verktyg, inventarier, datorer, mjukvara och annan liknande utrustning inom dessa områden. Bolaget skall vidare bedriva management och ledarskap, handel och förvaltning av värdepapper och fastigheter samt därmed förenlig verksamhet.",2001-05-09,active,,,,
556608-3522,Risberg & Co AB,Risberg & Co AB,70200,,70200,TÄBY,18350,ÖRNSTIGEN 35  2 TR,"Bolaget skall bedriva konsultverksamhet imom företags-, finansieringsfrågor samt handel med värdepapper och därmed förenlig verksamhet.",2001-03-12,active,,,,
556614-9703,VASAB Vägg & Akustik System AB,VASAB Vägg & Akustik System AB,43240,,43240,SKARPNÄCK,12830,FRAKTFLYGARGATAN 5,Bolaget skall bedriva projektering och leverans av sandwichpaneler och akustikprodukter samt därmed förenlig verksamhet.,2001-08-27,active,,,,
556609-9940,Fortion AB,Fortion AB,70200,,"70200; 64994; 47642; 64992; 68120",ÄLMHULT,34338,HALLONVÄGEN 33,Bolaget ska bedriva konsultverksamhet inom management. Bolaget ska bedriva fastighetsutveckling. Bolaget ska investera i andra bolag. Bolaget ska bedriva förvaltning av aktier och kapital samt därmed förenlig verksamhet.,2001-04-23,active,,,,
556615-4091,Västsvensk Torkteknik Aktiebolag,Västsvensk Torkteknik Aktiebolag,43999,,"43999; 81221; 81230",MOLLÖSUND,47470,GÅRDSVÄGEN 1,"Bolaget skall bedriva vattenskadesanering, mögelsanering, husbesiktningar, samt åtgärdsförslag på ändringar i huskonstruktioner efter vattenskador, äga och förvalta värdepapper och fast egendom samt därmed förenlig verksamhet.",2001-09-13,active,,,,
556603-4558,Ducorp Aktiebolag,Ducorp Aktiebolag,70200,,70200,STOCKHOLM,11361,DALAGATAN 9 N,"Aktiebolaget ska äga och förvalta aktier och fastigheter samt bedriva konsultverksamhet inom ekonomi och inköp, konsultcoach inom samtal- och kroppsterapi, sorg och personlig utveckling samt idka därmed förenlig verksamhet.",2001-01-12,active,,,,
556603-4699,Compulingua AB,Compulingua AB,70200,,70200,UPPSALA,75322,KUNGSÄNGSGATAN 23,Bolaget skall tillhandahålla datakonsult- (hård- och mjukvara) samt språkkonsulttjänster samt därmed förenlig verksamhet.,2000-12-20,active,,,,
556615-5791,Peo Björks Åkeri AB,Peo Björks Åkeri AB,49410,,49410,FÄRILA,82762,SÖDRA YGSVÄGEN 28,Bolaget skall bedriva åkerirörelse och därmed förenlig verksamhet.,2001-09-07,active,,,,
556613-4747,Harry Bergman Advokat AB,Harry Bergman Advokat AB,69101,,69101,STOCKHOLM,10393,BOX 7543,"Bolaget skall, självt eller genom dotterbolag, bedriva advokat- verksamhet.",2001-07-18,active,,,,
556604-2940,Conzignus Hem och Fastighet AB,Conzignus Hem och Fastighet AB,70200,,70200,NACKA,13171,ÖSTRA HENRIKSBORGSVÄGEN 45,"Bolaget skall bedriva konsultation och outsourcing inom ekonomi, juridik, inköp och övrig administrativ verksamhet för bostadsrättsföreningar, fastighetsägare och andra organisationer och företag samt därmed förenlig verksamhet.",2001-01-25,active,,,,
556615-0412,Johan Larsson Åkeri AB,Johan Larsson Åkeri AB,49410,,49410,KÖPING,73196,HIMMETA PRÄSTGÅRD 1,Bolaget skall bedriva åkeri och därmed förenlig verksamhet.,2001-08-28,active,,,,
556422-3120,Tegner Konsult AB,Tegner Konsult AB,69201,,69201,FALUN,79127,BOX 292,Bolaget skall bedriva redovisningstjänster.,1991-03-19,active,,,,
556425-1147,K. Nilssons Trätransport Aktiebolag,K. Nilssons Trätransport Aktiebolag,49410,,49410,TÖRE,95243,TÄKTVÄGEN 10,"Föremålet för bolagets verksamhet är att bedriva entreprenadverksamhet med traktorer och andra maskiner, markarbeten, snöröjning och därmed förenlig verksamhet.",1991-05-06,active,,,,
556602-5176,JAKAMA Aktiebolag,JAKAMA Aktiebolag,70100,,70100,FALKENBERG,31177,BACCHUS VÄG 2,"Föremålet för bolagets verksamhet är handel med och förvaltning av värdepapper, konsultverksamhet inom handel med sport- och fritidsartiklar och därmed förenlig verksamhet.",2001-01-24,active,,,,
556436-7117,Tretec Konsult Aktiebolag,Tretec Konsult Aktiebolag,71124,,71124,TROLLHÄTTAN,46154,NYSÄTERSVÄGEN 38,Bolaget skall bedriva konsultverksamhet inom VVS-branschen samt därmed förenlig verksamhet.,1991-11-07,active,,,,
556436-9717,Lerums Ventilationsteknik Aktiebolag,Lerums Ventilationsteknik Aktiebolag,43222,,43222,GRÅBO,44371,TOLSJÖHULTSVÄGEN 144,"Föremålet för bolagets verksamhet är service, reparation, installation samt besiktningar av ventilationsanläggningar, styr- och regleringsarbeten och därmed förenlig verksamhet.",1991-11-14,active,,,,
556612-3369,Ringar på vattnet AB,Ringar på vattnet AB,43999,,"43999; 74990; 43320",JÖRLANDA,44492,VULSERÖD 117,"Bolaget skall bedriva föredragshållning, utbildning och byggnadsarbeten samt därmed förenlig verksamhet.",2001-07-05,active,,,,
556612-3740,SKANMAK AB,SKANMAK AB,70100,,70100,MALMÖ,21748,ÖSTRA KRISTINELUNDSVÄGEN 4 B,"Bolaget skall självt eller genom dotter- eller intressebolag, utföra och bedriva konsulttjänster på styrelse och företagsledningsnivå, management, försäljningsuppdrag, utbildning, redovisning, administration och finansiering - utan att driva sådan verksamhet som avses i bankrörelselagen eller lagen om finansieringsverksamhet. Arrangemang av mässor, utställningar, events, tidnings- och filmproduktion samt reklam-, internet-, pr- och bildbyråverksamhet. Handel med och förvaltning av fastigheter och annan fast egendom, aktier, värdepapper, skuldbrev, konst, tavlor, ädelmetaller, antikviteter samt därmed förenlig verksamhet.",2001-06-19,active,,,,
556624-0429,Anders & Kent Trading Aktiebolag,Anders & Kent Trading Aktiebolag,49330,,49330,SKÖVDE,54934,KAPLANSGATAN 22,Bolaget skall bedriva taxiverksamhet samt därmed förenlig verksamhet. Bolaget skall också bedriva handel med bilar och därmed förenlig verksamhet.,2002-02-25,active,,,,
556624-0528,Svensk Miljörivning och Entreprenad AB,Svensk Miljörivning och Entreprenad AB,43110,,43110,HUDDINGE,14137,ROSTVINGEVÄGEN 9,"Bolaget skall bedriva konsultverksamhet inom rivning och sanering av fastigheter, berg- och betongkrossning, bedriva fastighetsförvaltning, fastighetsservice, handel med värdepapper samt bedriva med dessa verksamheter förenlig verksamhet.",2002-02-22,active,,,,
556604-7972,Microbit 2.0 AB,Microbit 2.0 AB,71123,,"71123; 62201",KALIX,95261,NYSTADEN 1,"Bolaget skall bedriva utveckling och försäljning av produkter och programvara inom främst elektronik-, tele-, radio- och data- kommunikationsområdet och därmed förenlig verksamhet.",2001-01-20,active,,,,
556600-7554,A & T Erixon Aktiebolag,A & T Erixon Aktiebolag,71121,,"71121; 69201; 90200",UPPSALA,75655,RABENIUSVÄGEN 26,Bolaget skall utföra konsulttjänster inom plan- och byggområdet samt ekonomisk förvaltning av bolagets tillgångar. Bolaget skall vidare utöva verksamhet inom sång- och musikområdet.,2000-12-19,active,,,,
556611-5415,A H - Racing Sweden AB,A H - Racing Sweden AB,70200,,"70200; 73120; 93199; 95311",KÖPINGEBRO,27172,SANDVÄGEN 9,"Bolaget skall bedriva konsultverksamhet inom ISO - 9000/2000, racingverksamhet med drift och uthyrning av tävlingsbilar, bilförmedling, företagsaktiviteter samt försäljning av reklamplatser och biltillbehör och därmed förenlig verksamhet.",2001-07-09,active,,,,
556583-8280,Turelunds Plåtslageri Aktiebolag,Turelunds Plåtslageri Aktiebolag,43411,,43411,KNIVSTA,74171,HYVELGATAN 53,Bolaget skall idka plåtslageri och byggnadsverksamhet samt handel med fastigheter och aktier och därmed förenlig verksamhet.,2000-02-09,active,,,,
556591-1657,Norrlandskonsult i Ö-vik AB,Norrlandskonsult i Ö-vik AB,41000,,"41000; 70200",GIDEÅ,89693,VÄSTERGISSJÖ 148,"Aktiebolaget ska bedriva försäljning av möbler, bilar och båtar, företagsutveckling, catering av mat, husbyggnationer, ROT och RUT-arbeten, personaluthyrning samt köp, försäljning och förvaltning av konst, fastigheter och värdepapper. Uppfödning av hundar.",2000-05-15,active,,,,
556586-0367,Sandå Halmstad AB,Sandå Halmstad AB,43341,,"43341; 43330",DANDERYD,18217,BOX 732,Bolaget ska bedriva målerirörelse och idka därmed förenlig verksamhet.,2000-02-22,active,,,,
556578-9319,Viksbergs Plattsättning & Måleri AB,Viksbergs Plattsättning & Måleri AB,43999,,"43999; 43341; 85510; 16270",HÖLÖ,15392,SUND 14,"Bolaget skall bedriva ny-till och ombyggnation av fastigheter, plattsättning, måleri, äga och förvalta fastigheter, idrotts konsulting inom innebandy, inrednings design, café med catering, kontorsadministration, tillverkning och försäljning av konsthantverk, personaluthyrning, specialsök med hund, sök för vägglöss med hund, hundträning, hunddagis, hundpassning och därmed förenlig verksamhet.",1999-11-04,active,,,,
556596-2429,Bäckebo Transport AB,Bäckebo Transport AB,49410,,49410,ALSTERBRO,38274,VIRKESVÄGEN 14,Bolaget skall utföra inrikes och utrikes godstransporter.,2000-08-21,active,,,,
556594-6018,Galdöpiggen AB,Galdöpiggen AB,70200,,70200,VÄSTRA FRÖLUNDA,42679,BERGSBOGATAN 43,Bolagets verksamhet skall vara att driva förvaltning av fastigheter och konsultverksamhet inom ekonomi och affärsutveckling.,2000-07-10,active,,,,
556597-5397,Cavernamlaci AB,Cavernamlaci AB,70100,,70100,FALKÖPING,52192,KOCKAGÅRDEN GÖKHEM,Bolaget skall förvalta värdepapper samt därmed förenlig verksamhet.,2000-10-21,active,,,,
556598-4779,Martin Åkessons Åkeri AB,Martin Åkessons Åkeri AB,49410,,49410,BARSEBÄCK,24657,SLOTTSVÄGEN 9,Bolaget skall bedriva åkeriverksamhet och därmed förenlig verksamhet.,2000-10-11,active,,,,
556595-8658,Global Power 2.0 AB,Global Power 2.0 AB,70200,,70200,JÖNKÖPING,55003,Box 3225,Föremålet för bolagets verksamhet skall vara att bistå nya och befintliga företag och företagare med råd och anskaffning av kapital med utveckling av affärsidéer samt kapitalförvaltning och därmed förenlig verksamhet.,2000-08-25,active,,,,
556592-9949,Aritma Konsult Aktiebolag,Aritma Konsult Aktiebolag,70200,,70200,OKÄND,00000,Okänd adress,"Bolaget skall bedriva konsultverksamhet inom klinisk prövning, ekonomi och marknadsföring, köpa, förvalta och sälja värdepapper och fast egendom samt idka därmed förenlig verksamhet.",2000-06-22,active,,,,
556599-7177,Serica AB,Serica AB,70200,,70200,STOCKHOLM,11434,BIRGER JARLSGATAN 2,"Bolaget skall bedriva konsultverksamhet inom organisationsutveckling och verksamhetsstyrning, äga och förvalta värdepapper och fast egendom samt därmed förenlig verksamhet.",2000-10-27,active,,,,
556603-8054,MN Dieseltech AB,MN Dieseltech AB,71122,,71122,SUNDBYBERG,17454,SKIDBACKEN 42  LGH 0902,"Bolaget ska bedriva konsultverksamhet inom fordonsindustrin, värdepappershandel samt därmed förenlig verksamhet.",2000-12-21,active,,,,
556605-1826,JIR Måleri Service Aktiebolag,JIR Måleri Service Aktiebolag,43341,,"43341; 81100",GÖTEBORG,41502,GAMLESTADSVÄGEN 20,"Bolaget skall bedriva måleri, reparationer och service för fastigheter samt idka därmed förenlig verksamhet.",2001-01-23,active,,,,
556597-6130,AB Oljeplanering,AB Oljeplanering,71121,,71121,ÄLVSJÖ,12530,VARUVÄGEN 9,Bolaget skall bedriva konsultverksamhet inom rörledningsbranschen och försäljningsverksamhet inom samma bransch handel med oljor och bensin ävensom idka därmed förenlig verksamhet.,2000-09-18,active,,,,
556604-2007,Tillman Holding AB,Tillman Holding AB,70200,,"70200; 93191",BOLLNÄS,82130,SKIDVÄGEN 3,"Bolaget ska äga och förvalta aktier, andelar, fastigheter och värdepapper, bedriva administrativa tjänster samt bedriva uppfödning, köp och försäljning av travhästar, tävlingsverksamhet och därmed förenlig verksamhet.",2001-01-12,active,,,,
556395-3958,HABI Fastigheter AB,HABI Fastigheter AB,41000,,"41000; 68203",MARKARYD,28537,VÄSTERGATAN 11,Föremålet för bolagets verksamhet är att bedriva byggnadsrörelse och fastighetsförvaltning samt därmed förenlig verksamhet.,1990-06-19,active,,,,
556599-7326,Johans Gräv AB,Johans Gräv AB,43120,,43120,OXELÖSUND,61331,TIMMERMANSGATAN 7,"Bolaget skall bedriva entreprenadverksamhet, körning med traktorgrävare samt därmed förenlig verksamhet.",2000-10-25,active,,,,
556594-2769,Kävlinge Markentreprenad AB,Kävlinge Markentreprenad AB,43120,,43120,KÄVLINGE,24421,BOX 39,"Bolaget skall bedriva allt förekommande arbete i samband med mark-, bygg-, och anläggningsentreprenad i Sverige ävensom idka därmed förenlig verksamhet.",2000-07-11,active,,,,
556594-7024,Kakelgruppen Bygg och Plattsättning i Stockholm AB,Kakelgruppen Bygg och Plattsättning i Stockholm AB,43999,,43999,JÄRFÄLLA,17724,BOX 198,"Bolaget skall bedriva plattsättning, byggentreprenad och försäljning inom byggbranschen samt därmed förenlig verksamhet.",2000-08-14,active,,,,
556597-0406,Höjman Business Development AB,Höjman Business Development AB,70200,,70200,HELSINGBORG,25267,KARL JOHANS GATA 10,"Bolaget skall bedriva konsultverksamhet inom områdena marknadsföring, detaljhandel, affärsplanering, organisationsutveckling och internationalisering ävensom idka därmed förenlig verksamhet.",2000-09-05,active,,,,
556613-4960,NONAC AB,NONAC AB,70200,,70200,KÖPINGEBRO,27172,BREDASTENSVÄGEN 120,"Bolaget skall äga och förvalta aktier, fast egendom, finansiella instrument dock inte sådan verksamhet som avses i bankrörelse- lagen eller lagen om finansieringsverksamhet samt bedriva affärs- rådgivning ävensom idka därmed förenlig verksamhet. Bolaget skall även utveckla och sälja programvara.",2001-07-04,active,,,,
556611-9532,Grönis Experience AB,Grönis Experience AB,70200,,"70200; 74120",BROMMA,16851,ROSLINVÄGEN 21,"Bolaget skall bedriva konsultationer inom media, PR, internet och kommunikation, äga och förvalta värdepapper samt därtill förenlig verksamhet.",2001-09-04,active,,,,
556603-0499,Nordisk Fuktteknik Aktiebolag,Nordisk Fuktteknik Aktiebolag,71121,,71121,BODA KYRKBY,79596,BODA BJÖRKALLÉN 88,Bolaget skall sälja tjänster inom branschen för besiktnings- och saneringsuppdrag i fastigheter samt verka för utveckling av både tjänster och produkter på denna marknad och att idka därmed förenlig verksamhet.,2000-12-18,active,,,,
556603-8880,Majorsvillan AB,Majorsvillan AB,43310,,"43310; 43341",GÄVLE,80267,PARKVÄGEN 8,Aktiebolaget ska bedriva ägande och förvalta fast och lös egendom samt därmed förenlig verksamhet.,2001-01-03,active,,,,
556586-6117,Grönqvists Bygg i Nyköping AB,Grönqvists Bygg i Nyköping AB,41000,,"41000; 43320",NYKÖPING,61163,GLANSBAGGESTIGEN 17,Bolaget skall bedriva byggnadsarbeten och snickeriarbeten samt förskoleverksamhet ävensom idka därmed förenlig verksamhet.,2000-03-02,active,,,,
556434-5469,Nordströmarna AB,Nordströmarna AB,70200,,"70200; 25530; 64994",VÄSTERVIK,59338,TÄNDSTICKSBRYGGAN 5,"Bolaget skall bedriva utveckling, tillverkning, legotillverkning och försäljning av mekaniska produkter såsom tekniska mät- instrument för undervisning, samt bedriva ekonomisk konsult- verksamhet och handel med värdepapper och därmed förenlig verksamhet.",1991-10-21,active,,,,
556618-7992,City El & Tele i Uppsala AB,City El & Tele i Uppsala AB,43210,,43210,UPPSALA,75313,BÖRJEGATAN 3 B,Föremålet för bolagets verksamhet är att utföra elinstallationer och bedriva handel med värdepapper samt därmed förenlig verksamhet.,2001-11-15,active,,,,
556604-3203,Susanne Laurén AB,Susanne Laurén AB,69201,,69201,VÄLLINGBY,16271,VÄSTERGÖKSVÄGEN 131 A,"Bolaget skall bedriva redovisning och bokföringsverksamhet, uthyrning av lokal, handel med värdepapper, förvaltning av fast och lös egendom och därmed förenlig verksamhet.",2001-02-14,active,,,,
556614-1296,LÄRKAN AB,LÄRKAN AB,43210,,43210,DALBY,24794,DALBY 521,"Bolaget skall driva åkeriverksamhet, el, tele, kabel och AV-installationer, grafisk produktion, försäljning och uthyrning av musik och ljudutrustning samt därmed förenlig verksamhet.",2001-07-24,active,,,,
556611-0168,Handelshuset SVEBRO AB,Handelshuset SVEBRO AB,70100,,70100,ÅSTORP,26521,BOX 93,"Bolaget ska bedriva managementkonsultverksamhet, handel med och förvaltning av fastigheter och värdepapper samt annan därmed förenlig verksamhet.",2001-06-15,active,,,,
556429-0590,Igelkotten Aktiebolag,Igelkotten Aktiebolag,69201,,"69201; 85690",VÄRSÅS,54198,STORSLÄTTEN,"Bolaget skall bedriva konsultverksamhet inom ekonomi och utbildning, handel och förvaltning av värdepapper, handel med kontorsmaterial, utbildningsmaterial, litteratur och därmed förenlig verksamhet.",1991-07-04,active,,,,
556618-6556,C-J Fast AB,C-J Fast AB,69201,,69201,ESKILSTUNA,63218,RADEMACHERGATAN 16,"Bolaget skall bedriva fastighetsförvaltning, värdepappersförvaltning och ekonomisk rådgivning samt därmed förenlig verksamhet.",2001-12-07,active,,,,
556624-0767,Hålteknik i Visby AB,Hålteknik i Visby AB,43120,,"43120; 43999",VISBY,62275,LÖVSTÄDE VÄSKINDE,"Bolaget skall bedriva mark-, byggnads- och betongarbeten, fastighetsservice och trädgårdsarbeten och idka därmed förenliga verksamheter.",2002-03-14,active,,,,
556611-3014,Sölvesborgs Måleri AB,Sölvesborgs Måleri AB,43341,,43341,SÖLVESBORG,29439,SÅNGAREVÄGEN 2,"Bolaget skall bedriva handel och utföra arbeten med färgprodukter, golvmaterial, takmaterial, tapeter, kakel och klinkers samt därmed förenlig verksamhet.",2001-06-06,active,,,,
556600-9436,Procure It Right AB,Procure It Right AB,70200,,70200,STOCKHOLM,11146,SMÅLANDSGATAN 14  1TR,"Bolaget skall bedriva rådgivning, utbildning, outsorurcing samt portaltjänster för business-to-business inom upphandling jämte därmed förenlig verksamhet.",2000-11-16,active,,,,
556607-5940,Larry Servin AB,Larry Servin AB,71121,,"71121; 68201; 79110",LIMHAMN,21613,ÖSTRA ANSGARIGATAN 102,"Bolaget skall bedriva konsultverksamhet inom bygg- och fastighetsbranschen och \corporate\ real estate management, äga och förvalta fastigheter, aktier och lös egendom samt arrangera diverse typer av specialresor, utställningar och konferenser och därmed förenlig verksamhet.",2001-03-07,active,,,,
556611-7924,MOBI Trading AB,MOBI Trading AB,43320,,"43320; 46420; 46499",SVALÖV,26831,PER BONDESSONS VÄG 2080,"Bolaget skall bedriva produktion och försäljning av kläder och tillbehör, försäljning av presentartiklar, försäljning av fordonstillbehör, export och import av kläder samt därmed förenlig verksamhet.",2001-06-14,active,,,,
556622-7392,Transportkompaniet i Sverige AB,Transportkompaniet i Sverige AB,70200,,70200,TORSÅS,38532,HÖKGATAN 1,"Bolaget skall bedriva konsultverksamhet inom person- och godsbefordran, bygg och fastighetsservice, personaluthyrning förvaltning av fast egendom och värdepapper ävensom idka därmed förenlig verksamhet.",2002-01-22,active,,,,
556608-1443,D2 Redovisning AB,D2 Redovisning AB,69201,,69201,ÅKERSBERGA,18438,MYRVÄGEN 1,"Bolaget skall direkt eller genom dotterbolag bedriva konsultverksamhet och uthyrning av personal inom områdena ekonomi, skatter, bokföring, redovisning och därmed förenlig verksamhet, samt kapitalförvaltning, dock ej verksamhet som stadgas i lagen (2004:297) om bank- och finansieringsrörelse, samt även driva annan med nu nämnda versksamheter förenlig rörelse.",2001-03-06,active,,,,
556590-9586,JR Fastighet i Ljusdal AB,JR Fastighet i Ljusdal AB,43342,,"43342; 95312",LJUSDAL,82732,NORRA JÄRNVÄGSGATAN 56,"Bolaget skall äga och förvalta aktier, fastigheter, samt uthyrning av maskiner och inventarier inom bygg och anläggning samt därmed förenlig verksamhet.",2000-05-18,active,,,,
556439-2412,MALAK Treasury Management AB,MALAK Treasury Management AB,70200,,70200,NORRKÖPING,60221,GARVAREGATAN 8 D,Föremålet för bolagets verksamhet är konsultverksamhet inom ekonomi och finans samt äga och förvalta fast och lös egendom och därmed förenlig verksamhet.,1992-05-12,active,,,,
556613-2790,Preventum Partner AB,Preventum Partner AB,69201,,"69201; 70200",KUNGSÖR,73631,TESSINGATAN 3 A,"Bolaget skall bedriva konsulttjänster inom ekonomi, kvalitetssäkring, inköp, inkasso och ledarskap åt små och medelstora näringsdrivande företag jämte därmed förenlig verksamhet.",2001-07-11,active,,,,
556576-1607,Stellan Olofssons Åkeri i Näsmark AB,Stellan Olofssons Åkeri i Näsmark AB,42110,,42110,BJURHOLM,91693,NÄSMARK 63,"Bolaget skall utföra plogning, grustransporter samt idka därmed förenlig verksamhet.",1999-10-05,active,,,,
556581-5783,LIHAB Förvaltning AB,LIHAB Förvaltning AB,71121,,"71121; 64212",TYRESÖ,13529,BOX 316,Bolaget skall bedriva byggnads- och entreprenadverksamhet och äga och förvalta lös och fast egendom samt därmed förenlig verksamhet.,1999-12-15,active,,,,
556585-5722,Existens Scandinavien AB,Existens Scandinavien AB,70200,,"70200; 82990; 96230",STOCKHOLM,11859,RÅGGATAN 10,"Föremålet för bolagets verksamhet är att bedriva konsultverksamhet inom områdena samtalsterapi, ledarskap och personlig utveckling samt handel med värdepapper och fastigheter och därmed förenlig verksamhet.",2000-02-24,active,,,,
556598-0868,D & E Plattsättning & Betongarbeten Aktiebolag,D & E Plattsättning & Betongarbeten Aktiebolag,43999,,"43999; 43341",VÄSTERÅS,72133,KOKILLGATAN 7,"Bolaget skall bedriva plattsättning, betongarbeten och måleri- arbeten samt därmed förenlig verksamhet.",2000-10-04,active,,,,
