orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556289-9582,INDUTRADE LIFE SCIENCE AB,INDUTRADE LIFE SCIENCE AB,70200,,70200,KISTA,16406,BOX 6042,"Bolaget skall förvärva, förädla och förvalta aktier i dotterbolag som har sin verksamhet inom handel av bl.a. industri-, bygg- och infrastrukturprodukter samt medicinteknik.",1987-01-27,active,,,,
556282-7617,Mittbuss Aktiebolag,Mittbuss Aktiebolag,49310,,49310,NORDINGRÅ,87398,VALLENVÄGEN 45,"Bolaget skall inom intresseområdet för yrkesmässiga person- transporter och därmed förenade godstransporter bedriva, -inköp, försäljning av tjänster och andra förnödenheter som produceras eller används av företag inom intresseområdet, -trafikplanering -ekonomisk rådgivning och förvaltning, -fastighets- och värdepappersförvaltning samt -därmed förenlig verksamhet.",1986-09-18,active,,,,
556293-7838,CAD- Axelsson Aktiebolag,CAD- Axelsson Aktiebolag,71122,,71122,JÖNKÖPING,55338,SÖDERGATAN 13,"Bolaget skall bedriva konsulterande inom ritnings- och konstruktionsarbeten, mekanisk service och därtill hörande verksamhet.",1987-03-12,active,,,,
556295-5673,Knut Jönson Ingenjörsbyrå i Uppsala Aktiebolag,Knut Jönson Ingenjörsbyrå i Uppsala Aktiebolag,71121,,71121,SOLLENTUNA,19140,SOLLENTUNAVÄGEN 67,Bolaget skall bedriva konsulterande verksamhet inom byggnadsindustrin samt idka därmed förenlig verksamhet.,1987-04-24,active,,,,
556296-8932,Varis Måleri Aktiebolag,Varis Måleri Aktiebolag,43341,,43341,GÖTEBORG,41705,HILDEDALSGATAN 18,"Bolaget skall bedriva verksamhet med allt inom måleribranschen, även sprutmålning, försäljning av måleriprodukter, uthyrning av redskap samt handel, förvaltning av fastigheter och värdepapper och därmed förenlig verksamhet.",1987-04-22,active,,,,
556288-5565,LNP Industrier Aktiebolag,LNP Industrier Aktiebolag,70200,,70200; 68310,STOCKHOLM,11522,KARLAVÄGEN 97  LGH 1401,"Bolagets ska bedriva handel med hem- och bilelektronik, leasing av fordon och kapitalvaror, konsultation avseende management och marknadsföring, äga och förvalta fastigheter samt andelar i fastighetsförvaltande bolag och därmed förenlig verksamhet.",1987-01-13,active,,,,
556267-9513,Rävlanda Måleri Aktiebolag,Rävlanda Måleri Aktiebolag,43341,,43341,LANDVETTER,43834,LEDSÄNGSVÄGEN 9,Bolaget skall utföra måleriarbeten och detaljförsäljning av måleriprodukter och därmed förenlig verksamhet.,1985-11-29,active,,,,
556276-1881,ÅS Plåtslageri AB,ÅS Plåtslageri AB,43411,,43411,TIMRÅ,86191,VÄSTRA LAGGARBERGSVÄGEN 65,"Bolagets verksamhet ska vara att bedriva byggnadsplåtslageri, handel med aktier och värdepapper, förvaltning av fast och lös egendom samt därmed förenlig verksamhet.",1986-04-22,active,,,,
556287-4965,Swedish BA AB,Swedish BA AB,69201,,69201; 66220,VÄSTERÅS,72482,LOGPORTSVÄGEN 11,"Bolaget skall ägna sig åt konsultverksamhet inom ekonomi, administration, ge stöd och råd åt företag och organisationer samt entreprenörer och riskkapitalister i frågor som rör bolagens kapitalförsörjning, strategier, organisationsform och ledning samt därtill närliggande områden.  Lokalvård och övriga hushållsnära tjänster.",1986-11-17,active,,,,
556290-2113,LGM Elservice Aktiebolag,LGM Elservice Aktiebolag,43210,,43210,KUNGÄLV,44290,BERGKLINTEN 8,"Bolaget skall utföra reparationer, service, nyinstallationer samt bedriva försäljning av elmateriel ävensom idka därmed förenlig verksamhet.",1987-01-08,active,,,,
556290-2915,Issjö Service AB,Issjö Service AB,43320,,43320; 43910,SOLLENTUNA,19139,TEGELHAGSVÄGEN 41,Bolaget bedriver verksamhet inom bygg och anläggning och därmed förenlig verksamhet.,1987-01-30,active,,,,
556322-1133,Carl Felix AssistansAssist AB,Carl Felix AssistansAssist AB,70200,,70200,HAMMARÖ,66391,TENNGÅRDSVÄGEN 416,"Bolaget ska ge råd i frågor rörande personlig assistans, ge råd i LSS-frågor, föreläsningar samt därmed förenlig verksamhet.",1988-03-23,active,,,,
556285-4801,Martin Scholz Consulting AB,Martin Scholz Consulting AB,71121,,71121; 96990; 68203,SPÅNGA,16351,SPÅNGA TORGVÄG 5,"Bolagets verksamhet ska vara projektledning inom renovering och förvaltning av fastigheter, konsultationer inom marknadsföring och reklam samt idka därmed förenlig verksamhet.",1986-10-16,active,,,,
556286-9437,Lindströms Åkeri i Sandviken Aktiebolag,Lindströms Åkeri i Sandviken Aktiebolag,49410,,49410,GÄVLE,80647,KULLSANDSVÄGEN 10,Bolaget skall bedriva transport och entreprenader inom åkeri- rörelsen samt äga fastigheter och värdepapper ävensom idka därmed förenlig verksamhet.,1986-11-07,active,,,,
556306-8328,Åke Enkvist Åkeri Aktiebolag,Åke Enkvist Åkeri Aktiebolag,49410,,49410,VÄNNÄS,91134,GÖRANSVÄGEN 33,Bolaget skall utföra bil och traktortransporter av grus och timmer ävensom idka därmed förenlig verksamhet.,1987-09-28,active,,,,
556298-0960,Potentor Aktiebolag,Potentor Aktiebolag,70200,,70200; 64994; 93191; 01430; 93290,BROTTBY,18697,SOLBACKA,"Bolaget skall äga och förvalta aktier och värdepapper samt bedriva konsultverksamhet i marknadsföring och organisation samt bedriva stalluthyrning, träning och uppfödning av hästar och därmed förenlig verksamhet.",1987-05-11,active,,,,
556310-3174,Techna AB,Techna AB,70200,,70200; 69201; 74990; 62201,SUNDBYBERG,17462,GRÖNLINGENS VÄG 37,"Bolaget ska bedriva konsultverksamhet inom ekonomi, IT och management, bedriva handel med värdepapper och aktier, bedriva uthyrning av inventarier samt därmed förenliga verksamheter",1987-11-13,active,,,,
556309-6642,Stig Arvidssons Åkeri Aktiebolag,Stig Arvidssons Åkeri Aktiebolag,49410,,49410,DALA-HUSBY,77697,KLIPPANVÄGEN 6,Bolaget skall bedriva åkerirörelse och därmed förenlig verksamhet.,1987-10-23,active,,,,
556316-0380,Biscaya Tak AB,Biscaya Tak AB,43412,,43412,SUNDSVALL,85350,BERGSGATAN 126,Bolaget skall bedriva takläggning och därmed förenlig verksamhet.,1988-01-15,active,,,,
556317-2856,Väghyveltjänst H Johansson Aktiebolag,Väghyveltjänst H Johansson Aktiebolag,42110,,42110,UMEÅ,90104,BOX 127,"Bolaget skall bedriva traktorrörelse, uthyrning av fordon, idka handel med värdepapper, samt därmed förenlig verksamhet.",1988-01-21,active,,,,
556335-4751,Caramados AB,Caramados AB,70200,,70200,LUDVIKA,77130,ENGELBREKTSGATAN 3,"Bolaget ska bedriva verksamhet inom företagsutveckling, handel med maskiner för databearbetning inom miljöteknik och samt att äga och förvalta fast och lös egendom (såsom aktier och andra värdepapper) samt bedriva därmed förenlig verksamhet.",1988-10-28,active,,,,
556117-8731,Barnforum fortbildning Sverige AB,Barnforum fortbildning Sverige AB,70200,,70200,STOCKHOLM,11442,SIBYLLEGATAN 33,"Bolaget skall driva handel och produktion av skolmaterial, jämte all annan därmed förenlig verksamhet. Bolaget skall bedriva konsultverksamhet inom utbildning samt förmedla tjänster inom pedagogik, dans, rytm, rörelse, samtal. Bolaget skall bedriva konsultverksamhet och tjänster för driften inom område skola och fritids. Bolaget skall driva handel med livsmedel samt verksamhet inom restaurangnäring.",1968-06-20,active,,,,
556309-1312,Jälla Entreprenad AB,Jälla Entreprenad AB,43120,,43120; 43110,SKURUP,27430,LILLA INDUSTRIGATAN 1,Bolaget skall bedriva mark- och rivningsentreprenader ävensom idka därmed förenlig verksamhet.,1987-10-26,active,,,,
556325-5156,Klöverträsk Byggteam Aktiebolag,Klöverträsk Byggteam Aktiebolag,41000,,41000,LULEÅ,97591,KLÖVERTRÄSK BYAVÄG 49,"Bolaget skall bedriva byggnadsverksamhet och uthyrning av inventarier inom byggnadsbranschen, ävensom idka därmed förenlig verksamhet.",1988-07-05,active,,,,
556314-8005,BBS Bomans Bygg Service Aktiebolag,BBS Bomans Bygg Service Aktiebolag,41000,,41000,TYRESÖ,13567,ULLBERGSVÄGEN 43,Bolaget skall bedriva entreprenad- och konsultverksamhet inom byggnads- och anläggningsbranschen samt idka därmed förenlig verksamhet.,1988-01-26,active,,,,
556304-3388,Vinnencent Aktiebolag,Vinnencent Aktiebolag,43330,,43330; 46501,VISLANDA,34250,STORGATAN 39,"Bolaget skall bedriva service- och underhållsarbeten till sågverksindustri, byggnadsverksamhet, försäljning och service av datorutrustning samt därmed förenlg verksamhet.",1987-09-21,active,,,,
556315-4391,LERUMS EKONOMI & KONTORSTJÄNST Aktiebolag,LERUMS EKONOMI & KONTORSTJÄNST Aktiebolag,69201,,69201,LERUM,44325,BOX 222,"Bolaget skall driva Redovisnings och kontorsservicebyrå, samt därmed förenlig verksamhet.",1988-01-12,active,,,,
556324-8300,Croptal AB,Croptal AB,71123,,71123,STOCKHOLM,12616,BOX 42160,"Bolaget skall bedriva elektroniktjänster, dataprogramutveckling, fastighetsservice, förvaltning av värdepapper samt därmed förenlig verksamhet.",1988-05-09,active,,,,
556317-3425,RINGSTEN MÅLERI&PLATTSÄTTNING AB,RINGSTEN MÅLERI&PLATTSÄTTNING AB,41000,,41000; 43341,VÄSTRA FRÖLUNDA,42131,E A ROSENGRENS GATA 13 D,"Bolaget ska bedriva entreprenad inom måleri-, kakel och klinkerverksamhet.",1988-01-21,active,,,,
556306-2313,Servub Aktiebolag,Servub Aktiebolag,43210,,43210; 33120; 77310; 77320,TROLLHÄTTAN,46192,LERUM HÖKKULLEN 1,"Bolaget skall bedriva handel, installation och konsultativutbildningsverksamhet inom el tekniska området, idka import, handel, försäljning av sportfiskeredskap,handel med datorer och datortillbehör samt värdepapper, förvaltning av fastigheter och markarbeten på entreprenad och därmed förenlig verksamhet.",1987-10-07,active,,,,
556332-4531,Nykils Trafik Aktiebolag,Nykils Trafik Aktiebolag,49320,,49320,NYKIL,58394,RÖSÄTTER BJÖRKLIDEN 1,Föremålet för bolagets verksamheten är att bedriva beställningstrafik med buss samt taxirörelse.,1988-08-31,active,,,,
556319-6178,PVT Rental AB,PVT Rental AB,49330,,49330,JÄRFÄLLA,17666,REGNBÅGSVÄGEN 5,"Bolaget skall bedriva persontransporter med taxibil och limousin samt därmed förenlig verksamhet. Bolaget skall även bedriva uthyrning av fordon, personal, fastigheter, lokaler, verktyg samt därmed förenlig verksamhet.",1988-02-23,active,,,,
556336-0451,Förvaltningsbolaget Eltekniska i Sundsvall AB,Förvaltningsbolaget Eltekniska i Sundsvall AB,71123,,71123,SUNDSVALL,85232,STORGATAN 28,"Föremålet för bolagets verksamhet är konsulterande rådgivning inom eltekniska facket, projektering av eltekniska anläggningskonstruktioner, teknisk och ekonomisk kontroll, montageledning, besiktnings- och utredningsverksamhet, bedriva byggnadsverksamhet med eltekniska installationer, driva handel med värdepapper ävensom äga och förvalta fast och lös egendom samt idka med dessa rörelsegrenar förenlig verksamhet.",1988-10-11,active,,,,
556333-6840,Mörby Taxi Aktiebolag,Mörby Taxi Aktiebolag,49330,,49330,DJURSHOLM,18205,BOX 140,Bolaget skall bedriva taxirörelse samt bud- och transportverksamhet jämte därmed förenlig verksamhet.,1988-09-12,active,,,,
556164-5176,Herrängens Åkeri Aktiebolag,Herrängens Åkeri Aktiebolag,49410,,49410,FARSTA,12352,PEDER SMEDHS VÄG 1,Bolaget skall bedriva åkerirörelse samt idka därmed förenlig verksamhet.,1972-05-25,active,,,,
556308-7864,Norrbyrån AB,Norrbyrån AB,69201,,69201,LULEÅ,97234,KÖPMANGATAN 56 B,"Bolagets verksamhet är att bedriva redovisnings- och övrig ekonomisk konsultation, bedriva projektledning, föreläsningar, utbildningar, utredningar, organistionsutveckling och marknadskommunikation och därmed förenlig verksamhet samt äga och förvalta fast och lös egendom såsom fastigheter och värdepapper och därmed förenlig verksamhet.",1987-10-14,active,,,,
556334-5684,Gillerfors Åkeri Aktiebolag,Gillerfors Åkeri Aktiebolag,49410,,49410,KLINTEHAMN,62375,HEJDE KVIE 623,Bolaget skall bedriva åkerinäring ävensom idka därmed förenlig verksamhet.,1988-09-12,active,,,,
556274-2618,Aktiebolaget Rösö Invest,Aktiebolaget Rösö Invest,70200,,70200,GÖTEBORG,41268,JÄTTEGRYTSGATAN 4,"Bolaget skall driva handel med aktier och värdepapper, handel och förvaltning av fast egendom, handel med metaller och ädelstenar, samt därmed förenlig verksamhet. Bolaget skall dock ej bedriva sådan verksamhet som avses i lagen om bankrörelse eller lagen om kreditaktiebolag.",1986-08-11,active,,,,
556266-2956,Scarli Aktiebolag,Scarli Aktiebolag,69201,,69201,ÅTVIDABERG,59731,JAN CARLS VÄG 7,Förmålet för bolagets verksamhet är att bedriva konsultativ verksamhet inom områdena redovisning och administration samt därmed förenlig verksamhet.,1985-10-29,active,,,,
556276-4430,ACI Anderssons Åkeri Aktiebolag,ACI Anderssons Åkeri Aktiebolag,49410,,49410,KUMLA,69273,ANTONS BACKE 1,"Bolaget skall utföra transporter samt entreprenadarbeten i anslutning härtill, ävensom idka därmed förenlig verksamhet.",1986-04-21,active,,,,
556262-8817,Danderyds Bergshantering Aktiebolag,Danderyds Bergshantering Aktiebolag,43110,,43110,BROMMA,16774,SVANHILDSVÄGEN 7,Bolaget skall bedriva bergssprängning och därmed förenlig verksamhet.,1985-08-29,active,,,,
556269-7432,Alwå Advokatbyrå AB,Alwå Advokatbyrå AB,69101,,69101,HELSINGBORG,25220,STORTORGET 9,Föremålet för bolagets verksamhet är uteslutande att under förutsättning av medgivande av Sveriges advokatssamfunds styrelse driva advokatverksamhet.,1986-01-08,active,,,,
556278-6144,Greenwood Communications Aktiebolag,Greenwood Communications Aktiebolag,70200,,70200,STOCKHOLM,11457,RIDDARGATAN 35  2 TR,"Bolaget skall bedriva konsultationer inom marknadsföring, grafisk formgivning, foto, journalistik för såväl tryckt som elektronisk media såsom kundtidning och magasinproduktion, annonsmaterial för kampanjer samt reklambyråverksamhet och därmed förenlig verksamhet. Bolaget bedriver även film produktion samt äga och förvalta fast egendom.",1986-08-13,active,,,,
556271-5440,Benster Aktiebolag,Benster Aktiebolag,70200,,70200,BROMMA,16776,ORSAVÄGEN 47,"Bolaget skall bedriva konsultverksamhet inom områdena ekonomi och datateknik och härmed förenlig verksamhet. Medicinsk rådgivning samt försäljning av medicinsk teknisk utrustning. Uthyrning och försäljning av kontorsutrustning och elektronikutrustning för hem och kontor samt köp, försäljning och förvaltning av aktier, andelar och värdepapper.",1986-01-27,active,,,,
556266-3830,Zober Arbetsmiljö Aktiebolag,Zober Arbetsmiljö Aktiebolag,70200,,70200,UPPSALA,75591,VRETAVÄGEN 43,"Bolagets verksamhet är att bedriva utbildning, försäljning av utbildningsmaterial, bedriva handel med värdepapper och därmed förenlig verksamhet.",1985-11-06,active,,,,
556279-9568,Ella Malmborg Reklam Aktiebolag,Ella Malmborg Reklam Aktiebolag,69201,,69201,LIMHAMN,20061,BOX 30113,Bolaget skall bedriva bokföring- och redovisningsverksamhet.,1986-06-17,active,,,,
556275-7277,CW Enterprise AB,CW Enterprise AB,70200,,70200; 68320; 43320; 64994,KULLAVIK,42933,KULLAVIKS KVARNFALLSVÄG 11,"Aktiebolaget ska bedriva konsultverksamhet inom affärsutveckling, projektledning, IS IT-området, liksom annan därmed förenlig verksamhet. Aktiebolaget ska bedriva förvaltning av fastigheter samt utföra rivningsarbeten, konstruktionsarbeten inom snickeri, murning och VVS samt ytbehandlingsarbeten såsom målning, spackling, tapetsering och golvslipning och därmed förenlig verksamhet. Aktiebolaget ska äga och förvalta aktier och andelar i andra företag, liksom annan därmed förenlig verksamhet.",1986-04-08,active,,,,
556278-8371,Mitaks Investment & Management AB,Mitaks Investment & Management AB,70200,,70200,HALMSTAD,30270,STJÄRNSTIGEN 19,"Bolaget ska bedriva verksamhet inom konsultbranschen främst att utföra konsult- och managementuppdrag, äga och förvalta fast och lös egendom samt äga och förvalta aktier och andelar samt idka därmed förenlig verksamhet.",1986-06-10,active,,,,
556278-9155,Åmåls SBR-Teknik & Fastigheter AB,Åmåls SBR-Teknik & Fastigheter AB,42210,,42210; 33120; 68203,ÅMÅL,66232,VÄNERSBORGSVÄGEN 19,"Föremålet för bolagets verksamhet är att äga och förvalta fastigheter, handel med värdepapper. Även bedriva service, montering och försäljning av avloppsreningsanläggningar, reparationer av bilar, verkstadsmaskiner och traktorer samt därmed förenlig verksamhet.",1986-06-10,active,,,,
556293-8091,Samspel Aktiebolag,Samspel Aktiebolag,70200,,70200,ALINGSÅS,44163,BERGABOVÄGEN 12,"Föremålet för bolagets verksamhet är att bedriva konsultverksamhet med forskning, organisationsutveckling, undervisning och handledning inom det psykosociala / socialmedicinska området samt att bedriva jordbruk med skötsel och bevarande av kulturmiljöer samt med dessa verksamheter förenlig verksamhet.",1987-02-23,active,,,,
556286-3067,TPIII Global AB,TPIII Global AB,70200,,70200,GÖTEBORG,41451,KLIPPAN 3 B,"Aktiebolagets verksamhet skall vara att förvärva, äga, utveckla och avyttra bolag, projekt och intellektuell egendom. Med projekt avses temporär verksamhet som drivs av en eller flera organisa- tioner i syfte att uppnå på förhand specifierade mål. Med intel- lektuell egendom anses kunskap och information sammanställd på ett sådant sätt att den kan användas för att uppnå vissa mål och därmed inneha ett ekonomiskt värde. Exempel på intellektuell egendom är de koncept och metoder som används inom management- konsultföretag.",1986-12-15,active,,,,
556286-4222,BiBB media AB,BiBB media AB,70200,,70200,MALMÖ,21122,HAMNGATAN 4,"Bolaget skall utveckla och driva verksamhet inom informationsservice, utbildning och därmed förenlig verksamhet, samt sälja tjänster inom utbildning och digital storytelling, samt bedriva konsulterande verksamhet inom området företagsrådgivning.",1986-12-15,active,,,,
556285-8240,Aktiebolaget Borås Väggförbättringar,Aktiebolaget Borås Väggförbättringar,41000,,41000,BORÅS,50342,STUREGATAN 46,"Bolaget skall bedriva byggnadsisolering, förvalta fastigheter direkt eller genom handelsbolag ävensom idka därmed förenlig verksamhet.",1986-10-28,active,,,,
556287-4700,City-Bygg i Umeå Aktiebolag,City-Bygg i Umeå Aktiebolag,41000,,41000,UMEÅ,90637,TISDAGSVÄGEN 27,Bolaget skall bedriva byggnadsrörelse samt idka därmed förenlig verksamhet.,1986-11-26,active,,,,
556305-6240,Ipsius Aktiebolag,Ipsius Aktiebolag,43320,,43320,SALTSJÖBADEN,13333,SKEPPARSTIGEN 7,"Bolaget ska bedriva hantverksrörelse inom byggsektorn, äga och förvalta fast och lös egendom samt värdehandlingar, bedriva konsultverksamhet inom områdena organisation, administration och marknadsföring, idka handel och agenturverksamhet med livsmedelsprodukter, kemisk-tekniska produkter, elektronikprodukter, elinstallationsmateriel och elkomponenter, byggnadsmateriel, motorfordonsprodukter och båtprodukter med tillbehör, hushållsapparater, sport- och fritidsartiklar, bokförlagsverksamhet, bedriva hantverksrörelse inom byggnadsbranschen samt aktiviteter som är förenliga med dessa verksamheter.",1987-10-15,active,,,,
556284-9132,Måntera AB,Måntera AB,43320,,43320; 71121,LÖDDEKÖPINGE,24655,LITORINAVÄGEN 12 B,"Bolaget skall bedriva handel med varor och tjänster inom byggnadsbranschen, inrednings och design inom bygg- och inredningsbranschen, utbildning och handel inom presentationsteknik och marknadsföring, mediaprodukter samt idka därmed förenlig verksamhet",1986-11-05,active,,,,
556297-4641,IMR Bygg Aktiebolag,IMR Bygg Aktiebolag,41000,,41000,MJÖLBY,59550,ALBACKSVÄGEN 9,"Bolaget skall bedriva ny- och ombyggnationer samt reparations- arbete, äga och förvalta fastigheter ävensom idka därmed förenlig verksamhet.",1987-04-30,active,,,,
556300-8357,MIC Invest AB,MIC Invest AB,70100,,70100,ÖSTERSUND,83126,BOX 513,Bolaget ska idka handel med värdepapper och därmed förenlig verksamhet samt kunna finansiera verksamheter som bedrivs i bolagets dotterbolag.,1987-07-03,active,,,,
556325-7095,Ann Magnusson Konsult Aktiebolag,Ann Magnusson Konsult Aktiebolag,69201,,69201,LERUM,44335,HÖJDENLIDEN 6,"Bolaget skall driva yrkesmässig redovisningsverksamhet, äga och förvalta värdepapper och därmed förenlig verksamhet.",1988-05-18,active,,,,
556286-4636,ExpertFix Öst AB,ExpertFix Öst AB,43320,,43320; 43330; 95101; 43341; 95102,NORRKÖPING,60373,TRESTEGSGATAN 55,"Verksamheten omfattar mindre bygg- och renoveringsarbeten, snickeri, målning, golvläggning, montering av inredning, underhåll samt övriga fastighets- och hemservicetjänster. Företaget ska även utföra installation, konfigurering, driftsättning och felsökning av teknisk utrustning såsom TV system, nätverk, routerlösningar, datorer, smarta hem produkter och övrig konsumentelektronik. Samt bedriva därmed förenlig verksamhet.",1986-11-14,active,,,,
556332-9258,HÅ-GE El Aktiebolag,HÅ-GE El Aktiebolag,43210,,43210,KALVSUND,47536,GAMLA VÄGEN 21,Bolaget skall bedriva installations och reparationsverksamhet inom el och tele samt idka därmed förenlig verksamhet.,1988-09-26,active,,,,
556290-9761,R Petterssons Transport Aktiebolag,R Petterssons Transport Aktiebolag,49410,,49410,PITEÅ,94191,Nya Älvvägen 646,Bolaget skall idka åkerirörelse samt därmed förenlig verksamhet.,1987-02-03,active,,,,
556297-1100,V & M Proffs Bud Aktiebolag,V & M Proffs Bud Aktiebolag,49330,,49330; 49410,STOCKHOLM,11331,SANKT ERIKSGATAN 122  LGHNR 1301,"Föremålet för bolagets verksamhet är transportverksamhet med budkörning och personbefodran mot betalning s.k taxirörelse, entreprenadverksamhet inom byggsektorn samt fastighetsskötsel samt äga och förvalta fast egendom och värdepapper och därmed förenlig verksamhet.",1987-04-27,active,,,,
556313-1092,Thuressons Ventilation Aktiebolag,Thuressons Ventilation Aktiebolag,43222,,43222,SKÖVDE,54977,FREDAGSVÄGEN 10,Bolaget skall bedriva försäljnings- och installationsverksamhet av ventilations- och luftbehandlingsanläggningar i bostads- och industrifastigheter och därmed förenlig verksamhet.,1987-12-09,active,,,,
556304-0079,Västerås Målerispectrum Aktiebolag,Västerås Målerispectrum Aktiebolag,43341,,43341; 43310; 43330,VÄSTERÅS,72334,TEGNÉRGATAN 10,"Bolaget skall bedriva byggnads- och entreprenadverksamhet samt handel med fastigheter, ävensom idka därmed förenlig verksamhet.",1987-08-26,active,,,,
556311-2266,Kingelstad Åkeri Aktiebolag,Kingelstad Åkeri Aktiebolag,49410,,49410,BILLEBERGA,26874,BACKAGÅRDEN 6730,Bolaget skall bedriva speditions- och transportrörelse ävensom idka därmed förenlig verksamhet.,1987-11-09,active,,,,
556317-3029,Randim Fastighets Aktiebolag,Randim Fastighets Aktiebolag,43120,,43120; 49410; 68203,SÖDRA SANDBY,24791,FÅGLASÅNG 561,"Bolaget skall köpa och försälja samt förvalta fastigheter, bedriva grävmaskinsentreprenadarbeten samt åkerirörelse, ävensom idka därmed förenlig verksamhet.",1988-01-21,active,,,,
556288-5136,Tommy Ek Entreprenad Aktiebolag,Tommy Ek Entreprenad Aktiebolag,49410,,49410,SVARTSJÖ,17996,BROMMA GÅRD 5,"Inom följande områden ska bolaget ha sin verksamhet, bedriva container-verksamhet avseende bortforsling av sopor och byggavfall. Sopsorteringsverksamhet. Snöröjning och övrig därmed förenlig verksamhet. Transport, hantering och återvinning av mejerirestprodukter.",1986-12-05,active,,,,
556299-5315,Nytorps Rör Aktiebolag,Nytorps Rör Aktiebolag,71124,,71124; 43221,FARSTA,12352,VIDJAVÄGEN 15,"Bolaget skall bedriva VVS- och byggentreprenader, konsult och utbildningar inom bygg och VVS, äga och förvalta fastigheter och värdepapper samt därmed förenlig verksamhet.",1987-06-04,active,,,,
556122-8429,Ekonomikonsult i Malmö Aktiebolag,Ekonomikonsult i Malmö Aktiebolag,69202,,69202,MALMÖ,21761,DAMMFRIVÄGEN 45 A,Bolaget skall bedriva revisionsbyrå och därmed förenlig verksamhet.,1969-01-22,active,,,,
556301-4462,Bergengren Dialogic Aktiebolag,Bergengren Dialogic Aktiebolag,70200,,70200,UPPSALA,75237,BANÉRGATAN 16 C,Bolaget skall bedriva konsulterande verksamhet inom miljövård.,1987-09-10,active,,,,
556127-7459,Vallentuna Måleri Aktiebolag,Vallentuna Måleri Aktiebolag,43341,,43341,VALLENTUNA,18631,CENTRALVÄGEN 29,Föremålet för bolagets verksamhet är att utföra målningsarbeten samt idka därmed förenlig verksamhet.,1969-07-21,active,,,,
556309-6147,Taxi Finans i Östergötland Aktiebolag,Taxi Finans i Östergötland Aktiebolag,49330,,49330; 95311; 95312; 95313; 47811,NORRKÖPING,60223,KISELGATAN 13,"Bolaget skall bedriva taxiverksamhet med egna och leasade bilar, bedriva handel och leasingverksamhet med trafikfordon, utrustning samt förvaltning av värdepapper och därmed förenlig verksamhet.",1987-10-23,active,,,,
556317-7863,Harry Haraldssons Åkeri Aktiebolag,Harry Haraldssons Åkeri Aktiebolag,49410,,49410; 38110,BJÄRNUM,28262,TALLGATAN 7,Bolaget skall bedriva transporter inom åkerinäringen samt gräv- och renhållningsentreprenader ävensom idka därmed förenlig verksamhet.,1988-01-27,active,,,,
556316-5967,Gestrike Grus AB,Gestrike Grus AB,49410,,49410,OCKELBO,81631,HAMRÅNGEVÄGEN 17 A,"Föremålet för bolagets verksamhet är att äga och förvalta fast och lös egendom, bedriva konsultverksamhet avseende ledningsfrågor, köp och försäljning av handelsvaror främst rörande åkerinäringarna samt billotsverksamhet, handel med värdepapper och därmed förenlig verksamhet.",1988-01-25,active,,,,
556320-5037,U-P Andersson Lantbruksrevision Aktiebolag,U-P Andersson Lantbruksrevision Aktiebolag,69201,,69201,MÖRARP,25356,GAMLA TÅGARPSVÄGEN 687,"Föremålet för bolagets verksamhet är att bedriva redovisningsbyrå, förvaltning och handel med fastigheter och värdepapper samt idka därmed förenlig verksamhet.",1988-04-27,active,,,,
556162-4080,Byggkonsult LRK Aktiebolag,Byggkonsult LRK Aktiebolag,71121,,71121,SÖDERTÄLJE,15240,ASPEGRENSVÄGEN 24,"Bolaget har till föremål för sin verksamhet tekniskt utredningsarbete, produktutveckling, investering och försäljning av produkter företrädesvis inom byggnadsindustrin ävensom äga, förvalta och bedriva handel med fast egendom i anslutning till nämnda verksamhet.",1972-04-11,active,,,,
556304-7728,Odenplan Bygg & Transport AB,Odenplan Bygg & Transport AB,49330,,49330,STOCKHOLM,10432,BOX 19114,"Aktiebolaget ska bedriva byggverksamhet, renoveringar samt fastighetsaffärer, handel med bilar, uthyrning av fordon, taxirörelse samt därmed förenlig verksamhet.",1987-10-09,active,,,,
556315-5588,Rör City i Luleå Aktiebolag,Rör City i Luleå Aktiebolag,43221,,43221; 43222,LULEÅ,97334,MIDGÅRDSVÄGEN 24,"Föremålet för bolagets verksamhet är service och entreprenader inom VVS-sektorn, butikförsäljning av VVS-artiklar, handel med värdepapper samt därmed förenlig verksamhet.",1988-01-15,active,,,,
556316-2659,Golf- och Landskapsarkitekt Björn Eriksson Aktiebolag,Golf- och Landskapsarkitekt Björn Eriksson Aktiebolag,71110,,71110,GÄVLE,80641,FURUMOVÄGEN 13,"Bolaget skall bedriva projektering, anläggning och skötsel av grönområden samt därmed förenlig verksamhet.",1988-01-12,active,,,,
556274-3723,Aktiebolaget Revisorerna i Borgholm,Aktiebolaget Revisorerna i Borgholm,69201,,69201; 68203,BORGHOLM,38731,ÖSTRA KYRKOGATAN 7,"Bolaget skall bedriva redovisning, konsultationer, utbildning inom skatteområdet. Försäljning av datorer, utbildning av databokföring. Juridiska konsultationer inom affärs- och familjerätt. Handel med och förvaltning av aktier. Samt därmed förenlig verksamhet.",1986-04-24,active,,,,
