orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556326-0180,Hovås Bygg Aktiebolag,Hovås Bygg Aktiebolag,41000,,41000,KULLAVIK,42932,KULLAVIKS SKOLVÄG 16,"Bolaget skall bedriva byggnadsverksamhet, äga och förvalta fast och lös egendom samt idka därmed förenlig verksamhet.",1988-05-27,active,,,,
556337-6390,Västerfärnebo Elektriska Aktiebolag,Västerfärnebo Elektriska Aktiebolag,43210,,43210,VÄSTERFÄRNEBO,73360,NORBERGSVÄGEN 24,"Bolaget skall bedriva elinstallationer, försäljning av vitvaror och därmed förenlig verksamhet.",1988-10-18,active,,,,
556293-2714,Winther i Nannberga AB,Winther i Nannberga AB,69201,,69201,ARBOGA,73232,DALARÖVÄGEN 7,"Föremålet för bolagets verksamhet är friskvård, bokföring, redovisning, ekonomistyrning och därmed förenlig verksamhet.",1987-02-12,active,,,,
556337-8404,Ostkustens Elektriska Aktiebolag,Ostkustens Elektriska Aktiebolag,43210,,43210,SKURUP,27430,LILLA INDUSTRIGATAN 1,Bolaget skall bedriva elinstallationer och försäljning av elartiklar samt därmed förenlig verksamhet.,1988-10-18,active,,,,
556341-3334,Aktiebolaget Pelareken,Aktiebolaget Pelareken,71121,,71121; 68310; 64212,STOCKHOLM,10214,BOX 55642,"Bolaget skall ha till ändamål att bedriva köpa, försälja och förvalta fast egendom, värdeppapper och därmed förenliga kapital placeringsobjekt samt även idka därmed förenlig verksamhet.",1988-11-28,active,,,,
556264-5944,KK Corporate Finance AB,KK Corporate Finance AB,69102,,69102,GÖTEBORG,41271,PRÄSTGÅRDSGATAN 22,"Bolaget skall bedriva rådgivning inom juridik och ekonomi, äga lös egendom, förvalta värdepapper och fastigheter samt därmed förenlig verksamhet.",1985-09-05,active,,,,
556268-5940,TERRACAN AB,TERRACAN AB,70100,,70100,KALMAR,39477,FREDAGSVÄGEN 21,Bolaget skall äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.,1985-11-29,active,,,,
556279-1029,El-Planering i Göteborg Aktiebolag,El-Planering i Göteborg Aktiebolag,71123,,71123,MÖLNDAL,43102,BOX 2036,"Bolaget skall bedriva konsultverksamhet företrädesvis inom området för elteknik, äga och förvalta aktier, andelar och andra värdepapper ävensom idka därmed förenlig verksamhet.",1986-06-10,active,,,,
556279-2142,Bertilsson & Bertilsson Rör Aktiebolag,Bertilsson & Bertilsson Rör Aktiebolag,43221,,43221,BRÅLANDA,46463,HEDEN 112,"Bolaget skall driva byggnadsrörelse, försäljning och installation av VVS, rörmokeri, grossistförsäljning inom VVS samt äga och förvalta fastigheter samt idka därmed förenlig verksamhet.",1986-08-07,active,,,,
556284-9181,Logiksystem i Skövde Aktiebolag,Logiksystem i Skövde Aktiebolag,71123,,71123,SKÖVDE,54124,BOX 195,"Bolaget ska bedriva konsult- och entreprenaduppdrag inom styr-, regler- och automatiseringsteknik och därmed förenlig verksamhet.",1986-10-23,active,,,,
556276-8183,Svensson o Son Måleri Aktiebolag,Svensson o Son Måleri Aktiebolag,43341,,43341,TRELLEBORG,23162,LASTVÄGEN 11,Bolagets verksamhet ska vara att utgöra måleriarbeten på byggnader och fastigheter och därmed förenlig verksamhet.,1986-07-29,active,,,,
556288-7538,Kjell Södermans Entreprenad AB,Kjell Södermans Entreprenad AB,41000,,41000,SKÄRPLINGE,81930,NYNÄSVÄGEN 3,Bolaget skall bedriva entreprenadverksamhet inom snickeri och markarbeten samt handel med blommor och inredning och därmed förenlig verksamhet.,1987-01-30,active,,,,
556290-9779,Lundbergsbo AB,Lundbergsbo AB,49410,,49410,SKELLEFTEÅ,93164,LEJONSTRÖMSVÄGEN 5 B,Aktiebolagets verksamhet ska vara att idka tävlings- och avelsverksamhet med travhästar samt därmed förenlig verksamhet.,1987-02-17,active,,,,
556285-7663,POLARIS Ledning & Ekonomi AB,POLARIS Ledning & Ekonomi AB,69201,,69201; 62201; 70200; 58290,SOLNA,17122,BOX 1122,"Bolaget skall bedriva IT-konsultverksamhet, marknadsföring av standardprogramvaror, agenturverksamhet för programvaror, ävensom idka därmed förenlig verksamhet.",1986-10-20,active,,,,
556283-7053,Baltic Handelshus Aktiebolag,Baltic Handelshus Aktiebolag,69201,,69201,STOCKHOLM,10386,BOX 7047,"Bolaget skall bedriva konsultationer inom redovisning, ekonomi och företagsledning samt därmed förenlig verksamhet.",1986-11-28,active,,,,
556301-7689,Rydbergs Affärsjuridiska Aktiebolag,Rydbergs Affärsjuridiska Aktiebolag,69102,,69102; 41000,HISINGS BACKA,42250,SANDLIDSVÄGEN 5 B,"Bolaget skall bedriva byggnadsverksamhet, juridisk verksamhet, fastighetsförvaltning, handel med trävaror till och ifrån Baltikum och Ryska federationen, konsultverksamhet inom juridik och ekonomi gentemot Ryska federationen jämte därmed förenlig verksamhet.",1987-07-13,active,,,,
556302-2549,Arise Sweden AB,Arise Sweden AB,70200,,70200; 74990,VALLDA,43494,RÅHAGSVÄGEN 6,Bolaget skall bedriva konsultation inom administration och IT samt äga och förvalta fast och lös egendom och därmed förenlig verksamhet.,1987-07-15,active,,,,
556295-0039,Seger Invest Aktiebolag,Seger Invest Aktiebolag,70200,,70200,ULRICEHAMN,52334,NYGATAN 30,"Bolaget skall bedriva handel med värdepapper, konsultverksamhet och rådgivning främst inom handel, industri och servicebranschen samt därmed förenlig verksamhet.",1987-03-09,active,,,,
556304-1622,Hey Administration & Management AB,Hey Administration & Management AB,69201,,69201,MÖRARP,25356,GAMLA TÅGARPSVÄGEN 252,"Bolaget skall bedriva konsultverksamhet inom företagsledning, redovisning, administration och data, bedriva kursgård och seminarieverksamhet, konferensanläggning med övernattning och servering, förmedling av artistisk verksamhet, handel med data och datautrustning, utbildning inom administration och dataprogram, finansiell förmedling -utan att driva bankrörelse eller sådan rörelse som avses i lagen (1963:76) om kreditaktiebolag och lag om bankrörelse den 31 mars 1955-, rådgivning inom musik- och databranschen samt handel med värdepapper och fastigheter jämte idka därmed förenliga verksamheter.",1987-08-24,active,,,,
556064-5813,S:t Erik Markutveckling AB,S:t Erik Markutveckling AB,70100,,70100,STOCKHOLM,10535,,"Föremålet för och det kommunala ändamålet med bolagets verksamhet är att äga, förvalta och utveckla fastigheter/aktier i fastighetsbolag i avvaktan på omvandling av fastigheterna till bostäder och arbetsplatser. Verksamheten ska bedrivas åt 	ägaren/i ägarens ställe inom ramen för Stockholms stads kompetens.  Bolagets verksamhet ska inte ha till syfte att breda vinst åt aktieägarna. Bolaget ska följa de kommunalrättsliga principerna i 2 kap. Kommunallagen, innebärande att verksamheten ska vara förenlig med den kommunala kompetensen, lokaliseringsprincipen och självkostnadprincipen, att kommunmedlemmarna ska behandlas lika, samt förbud att lämna stöd åt enskild, såvida inte lag, samhällsutveckling eller rättspraxis för viss verksamhet eller åtgärd medger undantag.  Självkostnadsprincipen är inte tillämplig i bolagets verksamhet som gäller förvaltning av kommunal egendom, såsom upplåtelse och överlåtelser av fast och lös egendom.  Bolaget ska i enlighet med 10 kap. 3 § 6 p. kommunallagen (2017:725) ge allmänheten insyn i den verksamhet som genom avtal lämnas till privata utförare.",1957-03-25,active,,,,
556075-3971,Ljusnans Kåkar AB,Ljusnans Kåkar AB,43221,,43221,FÄRILA,82760,HÄRJEDALSVÄGEN 231,"Bolaget skall bedriva försäljning av VVS-material äga och förvalta fast egendom, ävensom idka därmed förenlig verksamhet.",1960-12-12,active,,,,
556279-9071,Hurtigs Åkeri Aktiebolag,Hurtigs Åkeri Aktiebolag,49410,,49410,JÖNKÖPING,55302,BARNHEMSGATAN 22 B,Bolaget skall bedriva lastbilsåkeri och idka därmed förenlig verksamhet.,1986-09-02,active,,,,
556286-6615,Rennenkampff & Partner Aktiebolag,Rennenkampff & Partner Aktiebolag,69102,,69102,JÖNKÖPING,55113,BOX 104,Bolaget skall bedriva patent- och varumärkesverksamhet samt därmed förenliga verksamheter.,1986-11-05,active,,,,
556290-7088,LÖFBERGS LILA AKTIEBOLAG,LÖFBERGS LILA AKTIEBOLAG,70100,,70100,KARLSTAD,65121,BOX 1501,"Bolaget skall driva kafferosteri samt försäljning av kaffe, samt därmed förenlig verksamhet.",1987-02-20,active,,,,
556296-1556,Tegs Moder AB,Tegs Moder AB,70100,,70100,UMEÅ,90422,NORRA OBBOLAVÄGEN 98,"Bolaget skall bedriva fastighetsförvaltning, fastighetsprojektering, bygg- och markentreprenader, handel med värdepapper samt därmed förenlig verksamhet.",1987-06-15,active,,,,
556306-5423,Nacka Strand Redovisningsbyrå AB,Nacka Strand Redovisningsbyrå AB,69202,,69202,NACKA,13147,EDINSVÄGEN 29,Bolaget ska driva redovisningsbyrå samt därmed förenlig verksamhet.,1987-09-28,active,,,,
556301-6293,Energi & Miljöteknik Sverige AB,Energi & Miljöteknik Sverige AB,43221,,43221; 71124,MÖLNLYCKE,43533,DESIGNVÄGEN 3,"Bolaget skall bedriva försäljning och installationer av el- och VVS-utrustning, samt handel och förvaltningsverksamhet av fastigheter och värdepapper.",1987-09-28,active,,,,
556310-5625,Vallju AB,Vallju AB,69201,,69201; 70200; 74110,UPPSALA,75329,S:T PERSGATAN 27  LGH 1401,"Bolaget skall bedriva ekonomisk- och juridiskkonsultation, programvaru- och produktutveckling, köpa och förvalta lösegendom, företrädesvis värdepapper och fast egendom samt därmed förenlig verksamhet.",1987-11-03,active,,,,
556320-3677,Transtema AB,Transtema AB,42222,,42222,MÖLNDAL,43137,FLÖJELBERGSGATAN 12,"Bolaget ska bedriva verksamhet inom försäljning, installation, drift och underhåll av infrastruktur för data- och telekommunikation, äga och förvalta aktier, andelar och värdepapper samt därmed förenlig verksamhet.",1988-03-03,active,,,,
556321-9723,YMSFOR AB,YMSFOR AB,70200,,70200,SOLNA,17123,BOX 1173,"Bolaget ska bedriva konsultverksamhet avseende lednings- och styrningsfrågor samt utvecklings- och förändringsverksamhet för att nå en produktivare och effektivare verksamhet inom den privata och den offentliga sektorn, ävensom idka därmed förenlig verksamhet.",1988-04-06,active,,,,
556314-7296,Jorma Juvani Aktiebolag,Jorma Juvani Aktiebolag,42110,,42110,ÖVERTORNEÅ,95732,ALVÄGEN 14,Bolaget skall bedriva krossning av grus samt underhåll och byggande av nya skogsbilsvägar.,1988-01-13,active,,,,
556327-9586,Tonys Åkeri i Hammarö Aktiebolag,Tonys Åkeri i Hammarö Aktiebolag,49410,,49410,HAMMARÖ,66391,VÄSTRA SKAGENE 683,Bolaget skall bedriva åkeriverksamhet samt idka därmed förenlig verksamhet. Bolaget skall dessutom äga och förvalta fast och lös egendom såsom aktier och andra värdepapper.,1988-06-21,active,,,,
556310-5732,Berzelii Redovisning Aktiebolag,Berzelii Redovisning Aktiebolag,69201,,69201; 69202,GÖTEBORG,41250,DRAKEGATAN 5,"Aktiebolaget ska utföra ekonomisk redovisning, ekonomisk och juridisk konsultation, handel med värdepapper och annan därmed jämförlig förenlig verksamhet.",1987-11-19,active,,,,
556305-2348,Aktiebolaget Maskintjänst i Varberg,Aktiebolaget Maskintjänst i Varberg,43999,,43999,VARBERG,43292,Trönninge 51,Bolaget skall idka maskinstations- och entreprenadverksamhet samt därmed förenlig verksamhet.,1987-09-24,active,,,,
556308-0679,Stadins Glas AB,Stadins Glas AB,43342,,43342,BODEN,96162,BJÖRKELUNDSVÄGEN 2,"Föremålet för bolagets verksamhet är att bedriva glasmästeriarbeten innefattande byggnadsglasning, bilrutor, balkong- och verandainglasningar samt försäljning av konst- och tavelinramning i butik samt därmed förenlig verksamhet.",1987-10-09,active,,,,
556316-0745,Bengt Johanssons Rör Aktiebolag,Bengt Johanssons Rör Aktiebolag,43221,,43221,LULEÅ,97241,Magasinsgatan 17 A,"Bolaget skall bedriva rörledningsinstallationer, VVS-service och försäljning av VVS-produkter, fastighetsförvaltning samt äga och förvalta aktier.",1988-01-13,active,,,,
556140-1844,Hamburgsunds Handels Aktiebolag,Hamburgsunds Handels Aktiebolag,69201,,69201,HAMBURGSUND,45745,UDDEN 1,Bolaget skall idka åkeri- och handelsrörelse ävensom driva därmed förenlig verksamhet.,1970-10-19,active,,,,
556325-0009,Glim Betongprodukter Aktiebolag,Glim Betongprodukter Aktiebolag,71122,,71122,NORRKÖPING,60592,STYRSTAD KRONOGÅRD 1,Bolaget skall bedriva utveckling och försäljing av produkter inom byggnadsindustrin och därmed förenlig verksamhet.,1988-05-18,active,,,,
556295-9105,Unnsped AB,Unnsped AB,49410,,49410,UNNARYD,31452,HANTVERKSGATAN 2,Bolagets verksamhet skall äga och förvalta maskiner och inventarier för tillverkning av ovävda textiler samt därmed förenlig verksamhet.,1987-04-08,active,,,,
556320-2794,Tysklinds i Stockholm Aktiebolag,Tysklinds i Stockholm Aktiebolag,71121,,71121,TYRESÖ,13548,RADIOVÄGEN 22,"Bolaget skall inom byggnadsbranschen utföra konstruktioner, bedriva handel, tillverkning, installationer, undervisning och information ävensom äga och förvalta fastigheter samt driva handel med och förvaltning av värdepapper jämte därmed förenlig verksamhet.",1988-02-29,active,,,,
556328-4396,CPS Östergötlands län Aktiebolag,CPS Östergötlands län Aktiebolag,43221,,43221,EKSJÖ,57537,VILLAGATAN 35,"Bolaget skall bedriva elinstallationer, rengörning och underhåll av rörsystem i fastigheter samt idka därmed förenlig verksamhet.",1988-06-23,active,,,,
556297-0185,Hans-Erik Berggren Konsult Aktiebolag,Hans-Erik Berggren Konsult Aktiebolag,70200,,70200,BORÅS,50745,SÄMGATAN 15  0TR,"Bolaget skall bedriva konsultverksamhet inom administrativ utveckling, äga och förvalta aktier, äga och förvalta fastig- heter, bedriva partihandel med diverse överskottsvaror inom framförallt trä, textil, kemikalier och därmed förenlig verk- samhet.",1987-05-11,active,,,,
556321-4948,Ulpa Aktiebolag,Ulpa Aktiebolag,70200,,70200,MALMÖ,21757,NICOLOVIUSGATAN 6 B,"Bolaget skall förvalta och bedriva handel med fast egendom och värdepapper, idka handel med industriförnödenheter såväl import som export samt bedriva konsultverksamhet nationellt och internationellt inom områdena finansiering och affärsutveckling även driva handel med konst samt därmed förenlig verksamhet.",1988-03-17,active,,,,
556332-5975,Simtuna Bygg och Betong Teknik Aktiebolag,Simtuna Bygg och Betong Teknik Aktiebolag,43310,,43310,BRO,19740,TRYCKFÄRGSVÄGEN 2,Bolaget skall bedriva puts- och fasadarbeten och därmed förenlig verksamhet. Verksamheten skall även omfatta import och export inom byggnadssektorn samt handel med värdepapper och därmed förenlig verksamhet.,1988-09-26,active,,,,
556322-2677,C J Glastjänst Aktiebolag,C J Glastjänst Aktiebolag,43342,,43342,TECKOMATORP,26871,CENTRALGATAN 19,"Bolaget skall bedriva glasningsarbeten, ävensom idka därmed förenlig verksamhet.",1988-03-23,active,,,,
556328-2788,Hellquist Holding AB,Hellquist Holding AB,43411,,43411,VILHELMINA,91232,INDUSTRIVÄGEN 37,Bolaget ska bedriva fastighetsförvaltning och värdepappersförvaltning samt därmed förenlig verksamhet.,1988-06-20,active,,,,
556321-7347,HLN 1000 Sweden Aktiebolag,HLN 1000 Sweden Aktiebolag,70200,,70200,UPPSALA,75009,BOX 9023,"Bolaget skall driva handel med videobandspelare och videoband, bilradio och bilhögtalare, belysning (lampor), TV-apparater samt hemelekronik, elektriska leksaker, matvaror, kläder och möbler. Branscher är elektronik, manufaktur (kläder) och matvaror, inom vilka import och export samt grossiströrelse bedrives.",1988-03-30,active,,,,
556338-9617,Kent's Oljeservice Aktiebolag,Kent's Oljeservice Aktiebolag,43221,,43221,RONNEBY,37238,RÖDHAKEVÄGEN 12,Bolaget skall bedriva reparation och installation av värmeanläggningar ävensom idka därmed förenlig verksamhet.,1988-10-31,active,,,,
556336-2630,Gert Johansson Åkeri Aktiebolag,Gert Johansson Åkeri Aktiebolag,49410,,49410,LINNERYD,36297,BREDEBÄCKSHULT,"Bolaget skall bedriva transportverksamhet, äga och förvalta värdepapper och fastigheter samt bedriva därmed förenlig verksamhet.",1988-12-01,active,,,,
556324-1297,Wiberger Konsult Aktiebolag,Wiberger Konsult Aktiebolag,71122,,71122,LIDKÖPING,53133,MILSTENSGATAN 4,Bolaget skall bedriva konsultverksamhet inom kemi och biokemi samt förvaltning av värdepapper ävensom idka därmed förenlig verksamhet.,1988-05-02,active,,,,
556307-3591,DV Trans AB,DV Trans AB,49410,,49410; 43341; 81300,KARL GUSTAV,43269,BRUNARED 13,"Bolaget skall driva yrkesmässig trafik, målning, snickeriverksamhet, smides och trädgårdsarbeten, sågverksrörelse, tillverkning av lastpallar och handel med trävaror och därmed förenlig verksamhet.",1987-11-26,active,,,,
556310-0535,Norén Consulting & Event AB,Norén Consulting & Event AB,69201,,69201; 74990; 96230; 73111; 81300,ONSALA,43932,ÖSTRA MORÄNVÄGEN 1,"Konsulttjänster inom ekonomi och redovisning. Event, kursverksamhet, konsultationer och försäljning av produkter inom friskvård. Reklam, marknadsföring, musik- och litteraturproduktion. Konsulttjänster inom restaurang, hotell och turism. Anläggningsarbeten och naturvård. Handel med fastigheter, värdepapper och därmed tillhörande verksamhet.",1987-11-02,active,,,,
556170-1631,Bro Fastighetsservice Aktiebolag,Bro Fastighetsservice Aktiebolag,41000,,41000; 43999; 43310,KRISTINEHAMN,68150,SANNAGATAN 19,Aktiebolagets verksamhet ska vara att äga och förvalta fastigheter och lös egendom samt därmed förenlig verksamhet.,1972-10-04,active,,,,
556330-9631,ML Konsult i Malå AB,ML Konsult i Malå AB,43120,,43120; 62201,RENTJÄRN,93991,NÅDA 5,"Bolaget skall bedriva konsultverksamhet inom IT, markarbeten samt därtill förenlig verksamhet.",1988-07-15,active,,,,
556265-5182,Uvåns Näringslivscenter Aktiebolag,Uvåns Näringslivscenter Aktiebolag,70200,,70200,HAGFORS,68330,DALAVÄGEN 10,"Föremålet för bolagets verksamhet är att på kommersiella villkor främja landets näringsliv med särskilt avseende på näringslivet i Hagfors och Munkfors kommuner, och därvid medverka till till- skapandet av nya verksamheter i Hagfors och Munkfors kommuner och därmed förenlig verksamhet.",1985-10-16,active,,,,
556279-2373,Trestads Ventilations Montage Aktiebolag,Trestads Ventilations Montage Aktiebolag,43222,,43222,LERUM,44322,BOX 87,Bolaget skall bedriva montering av ventilationsaläggningar samt idka därmed förenlig verksamhet.,1986-07-30,active,,,,
556281-8624,EkonomiSupport i Kungälv AB,EkonomiSupport i Kungälv AB,69201,,69201; 78201,KUNGÄLV,44240,BULTGATAN 40 B,Bolaget ska äga och förvalta andelar i andra företag. Bolaget ska även idka uthyrning av personal.,1986-08-06,active,,,,
556277-1658,Kockums Engineering Aktiebolag,Kockums Engineering Aktiebolag,71122,,71122,MALMÖ,21133,AGNESGATAN 2,"Bolaget ska bedriva produkt- och produktionsteknisk utveckling rörande dels fartyg och övrig marin ytverksamhet samt, dels landbaserad verksamhet såsom kraftverksanläggningar och industriella processanläggningar och sådana fartygstekniska anläggningar, vilka kan tillämpas på land, mekanisk verkstad, gjuteri och laboratorium dels leasingverksamhet samt försäljning av know-how inom nämnda samt bedriva därmed förenlig verksamhet.",1986-08-19,active,,,,
556279-9030,Skattebetalarnas Servicebyrå Aktiebolag,Skattebetalarnas Servicebyrå Aktiebolag,70200,,70200; 74990,STOCKHOLM,10366,BOX 3319,"Bolaget skall bedriva rådgivning i skatteärenden, processhjälp i skattemål, bokförsäljning, kursverksamhet, förmedling av utländska kapitalförsäkringar och kapitalplaceringar, liksom marknadsföring av melemsförmåner hänförliga till Skattebetalarnas Förening samt idka därmed förenlig verksamhet.",1986-07-24,active,,,,
556282-4986,J.E. Redovisning Aktiebolag,J.E. Redovisning Aktiebolag,69201,,69201,BROMMA,16836,CO BRÄNNKÄRR TUNNLANDSVÄGEN 59,"Bolaget skall utföra bokföringstjänster, ekonomiska konsultationer och handel med svenska aktier och obligationer.",1986-09-18,active,,,,
556296-2133,Aktiebolaget Hofors VVS-Installationer,Aktiebolaget Hofors VVS-Installationer,43221,,43221,HOFORS,81321,LILLÅGATAN 25,"Bolaget skall utföra olje, värme och sanitetesinstallationer samt utöva därmed förenlig verksamhet.",1987-06-16,active,,,,
556297-5135,Stockholms säljteam AB,Stockholms säljteam AB,70200,,70200,LIDINGÖ,18121,BOX 1033,"Aktiebolaget ska idka försäljningstjänster inom digital media och data, film- och ljudbranschen, livsmedel och elektronik samt konsulttjänster inom digitala system.",1987-04-30,active,,,,
556299-9614,Fylke Dalarö Aktiebolag,Fylke Dalarö Aktiebolag,69201,,69201; 69202,DALARÖ,13770,FRIGGAVÄGEN 8,"Aktiebolaget skall bedriva konsultverksamhet inom ekonomi, skatt, finansiell planering och rådgivning. Handel med lös egendom såsom bostadsrätter. Handel med värdepapper, äga och förvalta aktier och andelar och andra värdepapper. Handel med och äga fast egendom samt ävensom idka annan därmed förenlig verksamhet.",1987-07-28,active,,,,
556272-8278,GB Dahl Förvaltning AB,GB Dahl Förvaltning AB,70200,,70200; 77390,GÖTEBORG,41314,SVEAGATAN 22,"Bolaget har till föremål för sin verksamhet att arbeta med aktiv företagsledning och andra förvaltningsuppdrag, äga aktier, samt därmed förenlig verksamhet.",1986-06-30,active,,,,
556071-9915,Aktiebolaget Mora El-Byrå,Aktiebolaget Mora El-Byrå,43210,,43210,MORA,79233,KRÅKBERGSVÄGEN 74,"Bolaget skall bedriva elinstallations- och elentreprenadverksamhet, agentur och detaljhandelsrörelse inom elbranschen samt därmed förenlig verksamhet.",1960-05-16,active,,,,
556272-2461,"Inlandsteknik, Herman Lundqvist Aktiebolag","Inlandsteknik, Herman Lundqvist Aktiebolag",71123,,71123,ARVIDSJAUR,93331,NYGATAN 19,"Aktiebolagets verksamhet skall vara att bedriva produktion och utveckling av produkter med anknytning till elektronik och bedriva illustrationer och design avseende mode och erbjuda stylisttjänster, bedriva försäljning av konsulttjänster inom IT och marknadsföring och bedriva försäljning, programmering, uthyrning och installation av datorer och dess tillbehör samt därmed förenlig verksamhet.",1986-09-10,active,,,,
556080-2935,F.O. Arkitektkontor Aktiebolag,F.O. Arkitektkontor Aktiebolag,71110,,71110,GÖTEBORG,41105,GÖTGATAN 10,"Bolaget har till föremål för sin verksamhet att driva arkitekt- verksamhet, byggnadsverksamhet och snickerirörelse jämte därmed förenlig verksamhet, förvärva, äga och förvalta fastigheter, aktier och andelar i bolag samt driva därmed förenlig verksamhet.",1961-10-20,active,,,,
556292-6211,Häggmark Psykoterapi och konsult Aktiebolag,Häggmark Psykoterapi och konsult Aktiebolag,70200,,70200,GÖTEBORG,41656,HAGELYCKEGATAN 16,"Bolaget skall bedriva beteendevetenskaplig konsultationsverksamhet samt köp, förvaltning och försäljning av värdepapper och fast egendom, ävensom idka därmed förenlig verksamhet.",1987-03-20,active,,,,
556296-6399,Lars Jönsson Byggtjänst Aktiebolag,Lars Jönsson Byggtjänst Aktiebolag,41000,,41000; 16231; 68203,LJUNGBY,34131,KUNGSGATAN 42,Bolaget skall bedriva byggnadsverksamhet och därmed förenlig verksamhet samt handel med värdepapper och fastigheter.,1987-06-22,active,,,,
556113-7026,Kjell Sjöbom Åkeri Aktiebolag,Kjell Sjöbom Åkeri Aktiebolag,49410,,49410,NJURUNDA,86295,NÄSET 101,Bolaget skall driva åkerirörelse samt idka därmed förenlig verksamhet.,1967-12-07,active,,,,
556306-5480,Lassekärr Fastighet AB,Lassekärr Fastighet AB,43210,,43210,VARBERG,43291,BLIXTORP 11,"Förmålet för bolagets verksamhet är att bedriva installation och handel med elmaterial, uthyrning av lokal och ställplatser, handel med kläder och reklammaterial samt därmed förenlig verksamhet.",1987-10-06,active,,,,
556307-3096,Peter Lindfors Aktiebolag,Peter Lindfors Aktiebolag,43342,,43342,TULLINGE,14640,GENVÄGEN 10,"Bolaget skall bedriva glasmästerirörelse samt därmed förenlig verksamhet. Bolaget skall även sköta andra företags och föreningars administrativa rutiner, samt därmed förenlig verksamhet. Bolagets verksamhet ska även vara att driva utveckling, tillverkning och försäljning av vätskebehandlingssystem till processindustrin samt därmed förenlig verksamhet.",1987-10-07,active,,,,
556311-4536,Peter Forsberg Bil Aktiebolag,Peter Forsberg Bil Aktiebolag,70200,,70200,MARIEFRED,64792,QVARTINGE HERRGÅRD,Bolaget skall bedriva försäljning av nya och begagnade bilar ävensom idka därmed förenlig verksamhet.,1987-11-10,active,,,,
556311-4783,Nya Teletjänst i Frösön Aktiebolag,Nya Teletjänst i Frösön Aktiebolag,43210,,43210; 68202,ÖSTERSUND,83152,STORLIENVÄGEN 38,"Bolaget skall bedriva handel och service med tele- och kommunikationsapparater, äga och förvalta fastigheter samt därmed förenlig verksamhet.",1987-11-16,active,,,,
556305-2637,Hjorts Entreprenad och Linjebygg AB,Hjorts Entreprenad och Linjebygg AB,43120,,43120,LIT,83631,ÖSTERSUNDSVÄGEN 63,"Bolaget ska bedriva maskinentreprenad, linjebyggnation, mekanisk verkstadsrörelse och trädförädling samt annan därmed förenlig verksamhet.",1987-11-02,active,,,,
556308-5033,Servicepolarna AB,Servicepolarna AB,41000,,41000,BUNKEFLOSTRAND,21838,LINDMÄTAREGATAN 2,"Bolaget skall bedriva renovering, ombyggnad, tillbyggnad och s.k. hushållsnära tjänster samt idka därmed förenlig verksamhet. Firman ska även bedriva restaurangnäring.",1988-03-10,active,,,,
556311-3371,Wincrantz Byggnads Aktiebolag,Wincrantz Byggnads Aktiebolag,41000,,41000; 43999,STOCKHOLM,11820,Brännkyrkagatan 14 A,"Bolaget skall idka byggnadsrörelse samt äga och förvalta fastigheter ävensom driva tomtförsäljningsrörelse, leasing och entreprenad av maskiner, fordon, inredningar och kontorsutrustning ävensom idka därmed förenlig verksamhet.",1987-11-09,active,,,,
556325-1106,Service 2 You i Stockholm AB,Service 2 You i Stockholm AB,43210,,43210; 81100; 81221; 43320; 82100,ÄLVSJÖ,12542,ÅKERÖGRÄND 3,"Bolaget skall bedriva reparation och service avseende elarbeten, fastighetsservice, uthyrning av friskvårdsutrustning, äga och förvalta fast och lös egendom samt idka därmed förenlig verksamhet.",1988-05-09,active,,,,
556149-8055,Alvar Nilssons Elektriska Aktiebolag,Alvar Nilssons Elektriska Aktiebolag,43210,,43210,LULEÅ,97598,SUNDOMSVÄGEN 544,"Föremålet för bolagets verksamhet är att utföra elinstallationer, handel med värdepapper och därmed förenlig verksamhet.",1971-08-16,active,,,,
556324-0463,Sundbergs Åkeri i Skorped Aktiebolag,Sundbergs Åkeri i Skorped Aktiebolag,49410,,49410,SKORPED,89597,ÖNSKAN 146,"Bolaget skall bedriva åkeri och entreprenadverksamhet, uthyrning av maskiner inom detta verksamhetsområde samt därmed förenlig verksamhet.",1988-04-20,active,,,,
556325-1528,Sven Jinert Aktiebolag,Sven Jinert Aktiebolag,43991,,43991; 68202,HÄSSLEHOLM,28121,BOX 48,"Bolaget skall bedriva uthyrning- och entreprenadverksamhet avseende lyftkranar, skylifts och andra lyftanordningar, bedriva åkeri och grusförsäljning, entreprenadverksamhet i anslutning härtill, äga och förvalta fast och lös egendom, utbildning i entreprenadverksamhet samt idka därmed förenlig verksamhet.",1988-05-04,active,,,,
556333-3870,Östman & Östman Bolagsjuridik AB,Östman & Östman Bolagsjuridik AB,69102,,69102; 69201,JÄRFÄLLA,17548,TRUMPETVÄGEN 4,"Bolaget skall bedriva juridisk och ekonomisk verksamhet, äga och förvalta aktier och andelar i andra bolag samt därmed förenlig verksamhet.",1988-09-07,active,,,,
556328-9387,Böving & Kinnmark Arkitekter AB,Böving & Kinnmark Arkitekter AB,71121,,71121,STOCKHOLM,11633,BONDEGATAN 21  1TR,Bolaget skall bedriva arkitekt- och projekteringsverksamhet samt därmed förenlig verksamhet.,1988-07-08,active,,,,
