orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556495-0086,Mercor AB,Mercor AB,46860,,46860,DROTTNINGHOLM,17802,BOX 119,Bolaget skall äga och förvalta fastigheter samt idka därmed förenlig verksamhet.,1994-09-27,active,,,,
556491-0809,SWEAB Elteknik Aktiebolag,SWEAB Elteknik Aktiebolag,46141,,46141,VÄLLINGBY,16213,BOX 222,Bolaget skall idka försäljning av produkter inom elkraftöverföring och elkraftdistribution samt därmed förenlig verksamhet.,1994-08-15,active,,,,
556219-6062,B.O.S. Sweden Aktiebolag,B.O.S. Sweden Aktiebolag,46831,,"46831; 71121",SÄVSJÖ,57631,HÄSTSKOSTIGEN 22,Bolaget skall bedriva handel med byggvaror ävensom idka därmed förenlig verksamhet.,1982-08-16,active,,,,
556491-1617,Johanssons Mekaniska Eftr Hed AB,Johanssons Mekaniska Eftr Hed AB,47541,,47541,VETLANDA,57433,ÖSTRA NYGATAN 5,"Bolaget skall bedriva service och försäljning av hushålls- och fritidsartiklar, trädgårdsmaskiner, konst, mattor. Uthyrning av fast och lös, handel med värdepapper samt idka annan därmed förenlig verksamhet.",1994-08-17,active,,,,
556226-0678,L. Carlander & Co Aktiebolag,L. Carlander & Co Aktiebolag,46141,,"46141; 46649",STENUNGSUND,44452,MODISTVÄGEN 27 D,"Bolaget skall bedriva marknadsföring och försäljning av verkstadsindustrimaskiner samt tillbehör och reservdelar, tvättmedel och blästermedel samt trafikutrustning till kommuner och större företag ävensom idka därmed förenlig verksamhet.",1983-03-04,active,,,,
556514-3863,Din Hälsobutik Vitaminen i Karlstad Aktiebolag,Din Hälsobutik Vitaminen i Karlstad Aktiebolag,47271,,47271,KARLSTAD,65346,FRYKMANS VÄG 1,"Bolagets verksamhet ska vara att driva handel med hälsoprodukter, naturmedel, kosmetika samt därmed förenlig verksamhet.",1995-07-14,active,,,,
556510-7066,Ell-Be Livs AB,Ell-Be Livs AB,47112,,47112,SÖDERTÄLJE,15249,BRAGEVÄGEN   L4,Bolaget skall bedriva detaljhandel inom livsmedel ävensom idka därmed förenlig verksamhet.,1995-03-10,active,,,,
556465-0165,Blombutiken i Sunne Aktiebolag,Blombutiken i Sunne Aktiebolag,47761,,47761,SUNNE,68630,KVARNGATAN 11 C,"Bolaget skall bedriva försäljning av blommor, binderier, idka handel med värdepapper i syfte att placera bolagets överlikviditet, äga och förvalta fast och lös egendom samt därtill förenlig verksamhet.",1993-03-30,active,,,,
556437-2521,Swedemount Sportswear & Fashion AB,Swedemount Sportswear & Fashion AB,47631,,"47631; 47641",GREBBESTAD,45702,BOX 125,Aktiebolaget ska importera och försälja sportartiklar och fritidskläder samt därmed förenlig verksamhet.,1991-12-09,active,,,,
556210-7259,Gunnar Nilsson Maskin Aktiebolag,Gunnar Nilsson Maskin Aktiebolag,46610,,"46610; 33120",ÅSTORP,26521,BOX 44,"Bolaget skall bedriva handel med lantbruksmaskiner, idka reparations- och serviceverksamhet för sådana maskiner samt äga och förvalta egendom ävensom idka därmed förenlig verksamhet.",1981-06-22,active,,,,
556219-3051,SFA Sverige AB,SFA Sverige AB,46842,,46842,SOLLENTUNA,19127,BOX 797,"Aktiebolaget ska bedriva handel med sanitetsprodukter, pumpar och avloppspumpar inom vvs och va, samt idka därmed förenlig verksamhet.",1982-08-05,active,,,,
556457-8119,Nordic Commodity Exchange Aktiebolag,Nordic Commodity Exchange Aktiebolag,46120,,"46120; 64994; 70200",STOCKHOLM,11522,KARLAVÄGEN 94,Bolaget skall bedriva handel med industriråvaror till metall- industrin och till kemisk industri samt att bedriva handel med värdepapper samt därmed förenlig verksamhet.,1993-01-12,active,,,,
556380-8111,Import&Investering Sweden AB,Import&Investering Sweden AB,47920,,"47920; 62100; 73111",STOCKHOLM,10631,KIVRA: 556380-811,"Föremålet för bolagets verksamhet är att bedriva internettjänster med produktion samt rådgivning inom IT-tjänster, marknadsföringstjänster, internetauktioner, samt idka därmed förenlig verksamhet.",1989-12-12,active,,,,
556473-0843,Bromölla Trävaror Fastighets AB,Bromölla Trävaror Fastighets AB,46831,,"46831; 16231",BROMÖLLA,29532,KÖPMANGATAN 13  FASTIGHETS AB,Föremålet för bolagets verksamhet är förvaltning av fastigheter samt handel med byggnadsvaror och byggverksamhet och därmed förenlig verksamhet.,1993-09-08,active,,,,
556493-0245,GMI Commodities AB,GMI Commodities AB,46820,,46820,STOCKHOLM,10390,BOX 7305,"Aktiebolaget ska bedriva handel med malmer, metaller och annan därmed förenlig verksamhet.",1994-09-13,active,,,,
556471-3245,Västerviks Krossprodukter Aktiebolag,Västerviks Krossprodukter Aktiebolag,46831,,46831,GAMLEBY,59491,HEDA BACK 4,Bolaget skall bedriva tillverkning och försäljning av stenmaterial. Bolaget ska bedriva förvaltning av värdepapper.,1993-08-03,active,,,,
556492-4214,Alfanet Com AB,Alfanet Com AB,46499,,"46499; 46480; 46501",STOCKHOLM,11127,DIDRIK FICKS GRÄND 3,"Bolaget skall bedriva import och försäljning av reklam och presentartiklar, handelsrörelse, agenturverksamhet, tjänste-, uppdrags- och konsultverksamhet, ekonomi och affärsverksamhet inom hemelek- tronik, industrielektronik, datahårdvara, datamjukvara, internet, telefoni, telekommunikation, datakommunikation och utbildning inom dessa områden. Handel och förvaltning av andra bolag, aktier, värdepapper, ntikviteter, vapen, ädelstenar, smycken, ädelmetaller, metaller, stapelvaror inom internationella varu- börser, råvarumarknaden, olja, kemikalier inom organisk och oorganisk kemi, medicin, datoer, datamjukvara, internet, telefo- ni, kommuni kation, datakommunikation, hemelektronik, industri- elektronik, elektronikkopmonenter, fordon, industrimaskiner, instrument, apparater och verktyg till verkstadsindustrin, fastigheter, bostadsrätter, byggmaterial, möbler, varuhandel och liknande fast och lös egendom samt med enligt ovan förenlig verksamhet.",1994-09-07,active,,,,
556476-4990,Svenska Labex AB,Svenska Labex AB,46460,,46460,HELSINGBORG,25467,EKSLINGAN 6,Bolaget skall bedriva tillverkning av och handel med diagnostiska produkter inom sjukvården ävensom idka därmed förenlig verksamhet.,1993-11-12,active,,,,
556503-7040,Scan Scaff AB,Scan Scaff AB,46831,,"46831; 43999",SUNDSVALL,85102,Box 91,"Bolaget skall bedriva handel och förvaltning av fast egendom, handel och uthyrning av entreprenadmaskiner, ställningsmaterial och byggmaterial, konsultverksamhet inom bygg- och anläggningsbranschen och därmed förenlig verksamhet.",1994-12-22,active,,,,
556222-8188,Svetskompaniet i Kinna Aktiebolag,Svetskompaniet i Kinna Aktiebolag,46620,,"46620; 46860",BORÅS,50462,VERKSTADSGATAN 5,"Bolaget skall bedriva försäljning och uthyrning av industriförnödenheter och svetsmaskiner till tillverkande industri och fackdetaljhandel, utförande av svetstjänster och industrimontage, äga och förvalta lös och fast egendom, ävensom idka annan därmed förenlig verksamhet.",1982-11-16,active,,,,
556506-4911,Tomten Sverige AB,Tomten Sverige AB,47242,,47242,LINKÖPING,58219,Nygatan 25,Bolaget ska bedriva fastighetsförvaltning samt därmed förenlig verksamhet.,1995-01-18,active,,,,
556512-5001,Progentum AB,Progentum AB,46502,,"46502; 46130",LINKÖPING,58939,FREDRIKSLUNDSGATAN 8,Bolaget ska bedriva markförädling samt exploatering av befintliga fastigheter samt därmed förenlig verksamhet.,1995-05-06,active,,,,
556242-8507,Bebeco Sweden Aktiebolag,Bebeco Sweden Aktiebolag,46642,,46642,BOLLEBYGD,51733,HALLASLÄTTSVÄGEN 3,"Bolaget skall bedriva import och exportförsäljning av lasthanteringsutrustning och tillbehör, ävensom idka därmed förenlig verksamhet.",1984-03-29,active,,,,
556484-5062,Japell Aktiebolag,Japell Aktiebolag,47300,,47300,RYDEBÄCK,25730,LANDSKRONAVÄGEN 671,Aktiebolaget ska driva bensinstationsrörelse ävensom idka därmed förenlig verksamhet.,1994-03-09,active,,,,
556461-9616,Euro Office Scandinavia AB,Euro Office Scandinavia AB,46501,,46501,STOCKHOLM,11842,,"Bolaget skall bedriva handel inom konfektionsindustrin, livsmedelsindustrin, idrottsartiklar och teknisk utrustning inom musikområdet samt marknadsföring. Bolaget bedriver även handel med ergonimiska verktyg och hjälpmedel i förebyggande och rehabiliterande syften inom den kombinerande medicin tekniska industrin.",1993-02-12,active,,,,
556467-1559,Nye Service Aktiebolag,Nye Service Aktiebolag,47300,,47300,NYE,57498,VASEN 1,Bolaget skall bedriva bensinstation och servicenäringingar och därmed förenlig verksamhet.,1993-05-13,active,,,,
556441-0420,Teve Kraft AB,Teve Kraft AB,47300,,"47300; 35120",JÄRVSÖ,82752,TEVEVÄGEN 4,"Aktiebolagets verksamhet ska vara att bedriva elproduktion, handel med drivmedel och maskiner och därmed färenlig verksamhet.",1992-01-14,active,,,,
556470-7882,Allbilskroten i Länna Fastighets AB,Allbilskroten i Länna Fastighets AB,46871,,"46871; 46872; 46873",HUDDINGE,14191,HÖKÄRRSVÄGEN 101,"Bolagets verksamhet ska vara att bygga, köpa och förvalta fastighter. Bolaget ska även bedriva skrotbilshämtning och därmed förenlig verksamhet.",1993-08-03,active,,,,
556447-9383,Easy Asia Trading Aktiebolag,Easy Asia Trading Aktiebolag,46380,,46380,MALMÖ,21228,SCHEELEGATAN 5,Bolaget skall bedriva import av matvaror från i huvudsak asiatiska länder med försäljning till framför allt restauranger samt därmed förenlig verksamhet.,1992-05-21,active,,,,
556480-0596,Containerhandel CARU AB,Containerhandel CARU AB,46649,,"46649; 25999; 77390",VÄSTRA FRÖLUNDA,42671,SVEN KÄLLFELTS GATA 213,Föremålet för bolagets verksamhet är att driva inköp och försäljning samt uthyrning av nya och begagnade containers och skrotning av containers och därmed förenlig verksamhet.,1994-01-05,active,,,,
556487-2223,Naty AB,Naty AB,46450,,"46450; 46460; 46499",STOCKHOLM,11827,SWEDENBORGSGATAN 20 A,"Föremålet för bolagets verksamhet är att, direkt eller indirekt via dotter- eller intressebolag, tillverka och marknadsföra hygien- och kroppsvårdande produkter, baby- och barnartiklar, textila produkter, kläder, pappersprodukter, redskap och behållare för köksändamål samt driva därmed förenlig verksamhet. Bolagets produkter är avsedda för konsumentvarumarknaden och vara växtbaserade för att möjliggöra certifierad hudvänlighet. Bolaget skall vidare äga och förvalta fast och lös egendom.",1994-05-30,active,,,,
556457-9943,Marcus C Johansson AB,Marcus C Johansson AB,47112,,47112,PÅRYD,38850,PÅRYDSGATAN 40,Bolaget ska bedriva detaljhandels rörelse med dagligvaror inom ICA-verksamhet i Sverige samt därmed förenlig verksamhet.,1992-12-03,active,,,,
556448-7691,Leif Perssons Oljor & Smörjmedel i Tomelilla AB,Leif Perssons Oljor & Smörjmedel i Tomelilla AB,47300,,47300,TOMELILLA,27394,ULLSTORP 345,"Bolaget skall bedriva försäljning av oljor och smörjmedel, godstransporter samt handel med värdepapper ävensom idka därmed förenlig verksamhet.",1992-06-18,active,,,,
556479-1498,Svegs Bensin och Livs AB,Svegs Bensin och Livs AB,47300,,"47300; 95311; 47112",SVEG,84233,VALLARVÄGEN 10,"Bolaget skall direkt eller indirekt genom dotterföretag bedriva bensinstationsverksamhet omfattande handel med drivmedel och biltillbehör, detaljhandel med inriktning på livsmedel, kioskvaror och tobaksvaror, service- och uthyrningsverksamhet av bilar och transportmedel samt därmed förenlig verksamhet.",1993-12-21,active,,,,
556455-4474,Kränku Te & Kaffe Aktiebolag,Kränku Te & Kaffe Aktiebolag,47272,,47272,VISBY,62156,S:T HANSPLAN 4,"Bolaget skall bedriva handel med te, presentartiklar till grossist och detaljist samt därmed förenlig verksamhet, samt bedriva handel med värdepapper, konst och fastigheter.",1992-10-27,active,,,,
556401-7464,TIMARCO SWEDEN Aktiebolag,TIMARCO SWEDEN Aktiebolag,47712,,47712,MÄRSTA,19522,BOX 71,"Bolaget skall bedriva handel med kontors- och datautrustning (hårdvara), sportartiklar samt därmed förenlig verksamhet.",1990-10-03,active,,,,
556405-2271,Skanstulls Bil & Däck Aktiebolag,Skanstulls Bil & Däck Aktiebolag,47811,,"47811; 95311; 95313",SKARPNÄCK,12830,FLYGFÄLTSGATAN 10,"Bolaget skall bedriva handel med begagnade bilar, bilservice, försäljning av däck.",1990-09-03,active,,,,
556467-6079,Offerbackens Service Aktiebolag,Offerbackens Service Aktiebolag,47300,,47300,RÄTTVIK,79536,FALUVÄGEN 117,Bolaget skall bedriva bensinstation samt därmed förenlig verksamhet.,1993-05-28,active,,,,
556490-7060,KIAR Holding Aktiebolag,KIAR Holding Aktiebolag,47811,,"47811; 68202; 69201",HELSINGBORG,25007,BOX 7028,"Bolaget skall äga och förvalta värdepapper, fastigheter, ävensom idka därmed förenlig verksamhet. Bedriva handel med fordon.",1994-08-18,active,,,,
556476-6466,Everdea AB,Everdea AB,46450,,46450,NACKA STRAND,13128,BOX 1210,"Aktiebolaget ska bedriva in- och utrikes handel, marknadsföring och distribution av kosmetika, parfym, skönhets- och personvårdsprodukter och därmed förenlig verksamhet.",1993-11-23,active,,,,
556464-0109,Kährs AB,Kährs AB,46831,,46831,NYBRO,38228,BOX 805,"Bolaget har till föremål för sin verksamhet att bedriva handel inom golvbeläggnings- och byggnadsmaterial, även som att driva annan därmed förenlig verksamhet.",1993-03-08,active,,,,
556422-7360,ProCranes AB,ProCranes AB,46630,,"46630; 33120",KRISTIANSTAD,29136,INDUSTRIGATAN 50,Bolaget skall bedriva handel med specialkranar samt modernisera och ombygga kranar med tillbehör ävensom idka därmed förenlig verksamhet.,1991-03-21,active,,,,
556474-6732,Mats Lindroos Aktiebolag,Mats Lindroos Aktiebolag,46380,,"46380; 20420; 62100",PARTILLE,43330,ÖGÄRDESVÄGEN 10 C,"Bolaget skall bedriva konsultverksamhet inom dataområdet och försäljning av hälsoprodukter, förlagsverksamhet med utgivning, försäljning och produktion av böcker, ljud- och videoband samt därmed förenlig verksamhet.",1993-10-08,active,,,,
556352-2472,Welltech System Aktiebolag,Welltech System Aktiebolag,46641,,"46641; 71124; 66120; 68110",ÖJERSJÖ,43350,SÖDRA ÖRJANSVÄGEN 32,"Bolaget skall bedriva teknisk konsultverksamhet, redovisnings- och administrativa tjänster, försäljning och service av miljötekniska instrument samt fastighets- och värdepappershandel, äga, hyra ut och förvalta fastigheter samt därmed förenlig verksamhet.",1989-03-17,active,,,,
556474-7136,SIH International Aktiebolag,SIH International Aktiebolag,46491,,46491,VARBERG,43244,SÖDERGATAN 22,"Föremålet för bolagets verksamhet är försäljning, import och tillverkning av sportartiklar och kläder och därmed förenlig verksamhet. Dekalskärning och skylttillverkning. Datakonsultation för företagsadministration. Bifirman Surfers Paradise skall syssla med försäljning och import av sportartiklar och kläder och därmed förenlig verksamhet. Kurs- och skolverksamhet med övernattningsmöjligheter.",1993-10-25,active,,,,
556476-4941,Tibro Byggvaror AB,Tibro Byggvaror AB,46831,,"46831; 47521",TIBRO,54335,BROVÄGEN 24,Bolaget skall bedriva fastighetsförvaltning och därmed förenlig verksamhet.,1993-11-23,active,,,,
556477-8412,Safetron AB,Safetron AB,46502,,46502,KARLSTAD,65002,BOX 2096,"Bolaget ska bedriva agenturverksamhet med import, försäljning av olika låstyper och komponenter företrädesvis för elektrisk låsning såväl inom landet som på exportmarknader, installationer av utrustning av i huvudsak elektrisk- samt instrumentteknisk art hos industrier och andra juridiska enheter, handel med värdepapper, samt idka därmed förenlig verksamhet.",1993-12-20,active,,,,
556362-0920,Kakelpalatzet i Mölndal Aktiebolag,Kakelpalatzet i Mölndal Aktiebolag,47521,,"47521; 68203",MÖLNDAL,43135,SÖDRA ÅGATAN 18,"Föremålet för bolagets verksamhet är att bedriva handel med byggnationsmaterial, äga och förvalta fast och lös egendom samt bedriva därmed förenlig verksamhet.",1989-05-31,active,,,,
556480-7641,Gateway Security Sweden AB,Gateway Security Sweden AB,46649,,"46649; 43210",MOTALA,59124,BOX 346,"Bolaget skall bedriva utveckling, tillverkning och handel med stöldsäkerhetsutrustning samt bedriva annan därmed förenlig verksamhet.",1994-03-10,active,,,,
556495-8063,Semex Sweden Aktiebolag,Semex Sweden Aktiebolag,46230,,46230,ROTTNE,36331,TULAVÄGEN 1,"Bolaget skall bedriva import och försäljning av djursperma, levande nötkreatur, embryo med tillhörande verksamhet, utrustning och marknadsföring, kundservice, konsultverksamhet, utrustning inom lantbruket samt förvaltning och handel med värdepapper och därmed förenlig verksamhet.",1994-10-18,active,,,,
556211-5120,SmartBaby AB,SmartBaby AB,46499,,46499,TRELLEBORG,23142,ODENS TVÄRGRÄND 16,"Föremålet för bolagets verksamhet är utveckling, försäljning och distribution av leksaker och programvara och därtill förenlig verksamhet , samt handel med värdepapper.",1981-08-06,active,,,,
556488-3600,Owe Persson Textil och Konsult Aktiebolag,Owe Persson Textil och Konsult Aktiebolag,46160,,46160,KINNA,51158,Gullbergsvägen 9,"Bolaget skall bedriva konsultation och handel företrädesvis inom textil och konfektion samt handel och förvaltning av värdepapper, fast och lös egendom, uthyrning av bostäder och lokaler jämte därmed förenlig verksamhet.",1994-05-27,active,,,,
556488-5043,Tony Vahlquist Livs Aktiebolag,Tony Vahlquist Livs Aktiebolag,47112,,47112,BILLINGSFORS,66641,STENEBYVÄGEN 13 C,Bolaget skall bedriva handel med livsmedel ävensom idka därmed förenlig verksamhet.,1994-05-31,active,,,,
556222-8592,Motorcity i Järpen Aktiebolag,Motorcity i Järpen Aktiebolag,47811,,"47811; 47522; 25630",JÄRPEN,83731,STRANDVÄGEN 42,"Bolaget skall bedriva handel med motorfordon och motorredskap, ävensom idka därmed förenlig verksamhet.",1982-11-23,active,,,,
556493-7208,Ludvigsson Skälderviken AB,Ludvigsson Skälderviken AB,47112,,47112,ÄNGELHOLM,26260,KÄLLVÄGEN 5,Bolaget skall bedriva detaljhandelsrörelse med dagligvaror och annan därmed förenlig verksamhet.,1994-09-14,active,,,,
556229-5906,Hässlers Scandinavia AB,Hässlers Scandinavia AB,46900,,"46900; 18122",SKOGÅS,14250,LYFTKRANSVÄGEN 14,"Bolaget skall bedriva tillverkning och försäljning av grafiska produkter, pärmar, förpackningar, mappar, register, trycksaker, reklamartiklar och marknadsföringshjälpmedel samt därmed förenlig verksamhet. Dessutom ska bolaget bedriva handel med värdepapper.",1983-06-03,active,,,,
556239-0822,Midpoint Scandinavia AB,Midpoint Scandinavia AB,46499,,46499,HELSINGBORG,25220,KULLAGATAN 48 A,"Bolaget skall inom och utom Sverige bedriva agenturverksamhet, konsultverksamhet, import och export, köp och försäljning av presenter och leksaksartiklar, järn och husgerådsartiklar samt därmed förenlig verksamhet.",1984-03-15,active,,,,
556518-9114,Powell Förvaltning AB,Powell Förvaltning AB,47711,,47711,ASKIM,43632,SISJÖ KULLEGATA 8,"Föremålet för bolagets verksamhet är att förvalta aktier, andelar samt fastigheter och därmed förenlig verksamhet.",1995-07-12,active,,,,
556425-5510,Samsonite Aktiebolag,Samsonite Aktiebolag,47722,,"47722; 46499",GÖTEBORG,41250,JOHAN PÅ GÅRDAS GATA 5 A,Bolaget skall bedriva försäljning och distribution av reseffekter och resetillbehör samt därmed förenlig verksamhet.,1991-05-03,active,,,,
556520-1661,OL 52 AB,OL 52 AB,46491,,"46491; 88102; 30120; 64994; 71122",KRAMFORS,87233,RENVÄGEN 18,"Bolaget skall: -Bedriva rederiverksamhet, utveckla och bygga båtar samt handel med båtar och motorfordon. -Bedriva verksamhet gällande personlig assistans till personer med funktionshinder. -Bedriva konsultverksamhet avseende företagsorganisation och därmed förenlig verksamhet.",1995-07-14,active,,,,
556460-4253,Vansbro Radio & TV Aktiebolag,Vansbro Radio & TV Aktiebolag,47403,,47403,VANSBRO,78633,BJÖRKVÄGEN 8,"Bolaget skall bedriva handel med och utföra reparationer av radio, TV och övrig hemelektronik ävensom idka därmed förenlig verksamhet.",1993-01-25,active,,,,
556437-4147,Lööfs Gasol Aktiebolag,Lööfs Gasol Aktiebolag,46860,,46860,KARLSTAD,65221,KULINGGATAN 15,Bolaget skall bedriva försäljning och service av gasol och material i anslutning härtill samt förvaltning av fastigheter och därmed förenlig verksamhet.,1991-11-19,active,,,,
556467-3845,A & E Livs Aktiebolag,A & E Livs Aktiebolag,47112,,47112,GÄVLE,80311,DROTTNINGGATAN 37 C,Bolaget skall bedriva livsmedelsförsäljning samt därmed förenlig verksamhet.,1993-05-17,active,,,,
556475-3746,NORRES Baggerman Scandinavia AB,NORRES Baggerman Scandinavia AB,46860,,46860,TROLLHÄTTAN,46104,BOX 4006,"Bolaget är ett dotterbolag inom NORRES Baggerman koncernen och ska bedriva driva handel med de stål-, plast-, och gummiprodukter som inom koncernen utvecklas och tillverkas i Tyskland. Handeln består främst av ett sortiment av slangar och slangsystem av polyuretan, PVC och gummi inklusive matchande kopplingar och tillbehår i stål. Produkterna används främst inom industrin till industriella maskiner och redskap och är således komponenter i ett tillverkningsled och till en slutprodukt. Bolaget ska även bedriva förvaltning av fast och lös egendom, samt idka därmed förenlig verksamhet.",1993-11-03,active,,,,
556450-9809,PS Optik AB,PS Optik AB,47742,,47742,ÅHUS,29621,BOX 75,Bolaget skall bedriva optikrörelse och fastighetsförvaltning ävensom idka därmed förenlig verksamhet.,1992-08-05,active,,,,
556487-2496,Fineline Nordic AB,Fineline Nordic AB,46502,,"46502; 71122",JÄRFÄLLA,17543,DATAVÄGEN 5,Bolaget ska bedriva försäljning och inköp av mönsterkort samt därmed förenlig verksamhet.,1994-05-16,active,,,,
556227-3978,Vänerved Aktiebolag,Vänerved Aktiebolag,46831,,"46831; 02200; 50202",SÄFFLE,66121,BOX 38,"Bolaget skall driva handel med skogsprodukter, äga och förvalta aktier och andra värdepapper ävensom idka därmed förenlig verksamhet.",1983-04-05,active,,,,
556471-6826,France Primeur Aktiebolag,France Primeur Aktiebolag,46310,,46310,STOCKHOLM,11122,KLARA NORRA KYRKOGATA 17  1 TR,Bolaget bedriver handel med färska grönsaker och därmed förenlig verksamhet.,1993-08-19,active,,,,
556473-1221,Jörlandaboden Aktiebolag,Jörlandaboden Aktiebolag,47112,,47112,JÖRLANDA,44465,RANEHEDSVÄGEN 2,Bolaget skall som medlem i ICA-förbundet bedriva detaljhandelsrörelse och därmed förenlig verksamhet.,1993-09-14,active,,,,
556468-2879,L.Å. Jonssons Bil i Malung Aktiebolag,L.Å. Jonssons Bil i Malung Aktiebolag,47811,,47811,MALUNG,78233,MOBYVÄGEN 44,Bolaget skall bedriva handel med bilar och bildelar samt verkstadsrörelse i anslutning härtill ävensom idka därmed förenlig verksamhet.,1993-07-28,active,,,,
556475-2532,Solna Hus Sollentuna AB,Solna Hus Sollentuna AB,46501,,46501,FARSTA,12352,SKUGGVÄGEN 9,"Aktiebolaget ska bedriva köp och försäljning av fast egendom, uthyrning av fast egendom och lokaler samt därmed förenlig verksamhet.",1993-11-18,active,,,,
556485-0864,Metallfilter i Göteborg Aktiebolag,Metallfilter i Göteborg Aktiebolag,46620,,46620,LINDOME,43731,SAGBÄCKSVÄGEN 3 B,"Bolaget skall bedriva handel, agentur, konsultation och tillverkning av metallfilter, äga och förvalta värdepapper samt idka därmed förenlig verksamhet.",1994-03-25,active,,,,
556401-8579,Rättviks Slöjd Aktiebolag,Rättviks Slöjd Aktiebolag,47789,,47789,RÄTTVIK,79530,JÄRNVÄGSGATAN 2,"Bolaget skall driva handelsrörelse med företrädesvis sådana varor, både material och färdiga produkter, som kan räknas till slöjdsektorn samt idka tillverknings och konsultverksamhet inom samma sektor och därmed förenlig verksamhet.",1990-08-27,active,,,,
556478-7413,Alsätra Gårdssnickeri Aktiebolag,Alsätra Gårdssnickeri Aktiebolag,46499,,46499,ENKÖPING,74599,"ALSÄTRA GÅRD, EKHOLMEN 37","Bolaget ska tillverka och bedriva handel med varor av trä, nya och begagnade varor inom byggnadsvård samt handel och förmedling av konst och antikviteter.",1993-12-14,active,,,,
556498-9365,ENGEA Invest Aktiebolag,ENGEA Invest Aktiebolag,46649,,"46649; 64994",ÅSKLOSTER,43296,FASANSTIGEN 3,"Föremålet för bolagets verksamhet är förvaltning av fastigheter, handel med värdepapper, valutaplaceringar samt handel med kaffemaskiner och tillbehör jämte därmed förenlig verksamhet.",1994-11-15,active,,,,
556493-4445,Hedbergs Kläder AB,Hedbergs Kläder AB,47711,,47711,TORSBY,68530,JÄRNVÄGSGATAN 4,Bolaget skall bedriva handel med och försäljning av konfektion samt därmed förenlig verksamhet. Bolaget skall också bedriva förvaltning och handel med aktier och obligationer och därmed förenlig verksamhet.,1994-10-10,active,,,,
556352-5426,Cardells Bensinservice Aktiebolag,Cardells Bensinservice Aktiebolag,47300,,47300,MARIESTAD,54239,STOCKHOLMSVÄGEN 55,"Bolaget skall bedriva drivmedelsförsäljning, biltvätt, bilreparationsverksamhet, försäljning av bilreservdelar och kioskvaror samt därjämte förenlig verksamhet.",1989-02-20,active,,,,
556474-9009,Pernini Invest AB,Pernini Invest AB,47552,,"47552; 64993",BÅSTAD,26935,LOBOVÄGEN 1,"Bolaget ska bedriva handel med värdepapper, fasighetsförvaltning med inriktning på kommersiella fastigheter samt därmed förenlig verksamhet.",1993-10-12,active,,,,
556496-3113,Guld & Silverdesign i Karlstad AB,Guld & Silverdesign i Karlstad AB,47771,,47771,KARLSTAD,65225,JÄRNVÄGSGATAN 9,Bolaget skall bedriva försäljning av guldsmedsvaror och idka därmed förenlig verksamhet.,1994-10-13,active,,,,
556496-3386,SUNDIN FÖRSÄLJNING OCH KONSULT AB,SUNDIN FÖRSÄLJNING OCH KONSULT AB,46831,,"46831; 46420; 70200",TYRESÖ,13535,LUMMERGÅNGEN 94,"Bolaget skall bedriva konsultverksamhet inom IT, försäljning och marknadsföring. Handel med skyddsprodukter såsom handskar, skyddsglasögon och övrigt personligt skydd, handel med verktyg och byggvaror, handel med motorfordon, samt handel med värdepapper och därmed förenlig verksamhet.",1994-10-13,active,,,,
556488-6413,Thermo Packing System i Lanna AB,Thermo Packing System i Lanna AB,46860,,46860,BREDARYD,33374,KVARNBERGSVÄGEN 11  LANNA,Bolaget ska bedriva tillverkning och försäljning av plastförpackningar till tillverkande industri samt därmed förenlig verksamhet.,1994-06-09,active,,,,
556503-7958,Carma AIR Aktiebolag,Carma AIR Aktiebolag,46649,,46649,GÖTEBORG,41120,HVITFELDTSGATAN 1,Bolaget skall bedriva handel med ventilationsutrustning och luftfilter samt därmed förenlig verksamhet.,1995-01-18,active,,,,
556514-6395,Björkhallen i Björklinge Aktiebolag,Björkhallen i Björklinge Aktiebolag,47112,,47112,BJÖRKLINGE,74362,SÖDRA LÅNGÅSVÄGEN 4,Bolaget skall bedriva detaljhandel med dagligvaror och därmed förenlig verksamhet.,1995-06-21,active,,,,
556517-5956,5 Continents Trading & Consulting AB,5 Continents Trading & Consulting AB,46141,,"46141; 46142",GÄVLE,80648,SÖDRA PRÄSTVÄGEN 31,"Bolaget skall bedriva internationell handel med utrustning företrädesvis inom bygg-, verkstadsindustri och datateknisk verksamhet inom nämnda områden samt därmed förenlig verksamhet.",1995-10-04,active,,,,
556465-5156,Bilbörsen i Norrköping AB,Bilbörsen i Norrköping AB,47811,,"47811; 46712; 47820",NORRKÖPING,60223,KOPPARGATAN 29,"Bolaget ska bedriva handel med motorfordon, reparation av motorfordon, försäljning av reservdelar och tillbehör till motorfordon och därmed förenlig verksamhet.",1993-04-21,active,,,,
556495-9749,Anderssons Drycker AB,Anderssons Drycker AB,46390,,"46390; 47631",BORLÄNGE,78192,SVEDEN 20,"Aktiebolaget ska bedriva konsultverksamhet och marknadsföring av alkoholhaltiga drycker samt livsmedel. Bolaget ska också bedriva försäljning av hästsportmaterial, tävling och uppfödning av travhästar samt därmed förenlig verksamhet. Bolaget ska även förvalta fastigheter och därmed förenlig verksamhet.",1994-10-21,active,,,,
