orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556298-6603,Favvan Aktiebolag,Favvan Aktiebolag,47112,,"47112; 47522",ÅKERSBERGA,18460,MUSKÖTVÄGEN 28,"Bolaget skall bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet. Dessutom järnhandel samt handel med petroleumprodukter, ävensom idka därmed förenlig verksamhet. Förvaltning av och handel med värdepapper, för en begränsad och sluten krets av ägare.",1987-07-10,active,,,,
556491-3142,Magnus Bengtsson i Bollnäs Aktiebolag,Magnus Bengtsson i Bollnäs Aktiebolag,46501,,"46501; 62201; 62202; 33120; 62900",BOLLNÄS,82140,STAGÅRDSGRÄND 7,"Aktiebolaget ska driva verksamhet med inköp och försäljning av kontorsartiklar, redovisningsverksamhet, konsultationer och rådgivning i samband med företagsstart, skatter och ekonomistyrning, äga och förvalta värdepapper samt därmed förenlig verksamhet.",1994-08-11,active,,,,
556266-8698,P A Hydraulservice Aktiebolag,P A Hydraulservice Aktiebolag,46860,,46860,GÄLLIVARE,98238,OLJEVÄGEN 11,"Bolaget skall bedriva försäljning och service av hydrauldetaljer, reparationer av tunga fordon och maskiner samt uthyrning och försäljning av truckar och verktyg och därmed förenlig verksamhet.",1985-10-25,active,,,,
556288-0871,Baroness Design Aktiebolag,Baroness Design Aktiebolag,46499,,46499,ÄLMHULT,34334,VAKTGATAN 8,"Bolaget skall bedriva grossist- och detaljförsäljning av produkter för heminredning och inredning och dekoration av offentlig miljö samt import och export i anslutning härtill, ävensom idka därmed förenlig verksamhet.",1986-11-25,active,,,,
556543-4866,mr Baby & Lek AB,mr Baby & Lek AB,47641,,47641,LULEÅ,97346,BANVÄGEN 25,Bolaget ska bedriva försäljning av leksaker och andra barn- och babyartiklar samt därmed förenlig verksamhet.,1997-07-07,active,,,,
556453-1118,Barteknik i Linköping AB,Barteknik i Linköping AB,47272,,"47272; 47260",LINKÖPING,58234,VÄSTRA VÄGEN 7 A,"Föremålet för bolagets verksamhet är försäljning, uthyrning och utställning av automatmaskiner, försäljning, import och export av barartiklar, vin- och ölsatser, konsulttjänster inom diskoteksbranschen, förvaltning av fast och lös egendom och därmed förenlig verksamhet.",1992-10-08,active,,,,
556539-2775,Olov Wågberg Elservice Aktiebolag,Olov Wågberg Elservice Aktiebolag,47552,,"47552; 81100",ÖRNSKÖLDSVIK,89145,NYGATAN 55,"Bolaget skall köpa och sälja elinstallationsmaterial, belysnings- armaturer, utföra elinstallationer, utföra fastighetsskötsel, äga och förvalta fastigheter, förvalta och bedriva handel med värdepapper ävensom bedriva därmed förenlig verksamhet.",1997-02-17,active,,,,
556532-2418,Bröderna Pellinen Livs AB,Bröderna Pellinen Livs AB,47112,,47112,HELSINGBORG,25426,BLÅKULLAGATAN 3,Föremålet för bolagets verksamhet är som medlem i ICA-förbundet bedriva handel med dagligvaror och därmed förenlig verksamhet.,1996-06-04,active,,,,
556465-9497,Network Innovation NI Aktiebolag,Network Innovation NI Aktiebolag,46501,,46501,NACKA STRAND,13127,BOX 1182,"Bolaget ska bedriva import- och exportverksamhet med maskinvara, programvara och tillbehör inom databranschen, utbildnings- och konsultverksamhet i samma bransch, äga och förvalta fast egendom och värdepapper jämte därmed förenlig verksamhet.",1993-04-27,active,,,,
556543-6069,Strongarm AB,Strongarm AB,47711,,"47711; 47712",STOCKHOLM,10241,BOX 5035,Bolaget skall handla med konfektion främst med inriktning på detaljhandel samt idka därmed förenlig verksamhet.,1997-07-28,active,,,,
556537-3692,Kertic International Aktiebolag,Kertic International Aktiebolag,46380,,46380,HÄGERSTEN,12955,GAMLA SÖDERTÄLJEVÄGEN 1 A 2TR,Aktiebolaget ska bedriva en handelsrörelse omfattande import och export avseende livsmedel och därmed förenlig verksamhet.,1997-01-17,active,,,,
556538-9649,Wall & Westford Aktiebolag,Wall & Westford Aktiebolag,47551,,"47551; 66190",TYRESÖ,13568,BOFINKSVÄGEN 31,"Bolaget ska bedriva konsultverksamhet, bemanning och utbildning inom detaljhandeln mode, sport, fritid, möbler och med dess förenlig verksamhet. Bolaget bedriver även affärs och företagsutveckling inom aktiebolag och föreningar inom idrottsrörelsen ishockey.",1997-02-26,active,,,,
556544-5276,Vårby Gård Livs Aktiebolag,Vårby Gård Livs Aktiebolag,47112,,47112,VÅRBY,14303,VÅRBY ALLÉ 22,Bolaget ska bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,1997-07-16,active,,,,
556523-0629,Delta of Sweden Aktiebolag,Delta of Sweden Aktiebolag,46499,,46499,HALMSTAD,30262,GJUTAREGATAN 10 C,"Bolaget skall bedriva tillverkning och försäljning av produkter för pedagog-, hobby- och leksaksmarknaden med försäljning uteslutande på export samt därmed förenlig verksamhet.",1995-08-31,active,,,,
556532-3788,Lexner-Jonsson Rid Aktiebolag,Lexner-Jonsson Rid Aktiebolag,47631,,47631,ALLERUM,25476,LOTTENLUNDSVÄGEN 12,"Aktiebolagets verksamhet ska vara att driva handel med utrustning för hästsport, uthyrning av stallplatser, försäljning och träning av hästar samt därmed förenlig verksamhet.",1996-06-24,active,,,,
556536-7447,E.M.S. International AB,E.M.S. International AB,46649,,"46649; 69201",ÅHUS,29691,RIPAVÄGEN 79,"Bolaget skall bedriva marknadsföring av och handel med pumpar och pumptillbehör, bedriva redovisningsarbete samt därmed förenlig verksamhet.",1996-12-27,active,,,,
556514-9530,Kjell Gunnarsson AB,Kjell Gunnarsson AB,47112,,47112,MARIESTAD,54223,BOX 302,Bolaget har till föremål för sin verksamhet att som medlem i ICA- förbundet bedriva detaljhandelsrörelse med dagligvaror och därmed förenlig verksamhet.,1995-06-20,active,,,,
556267-1957,Tores Allköp Aktiebolag,Tores Allköp Aktiebolag,47112,,47112,SKIVARP,27450,LANDSVÄGEN 33,"Bolaget har till föremål för sin verksamhet att som medlem i ICA Förbundet bedriva detaljhandelsrörelse med dagligvaror och annan därmed förenlig verksamhet, samt även hud- och kroppsvård såsom SPA-behandling och solarium.",1985-11-08,active,,,,
556536-1010,Mapei AB,Mapei AB,46831,,46831,BROMMA,16867,ULVSUNDAVÄGEN 108 B,Föremål för bolagets verksamhet är att bedriva produktion och försäljning av material inom byggbranschen och därmed förenlig verksamhet.,1996-11-13,active,,,,
556528-3677,SWEDX AB,SWEDX AB,46503,,"46503; 47402",SPÅNGA,16353,FAGERSTAGATAN 9  1TR,Bolaget skall bedriva tillverkning och handel med platta dataskärmar och platta TV-skärmar med kabinett av äkta timmer samt handel med värdepapper jämte annan därmed förenlig verksamhet.,1995-12-29,active,,,,
556533-7432,Tuvancenter AB,Tuvancenter AB,47112,,"47112; 92000",MORA,79292,TÄPPVÄGEN 5,"Bolaget skall bedriva försäljning av tidningar, tobak, konfekty- rer och livsmedel, samt spelverksamhet ävensom idka därmed fören- lig verksamhet.",1996-09-17,active,,,,
556536-0434,Melanders Fisk Aktiebolag,Melanders Fisk Aktiebolag,46380,,"46380; 69201",STOCKHOLM,10215,BOX 55682,Bolaget skall bedriva restaurantrörelse smat detalj- och partihandel med livsmedel och därmed förenlig verksamhet.,1997-01-07,active,,,,
556537-3361,Albert & Herbert Överskott i Hudiksvall AB,Albert & Herbert Överskott i Hudiksvall AB,47122,,"47122; 47711",HUDIKSVALL,82493,ÖSTANBRÄCKSVÄGEN 72,"Bolaget skall driva handel med restlagerpartier, konkurslager, äga och förvalta fastigheter samt idka därmed förenlig verksamhet.",1996-12-11,active,,,,
556540-1154,Jägers Redovisning & Försäljning AB,Jägers Redovisning & Försäljning AB,47121,,47121,TULLINGE,14636,SKOGSMULLES VÄG 58 B,"Bolaget skall bedriva konsult, redovisning, försäljning och installation av säkerhetsprodukter samt flyttransporter.",1997-04-04,active,,,,
556542-8421,Mia & Nettan's AB,Mia & Nettan's AB,47789,,47789,SVEDALA,23331,STORGATAN 16,"Bolaget skall driva försäljning och självbetjäning av presentartiklar, husgeråd och hygienartiklar.",1997-06-06,active,,,,
556547-8467,Pondus Clothing Company Torp AB,Pondus Clothing Company Torp AB,47711,,47711,UDDEVALLA,45176,TORP 24,"Bolaget skall bedriva handel med konfektionsvaror, äga och förvalta egna fastigheter och värdepapper och därmed förenlig verksamhet.",1997-11-07,active,,,,
556548-7294,Mono Trading Sweden AB,Mono Trading Sweden AB,46720,,46720,ASKIM,43632,SISJÖ KULLEGATA 8,"Föremålet för bolagets verksamhet är att bedriva köp och försäljning av inredningsdetaljer för bil- och möbelindustri samt idka handel med aktier, andelar och värdepapper, ävensom idka därmed förenlig verksamhet.",1997-11-12,active,,,,
556546-0176,Lighthouse Systems Nordic AB,Lighthouse Systems Nordic AB,46501,,46501,KVICKSUND,63531,LILLA SMEDBY 1,Bolaget skall bedriva import och försäljning av programvara avseende kvalitetsmätning till tillverkningsindustrin i Skandinavien samt därmed förenlig verksamhet.,1997-09-23,active,,,,
556266-9894,Jenssen hair supplies AB,Jenssen hair supplies AB,46450,,46450,STOCKHOLM,11636,ERSTAGATAN 24,"Bolaget skall bedriva handel med hårvårdsprodukter, handel med möbler och inredning inom frisörsverksamhet samt därmed förenlig verksamhet.",1985-12-19,active,,,,
556525-6889,Oetterli Marketing Aktiebolag,Oetterli Marketing Aktiebolag,46360,,46360,ÅKERSBERGA,18433,SEVENIUSVÄGEN 37,"Bolaget skall bedriva konsultverksamhet inom marketing, handel och försäljning av varor och tjänster, inom- och utomlands. Handel med choklad- och pastaprodukter och friskvårds- före- läsningar/aktiviteter'/produkter samt därmed förenlig verksamhet.",1995-09-12,active,,,,
556509-4983,I M Gunnarsson Handels Aktiebolag,I M Gunnarsson Handels Aktiebolag,47112,,47112,HAMBURGSUND,45745,UDDEN 1,"Bolaget skall bedriva handelsrörelse inom detaljhandeln avseende järnvaruförsäljning, manufakturförsäljning och livsmedelsförsäljning samt idka därmed förenlig verksamhet.",1995-03-07,active,,,,
556510-8478,Matta i Sandhamn AB,Matta i Sandhamn AB,46471,,46471,SANDHAMN,13039,BOX 259,"Bolaget skall bedriva förvaltning av fast och lös egendom inkluderande varumärkning, patent, mönsterskydd och licenser. Företaget skall bedriva uthyrningsverskamhet av entrémattor samt försäljning av entréprodukter, samt import och försäljning av kläder, heminredning och accessoarer från Indien samt därmed förenlig verksamet.",1995-03-31,active,,,,
556504-3923,Sellukem AB,Sellukem AB,46850,,46850,TÄBY,18362,SJÖFLYGVÄGEN 35 E,"Föremål för bolagets verksamhet är tillverkning och försäljning av kemikaliska produkter, konsultativ verksamhet inom kemi branschen, tillverkning och försäljning av maskiner och utrustning inom kemibranschen och därmed förenlig verksamhet.",1995-01-18,active,,,,
556454-2099,Stål & Verktyg Anno -92 Aktiebolag,Stål & Verktyg Anno -92 Aktiebolag,47522,,47522,VÄXJÖ,35033,BOX 3033,"Bolaget skall idka handelsrörelse inom järn-, stål- och kemikaliebranschen samt utöva därmed förenlig verksamhet.",1992-09-25,active,,,,
556527-1250,Hem Livs i Kungsbacka AB,Hem Livs i Kungsbacka AB,47112,,47112,KUNGSBACKA,43438,KUNGSMÄSSAN,"Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror som medlem i ICA-förbundet, handel med värdepapper, fastigheter och annan därmed förenlig verksamhet.",1995-11-03,active,,,,
556540-4851,West Food i Göteborg AB,West Food i Göteborg AB,46390,,46390,GÖTEBORG,41707,RINGÖGATAN 33,Aktiebolaget skall bedriva försäljning av livsmedel och närliggande varor samt därmed förenlig verksamhet. Vidare skall bolaget sälja lager- och logistiktjänster.,1997-03-11,active,,,,
556534-2713,Axelsson Consult i Lammhult Aktiebolag,Axelsson Consult i Lammhult Aktiebolag,47811,,"47811; 95311; 68202",LAMMHULT,36344,VÄRNAMOVÄGEN 40,"Bolaget skall bedriva försäljning av motorfordon, tillverkning och påbyggnad av motorfordon-släp och därmed förenlig verksamhet samt äga och förvalta fast egendom.",1996-10-08,active,,,,
556522-3954,Göran Sjödén Rehab Shop AB,Göran Sjödén Rehab Shop AB,47741,,47741,KUNGÄLV,44240,BULTGATAN 17,Bolaget skall driva handel med handikapphjälpmedel för vardag och fritid samt sjukvårdsartiklar ävensom idka därmed förenlig verksamhet.,1995-07-21,active,,,,
556548-9712,Hansaprint AB,Hansaprint AB,46499,,46499,STOCKHOLM,11156,KUNGSGATAN 37  8 TR,"Bolaget skall driva agenturverksamhet och försäljning av grafiska produkter samt idka därmed förenlig verksamhet. Bolaget ska även - uteslutande för egen räkning - driva investeringsverksamhet genom ägande och förvaltning av fastigheter, aktier, obligationer och andra värdepapper.",1998-03-23,active,,,,
556539-6628,MAGNOR GLASVERK Aktiebolag,MAGNOR GLASVERK Aktiebolag,46440,,46440,STOCKHOLM,10450,BOX 24010,Bolaget skall bedriva tillverkning och försäljning av glasprodukter och idka därmed förenlig verksamhet.,1997-02-20,active,,,,
556476-4610,Buller Data Aktiebolag,Buller Data Aktiebolag,47401,,"47401; 61900",LUND,22225,ÖLANDSVÄGEN 3,"Bolaget skall bedriva import, tillverkning och försäljning av dataprodukter samt därmed förenlig verksamhet.",1993-11-10,active,,,,
556535-0468,Tactic Sverige Aktiebolag,Tactic Sverige Aktiebolag,46491,,46491,JOHANNESHOV,12162,RÖKERIGATAN 19,Bolaget skall bedriva marknadsföring och försäljning av fritids- produkter till återförsäljare samt äga och förvalta lös och fast egendom och därmed förenlig verksamhet.,1996-11-07,active,,,,
556536-8460,B. Beckers Fashion AB,B. Beckers Fashion AB,46420,,"46420; 46712; 47811; 46713",VÄSTRA FRÖLUNDA,42676,VÄBELGATAN 6,"Föremålet för bolagets verksamhet är att äga och förvalta aktier och fastigheter, leasing och uthyrningsverksamhet i bil-, båt- samt butiksinredningsbranschen, bedriva försäljning av kläder samt handel med bilar samt konsultation inom ovanstående områden och därmed förenlig verksamhet. Bolaget ska bedriva byggnation, reparation och inredning av fastighet samt därmed förenlig verksamhet,",1996-12-16,active,,,,
556514-9878,Hedön Invest AB,Hedön Invest AB,47112,,47112,ÅRJÄNG,67231,NORRA ÅKERSTIGEN 4,"Föremålet för bolagets verksamhet är att utföra personaluthyrning, förvalta fastigheter, uthyrning av egna eller arrenderade fastigheter och dess fastighetsrelaterade stödtjänster, äga, förvalta och bedriva handel med värdepapper och fast egendom samt därmed förenlig verksamhet.",1995-07-24,active,,,,
556519-3488,VAN BRABANDT INTERIOR CONCEPT AB,VAN BRABANDT INTERIOR CONCEPT AB,46471,,46471,NORDMALING,91433,STORGATAN 8,"Aktiebolaget ska utföra konsulttjänster inom inredning och dekoration. Försäljning och import av möbler, dekorationsföremål, konst och byggmaterial.",1995-07-13,active,,,,
556259-0165,DEF Invest Aktiebolag,DEF Invest Aktiebolag,47403,,"47403; 47782; 47402; 64994",VISBY,62155,S:T GÖRANSGATAN 1 A LGH 1201,"Bolaget ska bedriva fotolaboratorieverksamhet, själv och genom dotterbolag idka handel med foto, hemelektronik- och teleprodukter såväl inom som utom landet, äga och förvalta fastigheter, uthyrning av fordon, hotellverksamhet, uthyrning av stugor, bedriva annan uthyrning inom turistnäringen, arrangemang av företagsevent och därmed förenlig verksamhet.",1985-04-22,active,,,,
556267-3243,ABÖ Development AB,ABÖ Development AB,47552,,47552,MELLBYSTRAND,31261,BJÖRNBÄRSVÄGEN 51,Bolaget skall bedriva investeringar i onoterade och noterade bolag.,1985-11-11,active,,,,
556531-5958,Hedåkers Säteri AB,Hedåkers Säteri AB,46210,,"46210; 46850; 77310; 01110; 42210",GRÄSTORP,46795,HYRINGA HEDÅKERS SÄTERI 1,"Bolaget ska äga och hyra ut lantbruksmaskiner, handla med lantbruksprodukter, utföra entreprenadarbeten inom jordbruk, bedriva växtodling samt därmed förenlig verksamhet inom lantbruksbranschen. Bolaget skall också handla med värdepapper.",1996-05-09,active,,,,
556539-2874,Produits de France AB,Produits de France AB,46340,,46340,STOCKHOLM,12063,HELIOSGATAN 45  5TR,"Bolaget ska bedriva handel med alkoholhaltiga drycker, försälja mousserande viner och kvalitetsviner till distributör, restauranger och hotell. Organisera evenemang inklusive vinprovning. Bedriva konsultverksamhet inom området inklusive verka som sommelier och därmed förenlig verksamhet.",1997-02-25,active,,,,
556292-1790,Bil- & Maskinteknik i Örebro Aktiebolag,Bil- & Maskinteknik i Örebro Aktiebolag,46841,,46841,ÖREBRO,70592,BÄCKALUND KIL,"Aktiebolaget ska bedriva handel med och förvaltning av värdepapper och fast egendom samt dels reparationer, underhåll och handel med motorfordon och trädgårdsmaskiner och därmed förenlig verksamhet.",1987-02-20,active,,,,
556528-1689,AB Grevon Blommor,AB Grevon Blommor,46220,,46220,TRELLEBORG,23166,HEDVÄGEN 115,Bolaget skall bedriva handel med och import av blommor ävensom idka därmed förenlig verksamhet.,1995-12-18,active,,,,
556530-3681,Dialight Traffic Systems AB,Dialight Traffic Systems AB,46502,,46502,UPPLANDS VÄSBY,19492,FORNBODAVÄGEN 9,Bolaget skall bedriva handel med elektronikkomponenter och därmed förenlig verksamhet.,1996-04-16,active,,,,
556529-6521,MO Kompaniet AB,MO Kompaniet AB,47552,,"47552; 68201; 25530",VARBERG,43241,KUNGSGATAN 20,"Bolaget skall bedriva restaurang- och cateringrörelse, bedriva handel och tillverkning av hel som halvfabrikat för matservering försäljning. Idka handel med värdepapper, bedriva fastighetsförvaltning samt därmed förenlig verksamhet. Butik för köksutrustning samt sliperi",1996-02-15,active,,,,
556512-9581,K.J.J. Wrede Office AB,K.J.J. Wrede Office AB,46501,,"46501; 47121",HÄGERSTEN,12955,KARIN BOYES GATA 53,"Bolaget skall driva handel med kontorsmaterial, kontorsmaskiner, presentreklam, livsmedel, trycksaker, rengöringsmedel, hygienartiklar, varmdryckesautomater, varuautomater, service till automaterna samt konsultuppdrag inom kontorsvarubranschen.",1995-05-30,active,,,,
556532-4737,BK Invest Aktiebolag,BK Invest Aktiebolag,47811,,"47811; 77110",HENÅN,47331,INDUSTRIVÄGEN 11,"Bolaget skall bedriva uthyrnings- och försäljningsverksamhet inom fordon-/entreprenad- och båtbranschen, äga och förvalta fast och lös egendom, bedriva handel med värdepapper samt därmed förenlig verksamhet.",1996-07-10,active,,,,
556471-4862,Hjo Grosshandel Aktiebolag,Hjo Grosshandel Aktiebolag,46340,,46340,STOCKHOLM,11451,ARTILLERIGATAN 12  BV,"Bolaget skall bedriva import, handel och marknadsföring av vin, sprit och ävensom idka därmed förenlig verksamhet.",1993-09-14,active,,,,
556547-9853,Nordex Finland AB,Nordex Finland AB,46141,,46141,BODEN,96147,LÖKVÄGEN 19,Föremålet för bolagets verksamhet skall vara försäljning och utveckling inom energiområdet med speciell inriktning på vindkraft samt därmed förenlig verksamhet.,1997-11-19,active,,,,
556539-8798,Megastar Computer Aktiebolag,Megastar Computer Aktiebolag,46501,,46501,BROMMA,16867,KARLSBODAVÄGEN 45,"Bolaget skall ha till ändamål att bedriva konsultverksamhet samt grossisthandel, detaljhandel, import och export av datautrustning och programvaror inom databranschen.Bolaget ska äga och förvalta fastigheter samt därmed förenlig verksamhet.",1997-04-16,active,,,,
556281-8970,MagiCAD Group AB,MagiCAD Group AB,46501,,46501,GÖTEBORG,41105,GÖTGATAN 10  4TR,"Bolaget skall bedriva försäljning, utbildning samt support av dataprogram för VVS-, el- och byggbranschen samt bedriva konsulterande verksamhet inom byggsektorn och därmed förenlig verksamhet.",1986-08-26,active,,,,
556285-6665,Lennartsson Dräneringstjänst Aktiebolag,Lennartsson Dräneringstjänst Aktiebolag,46842,,"46842; 08120",HARBO,74047,KVARSTA 608  Hälleborg,"Bolaget skall bedriva försäljning av markbyggnadsprodukter och krossat-sorterat bergmaterial, och därmed förenlig verksamhet.",1986-12-10,active,,,,
556532-5874,Köttgross i Linköping AB,Köttgross i Linköping AB,46321,,"46321; 10112",LINKÖPING,58278,FINNÖGATAN 17,"Bolaget skall bedriva import, försäljning och distribution av köttprodukter och andra livsmedel samt därmed förenlig verksamhet.",1996-07-04,active,,,,
556510-7991,Professionell Produktmedia Lidingö AB,Professionell Produktmedia Lidingö AB,46499,,46499,LIDINGÖ,18132,SÖDRA KUNGSVÄGEN 63,Bolaget skall bedriva försäljning av presentreklam ävensom idka därmed förenlig verksamhet.,1995-03-11,active,,,,
556256-0374,Jespersens Motor Aktiebolag,Jespersens Motor Aktiebolag,47633,,"47633; 33110; 47811; 95311",HOVMANTORP,36542,JÄRNVÄGSGATAN 18,Bolaget skall bedriva reparation och försäljning av fordon ävensom idka därmed förenlig verksamhet.,1985-02-11,active,,,,
556256-0655,ISO Tool AB,ISO Tool AB,46620,,46620,HÄSSLEHOLM,28143,ENHÖRNINGSVÄGEN 8 A,Bolaget skall driva import av och försäljning av skärande verktyg och därmed förenlig verksamhet.,1985-03-12,active,,,,
556529-1845,Craft of Scandinavia AB,Craft of Scandinavia AB,46420,,"46420; 47711",BORÅS,50117,BOX 1774,"Bolaget skall bedriva handel med konfektion, ävensom idka därmed förenlig verksamhet.",1996-01-24,active,,,,
556534-9015,dicloud AB,dicloud AB,47402,,"47402; 47401",LINKÖPING,58273,GILLBERGAGATAN 28,"Bolaget skall bedriva inköp, försäljning och service av teleprodukter och utrustning för IT, driva handel med, äga och förvalta värdepapper och fastigheter samt därmed förenlig verksamhet.",1996-10-09,active,,,,
556536-3610,Ljud & Bild Center i Stenungsund AB,Ljud & Bild Center i Stenungsund AB,47403,,47403,KUNGÄLV,44240,MASKINGATAN 5,"Föremålet för bolagets verksamhet är försäljning och service av hemelektronik, personaluthyrning, tillhandahållande av logistikhantering samt ägande och förvaltning av andelar i noterade och onoterade bolag samt därmed förenlig verksamhet.",1996-12-05,active,,,,
556279-0369,Optima Belysning & Teknik Aktiebolag,Optima Belysning & Teknik Aktiebolag,46433,,"46433; 46471",LULEÅ,97331,BLOMGATAN 17,Bolaget skall bedriva grossistförsäljning av belysning och elartiklar för elinstallation samt bedriva konsultverksamhet inom elinstallation.,1986-06-10,active,,,,
556540-4273,Cykelhuset U V AB,Cykelhuset U V AB,47632,,47632,UPPLANDS VÄSBY,19463,SANDAVÄGEN 2,"Bolaget skall bedriva försäljning av cyklar och fritidsartiklar samt reparation av cyklar, samt därmed förenlig verksamhet.",1997-03-20,active,,,,
556545-0037,KappAhl Mode Holding AB,KappAhl Mode Holding AB,46460,,46460,MÖLNDAL,43124,BOX 303,"Bolaget ska direkt eller indirekt, äga och förvalta lös egendom samt bedriva därmed förenlig verksamhet.",1997-09-01,active,,,,
556540-1600,Butik 4165206 Nova Köpcentrum AB,Butik 4165206 Nova Köpcentrum AB,47260,,"47260; 47242",LUND,22237,VÄSTRA STATIONSTORGET 10,Bolaget skall driva detaljhandel främst i form av kiosk och servicebutik ävensom idka därmed förenlig verksamhet.,1997-03-18,active,,,,
556545-8048,LAHA Installation AB,LAHA Installation AB,46842,,46842,DALSJÖFORS,51633,SPINDELVÄGEN 7,"Bolaget skall bedriva industrimontage av stålkonstruktioner, rör och VVS, samt handel, import och export av stålkonstruktioner, rör och VVS samt därmed förenlig verksamhet.",1997-09-25,active,,,,
556540-2806,GK Produkter AB,GK Produkter AB,46860,,46860,KÄVLINGE,24436,SJÖDAHLSVÄGEN 8,"Bolagets verksamhet ska vara att bedriva handel med emballage, äga och förvalta fast och lös egendom, jämte därmed förenlig verksamhet.",1997-04-08,active,,,,
556543-4148,Exotic Snacks AB,Exotic Snacks AB,46360,,46360,SKOGÅS,14250,SPEDITIONSVÄGEN 36  1TR,"Bolaget skall bedriva import och försäljning av konfektyr och livsmedel, förvaltning av aktier och andra värdepapper samt därmed förenlig verksamhet.",1997-06-12,active,,,,
556545-5986,Cherol Import AB,Cherol Import AB,46390,,46390,LUND,22225,ÖSTGÖTAVÄGEN 18,"Bolaget skall driva import och export av livsmedel, hygien, kemisk-tekniska medel och artiklar, försäljning av fastighetsförvaltningstjänster samt därmed förenlig verksamhet.",1997-10-17,active,,,,
556542-0261,Himalaya Te & Kaffespecialist AB,Himalaya Te & Kaffespecialist AB,47272,,47272,ÄLVSJÖ,12534,TRUMSLAGARGATAN 24,Bolaget skall bedriva detaljhandel av kaffe och te samt därmed förenlig verksamhet.,1997-05-13,active,,,,
556280-4475,Fartygsmagasinet i Stockholm Aktiebolag,Fartygsmagasinet i Stockholm Aktiebolag,46649,,46649,STOCKHOLM,11131,ÖSTERLÅNGGATAN 19,Bolaget skall bedriva - handel och agenturverksamhet med i huvudsak äldre fartygsdetaljer samt idka därmed förenlig verksamhet.,1986-07-22,active,,,,
556507-2773,Aprobo Aktiebolag,Aprobo Aktiebolag,47531,,47531,KRISTIANSTAD,29130,VÄSTRA VALLGATAN 2,"Bolaget skall bedriva försäljning av golvmaterial, Konsultation inom försäljning och marknadsföring samt musikförlagsverksamhet och därmed förenlig verksamhet.",1995-02-03,active,,,,
556554-5240,Floating Systems Sweden AB,Floating Systems Sweden AB,46433,,46433,LANDSKRONA,26137,FABRIKSGATAN 7,"Aktiebolaget ska syssla med försäljning av elektriska laddningssystem till elbilar, försäljning av flytande lösningar för bilparkering, hotell och andra lösningar såsom studentboende mm samt därmed förenlig verksamhet.",1998-04-22,active,,,,
556549-5545,5A Distribution AB,5A Distribution AB,46502,,46502,VELLINGE,23539,TERMINALGATAN 28,Bolaget skall verka inom elektronikområdet med handel av elektronikkomponenter och därtill hörande konsultverksamhet ävensom idka därmed förenlig verksamhet.,1997-11-27,active,,,,
556504-6322,Green Miracle Products Aktiebolag,Green Miracle Products Aktiebolag,46499,,46499,NYKÖPING,61133,ÖSTRA KYRKOGATAN 33,"Bolaget skall bedriva utveckling, försäljning och uthyrning av tvätt-, disk-, rengöringsmedel, städmaterial samt egna varumärken och därmed förenlig verksamhet.",1995-01-31,active,,,,
556459-6269,Trosa Möbler AB,Trosa Möbler AB,47551,,47551,TROSA,61931,ÖSTERMALMSVÄGEN 13 A,"Föremålet för bolagets versamhet är att bedriva försäljning av möbler, mattor, armatur och textilier samt beställningssömnad. Bolaget skall även utföra legoarbeten till industrin, förvalta fastigheter och värdepapper samt bedriva därmed förenlig verksamhet. Härutöver skall bolaget bedriva försäljning av DATA- och IT-relaterade produkter och tjänster samt annan därmed förenlig verksamhet.",1993-01-04,active,,,,
556538-1885,Hilleberg the Tentmaker Aktiebolag,Hilleberg the Tentmaker Aktiebolag,46491,,46491,FRÖSÖN,83221,BOX 25,"Bolaget skall utveckla, tillverka och försälja utrustning för friluftsbruk samt utföra konsult- och försäljningsverksamhet inom fritids-, turist-, skogs- och lantbruksområdet, ävensom idka därmed förenlig verksamhet.",1997-01-17,active,,,,
556540-8514,Europress AB,Europress AB,46841,,46841,ROSERSBERG,19504,BOX 4004,"Bolaget verksamhet skall huvudsakligen bestå av tillverkning, försäljning, service, underhåll och konsultation avseende ut- rustning och system för avfallshantering och materialåtervinning samt därmed förenlig verksamhet.",1997-03-25,active,,,,
556545-5085,Orrbyhallen AB,Orrbyhallen AB,47112,,47112,GRUMS,66431,ORRKULLEGATAN 2,Bolaget har till föremål för sin verksamhet att som medlem i ICA Förbundet bedriva detaljhandelsrörelse med dagligvaror och annan därmed förenlig verksamhet.,1997-09-12,active,,,,
556535-4064,Anders Trä i Loftahammar AB,Anders Trä i Loftahammar AB,46831,,46831,LOFTAHAMMAR,59471,BÅGVIK,"Bolaget skall bedriva förvaltning av trävaror, därmed förenlig verksamhet.",1996-10-24,active,,,,
556285-9222,Guldateljen Eriksson & Grönholm Aktiebolag,Guldateljen Eriksson & Grönholm Aktiebolag,47771,,47771,UPPSALA,75002,BOX 2050,Bolaget skall bedriva guldsmedsrörelse ävensom idka därmed förenlig verksamhet.,1986-11-12,active,,,,
