orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556614-8945,Kimya AB,Kimya AB,47920,,47920,MÖLNDAL,43143,BÅGSKYTTEGATAN 1 D LGH 1301,"Bolaget skall bedriva detaljhandel med livs, bedriva handel med orientaliska mattor, samt idka därmed förenlig verksamhet.",2001-09-12,active,,,,
556621-5728,Badhuset i Jönköping AB,Badhuset i Jönköping AB,47522,,47522,JÖNKÖPING,55302,KÄMPEVÄGEN 25,Bolaget ska bedriva handel med produkter och tjänster inom bad- och VVS-branschen samt därmed förenlig verksamhet.,2002-01-19,active,,,,
556344-9734,Watergate AB,Watergate AB,46491,,46491; 68203,HYSSNA,51198,BUA BENGTSGÅRDEN 3,"Aktiebolaget ska bedriva försäljning av konfektion och skor, fastighetsförvaltning samt därmed förenlig verksamhet.",1988-12-12,active,,,,
556636-0458,Fredrik Lidén Livs Aktiebolag,Fredrik Lidén Livs Aktiebolag,47112,,47112,KUNGSÄNGEN,19630,TORGET 1,Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och därmed förenlig verksamhet.,2002-11-20,active,,,,
556639-0000,Cont in Europe AB,Cont in Europe AB,47622,,47622,DELSBO,82408,BOX 6,Bolaget skall bedriva försäljning av kontorsmaterial samt därmed förenlig verksamhet.,2003-02-25,active,,,,
556639-0281,Elesa Scandinavia AB,Elesa Scandinavia AB,46860,,46860,SOLLENTUNA,19251,DJUPDALSVÄGEN 27,"Bolaget skall bedriva försäljning av plastprodukter, såsom i huvudsak rattar och handtag för manuell kontroll, till industrimaskiner samt därmed förenlig verksamhet.",2003-01-15,active,,,,
556640-3019,PJ Garageportar AB,PJ Garageportar AB,46831,,46831,ENKÖPING,74940,KVARTSGATAN 8,"Bolaget skall bedriva försäljning, montering och service av villagarageportar och industriportar, handel med värdepapper, och därmed förenlig verksamhet.",2003-02-17,active,,,,
556608-7168,EMBE Värmepumpar och Vitvaror AB,EMBE Värmepumpar och Vitvaror AB,46842,,46842; 95220,ESKILSTUNA,63221,STÅHLBERGSVÄGEN 13,"Bolaget skall bedriva försäljning, installation, reparation och uthyrning av värmepumpar och vitvaror, fastighetsskötsel, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",2001-03-23,active,,,,
556617-2267,Nordströms beglast AB,Nordströms beglast AB,46712,,46712; 47820,RINKABY,29114,BOX 14051,"Bolaget skall bedriva handel med begagnade bilar och lastbilar, äga och förvalta värdepapper ävensom idka därmed förenlig verksamhet.",2001-11-06,active,,,,
556369-6276,Purple Sport & Profil Aktiebolag,Purple Sport & Profil Aktiebolag,46491,,46491; 18130,DEJE,66991,DÖMLEVÄGEN 8,"Bolaget skall bedriva tryckning på kläder samt handel med sport- och fritidsvaror och därmed förenlig verksamhet. Bolaget skall också bedriva förvaltning och handel med aktier, obligationer och andra värdeföremål.",1989-09-15,active,,,,
556585-9179,Render Aktiebolag,Render Aktiebolag,47510,,47510; 47711,HUNNEBOSTRAND,45661,SÖDRA STRANDGATAN 15,Föremålet för bolagets verksamhet är att bedriva handel med och produktion av textilier samt möbler och därmed förenlig verksamhet.,2000-02-21,active,,,,
556588-7675,Miramar Seafood AB,Miramar Seafood AB,46322,,46322,GÖTEBORG,41118,NORRA LIDEN 2 A,Bolaget skall bedriva import och export av fisk- och skaldjurs- produkter.,2000-04-07,active,,,,
556462-0838,Pedensia Data Aktiebolag,Pedensia Data Aktiebolag,46501,,46501,MÖLNDAL,43137,FLÖJELBERGSGATAN 7 A,Bolaget skall bedriva inköp och försäljning av maskin- och programvaror samt konsult- och uppdragsverksamhet inom databranschen och därmed förenlig verksamhet.,1993-02-04,active,,,,
556614-5982,Anna's Ögonvrå Aktiebolag,Anna's Ögonvrå Aktiebolag,47742,,47742,FALUN,79127,BOX 292,Bolaget skall bedriva optikrörelse och därmed förenlig verksamhet.,2001-09-04,active,,,,
556601-0889,Valbon AB,Valbon AB,46340,,46340,STOCKHOLM,12032,FREDRIKSDALSGATAN 8,"Bolaget skall bedriva import, distribution och försäljning av vin och alkoholdrycker.",2000-12-07,active,,,,
556598-6600,CPL Central Pallogistik AB,CPL Central Pallogistik AB,46860,,46860,KARLSTAD,65336,FRÖGATAN 3,"Bolaget som är samordningsföretag och ägs av flertal av de större aktörerna inom branschen EUR certifierajnde reparatörer, ska bedriva försäljning, konsultationer och systemuppbyggnad av emballageprodukter och lastbärare inom lager- och transportsekton samt därmed förenlig verksamhet.",2000-10-05,active,,,,
556627-9807,Senior Shop Europe AB,Senior Shop Europe AB,47711,,47711,MALMÖ,21375,AGNESFRIDSVÄGEN 177,Bolaget skall genom masterfranchisetagare bedriva försäljning av konfektion via uppsökande verksamhet ävensom idka därmed förenlig verksamhet.,2002-09-09,active,,,,
556628-4864,Fröken Knopp i Norrtälje Aktiebolag,Fröken Knopp i Norrtälje Aktiebolag,47761,,47761,NORRTÄLJE,76130,TULLPORTSGATAN 10,"Bolaget skall bedriva blomster- och inredningsbutik, kurser inom blomsterbinderi, festarrangeman samt uthyrning av lokaler.",2002-06-11,active,,,,
556605-9811,Anehamn Trading AB,Anehamn Trading AB,46360,,46360,ÖREBRO,70227,ADOLFSBERGSVÄGEN 4,Bolaget ska bedriva försäljning och distribution av livsmedels- produkter.,2001-01-29,active,,,,
556619-3990,Malmtorget Consulting & Company AB,Malmtorget Consulting & Company AB,47112,,47112,KARLSTAD,65340,SANDBÄCKSGATAN 19  LGH 1401,"Aktiebolaget ska bedriva detaljhandel med livsmedelsprodukter och dagligvaror, uppdragsförsäljning av livsmedelsprodukter, försäljning av möbler, presentartiklar, samt designtjänster till konsumenter och företag, förvalta aktier och värdepapper, samt förvalta och utveckla fastigheter, ägarlägenheter, lös egendom och därmed sammanhängande verksamhet.",2001-11-28,active,,,,
556623-5114,Renommé AB,Renommé AB,46434,,46434,LINGHEM,58563,MARKEBY NORSLUND,"Bolaget skall bedriva försäljning av varor och tjänster inom fotobranschen, äga fast och lös egendom, förvaltning och handel med aktier och andra värdepapper ävensom idka därmed förenlig verksamhet.",2002-02-21,active,,,,
556333-5396,BEMA Kättingmäster AB,BEMA Kättingmäster AB,46841,,46841,VARBERG,43213,BOX 1033,Bolaget skall bedriva försäljning av industrikätting ävensom idka därmed förenlig verksamhet.,1988-09-26,active,,,,
556629-0275,Jitec Maskin AB,Jitec Maskin AB,46630,,46630; 33120; 43120,STAFFANSTORP,24543,HAVREVÄGEN 3,Bolaget skall bedriva försäljning och service av maskiner och mätinstrument för bygg- samt anläggningsindustrin samt därmed förenlig verksamhet.,2002-08-29,active,,,,
556630-3490,WensHill AB,WensHill AB,47811,,47811; 69201; 70200; 47633; 71121,FALUN,79152,INGELS VÄG 77,"Bolaget skall bedriva friskvård, redovisningstjänster, konsultverksamhet inom entreprenad samt event och därmed förenlig verksamhet.",2002-08-05,active,,,,
556637-8096,Compass World AB,Compass World AB,46491,,46491; 70200,VAGGERYD,56791,ÅHULT 7,"Bolaget skall bedriva handel med fritidsprodukter, konsultverksamhet inom marknadsföring och ekonomi, äga och förvalta värdepapper samt därmed förenlig verksamhet.",2003-02-07,active,,,,
556356-7071,Engelbrektsboden Aktiebolag,Engelbrektsboden Aktiebolag,47711,,47711,MALMÖ,21375,AGNESFRIDSVÄGEN 177,"Bolaget skall bedriva handel med konfektions- och textilvaror, husgeråd och fritidsartiklar ävensom idka annan därmed förenlig verksamhet.",1989-07-03,active,,,,
556363-7098,Lönns Elaffär i Mölndal AB,Lönns Elaffär i Mölndal AB,47552,,47552,MÖLNDAL,43167,KROKSLÄTTSGATAN 2,"Bolaget ska bedriva försäljning av belysning och elmaterial, elinstallationer samt ävensom idka därmed förenlig verksamhet.",1989-06-15,active,,,,
556644-8394,Ladorb AB,Ladorb AB,46502,,46502,BOLLEBYGD,51733,RINNAVÄGEN 6,"Bolaget skall förse den europeiska industrin med kundspecifika produkter inom området elektronikkomponenter och kablage och därtill hörande produkter, äga och fövalta aktier, värdepapper och fast egendom samt därmed förenlig verksamhet.",2003-07-04,active,,,,
556604-1983,JPS Sweden AB,JPS Sweden AB,46501,,46501; 70200,SKÖVDE,54131,VARNHEMSGATAN 18 C,"Bolaget skall bedriva handel med datorer och därtill hörande mjukvaror samt konsulting inom informationshantering i anslutning härtill, ävensom idka därmed förenlig verksamhet.",2001-01-08,active,,,,
556588-8194,Staffans Vapen & Jakt AB,Staffans Vapen & Jakt AB,47631,,47631,BORLÄNGE,78190,DUVNÄS   Företagshus,"Bolaget skall bedriva handel med ammunition, vapen, fiske- och sportartiklar samt konsultationer inom managementområdet och därmed förenlig verksamhet.",2000-04-06,active,,,,
556462-3733,Dackebygdens Kött i Virserum AB,Dackebygdens Kött i Virserum AB,46380,,46380,VIRSERUM,57771,STORGATAN 18,"Bolaget ska bedriva handel, import och export av livsmedel, styckning och paketering av kött, produktion av charkuterivaror, äga och förvalta fastigheter samt idka därmed förenlig verksamhet. Uppfödning, utbildning, tävling och försäljning av hästar.",1993-02-12,active,,,,
556615-8548,Mårtens Handel AB,Mårtens Handel AB,47112,,47112,ÅTVIDABERG,59794,VÄRNAVÄGEN 2  BJÖRSÄTER,Aktiebolaget ska bedriva livsmedelshandel och därmed förenlig verksamhet.,2001-09-07,active,,,,
556621-5694,Gransätter Bergtäkt AB,Gransätter Bergtäkt AB,46620,,46620; 49410,MANTORP,59597,GÄVBO GRANSÄTTER,"Aktiebolaget skall bedriva vägtransport av gods, service till skogsbruk samt därmed förenlig verksamhet.",2002-01-09,active,,,,
556624-0890,Hugo Boss Scandinavia AB,Hugo Boss Scandinavia AB,46420,,46420,STOCKHOLM,10246,BOX 5294,"Bolaget ska köpa, sälja, importera, exportera och marknadsföra textilvaror och accessoarer under Hugo Boss Groups varumärke ävensom idka annan därmed förenlig verksamhet.",2002-03-07,active,,,,
556620-3005,Vuxenkul AB,Vuxenkul AB,47693,,47693; 77220,HISINGS BACKA,42246,BACKA BERGÖGATA 2,"Bolaget skall bedriva uthyrning och försäljning av videogram, samt försäljning av sexleksaker och sexuella hjälpmedel i fysiska butiker och i webbutiker ävensom idka därmed förenlig verksamhet.",2001-12-12,active,,,,
556621-8656,ConEra AB,ConEra AB,46420,,46420,GÖTEBORG,41502,MARIEHOLMSGATAN 54,"Bolaget skall bedriva produktion, import, export och försäljning av presentartiklar och konfektion samt bedriva köp och försäljning av aktier, obligationer och värdepapper, ävensom idka därmed förenlig verksamhet.",2002-01-08,active,,,,
556567-4339,Träffen i Jämshög AB,Träffen i Jämshög AB,47112,,47112,JÄMSHÖG,29373,BYGATAN 14,Bolaget har till föremål för sin verksamhet att som medlem i ICA-förbundet bedriva detaljhandelsrörelse med dagligvaror och därmed förenlig verksamhet.,1999-02-25,active,,,,
556629-5894,GSP Bensin Aktiebolag,GSP Bensin Aktiebolag,47300,,47300,LINDESBERG,71131,HAGABERGSLIDEN 6,"Aktiebolaget ska sälja eldningsolja, gasol och andra drivmedel, samt utföra administrativa tjänster och ekonomiska konsultationer.",2002-07-04,active,,,,
556572-8101,Personagera i Linköping AB,Personagera i Linköping AB,46420,,46420,LINKÖPING,58246,HAMMARKINDSGATAN 42,"Bolagets verksamhet omfattar tillverkning och försäljning av reklamartiklar, företagsprofilering, arrangemang av företags- aktiviteter jämte därmed förenlig verksamhet.",1999-07-29,active,,,,
556637-6306,JFP Group AB,JFP Group AB,46189,,46189,STOCKHOLM,11446,HUMLEGÅRDSGATAN 19 B,"Aktiebolaget ska bedriva fastighetsinköp och försäljningar av fastigheter, exploatering och utveckling av markområden samt fastigheter, inköp och försäljning av kläder, utrustning inom golf- och padelbranschen, uthyrning av padelbanor, golfrange, bedriva restaurang samt rumsuthyrning, äga och förvalta aktier, värdepapper och fast egendom samt därmed förenlig verksamhet.",2003-01-10,active,,,,
556581-1683,SwedGross Aktiebolag,SwedGross Aktiebolag,46850,,46850,FALUN,79127,BOX 292,Bolaget ska bedriva försäljning av varor i färg- och byggbranschen och därmed förenlig verksamhet.,1999-12-14,active,,,,
556618-0278,ConnecTech Aktiebolag,ConnecTech Aktiebolag,46502,,46502,KUNGSÄNGEN,19634,SKOLVÄGEN 33,"Föremålet för bolagets verksamhet är import, export och handel med elektroniska komponenter till främst försvarsindustrin, import och försäljning av system för säker informations- och kommunikationsöverföring. Import och export samt egen tillverkning och utveckling av 2- och 4-hjuliga mindre fordon. Import och försäljning av produkter för organisering av dagliga medicinintag. Import och försäljning av av litiumbatterier och kompletta batterisystem till elfordon, telecom och UPS (uninterrupted power supply) samt förvaltning och handel med värdepapper och därmed förenlig verksamhet.",2001-12-07,active,,,,
556475-5006,WM Bil AB,WM Bil AB,47811,,47811,SKELLEFTEÅ,93176,VARUGATAN 8,"Bolaget skall bedriva handel med motorfordon, såsom bilar , snöskotrar etc. samt därmed förenlig verksamhet.",1993-11-19,active,,,,
556333-7988,Stiko International Aktiebolag,Stiko International Aktiebolag,46860,,46860,STOCKSUND,18275,JOHAN BANÉRS VÄG 53,"Bolaget skall bedriva handel med reklam- och dekorationsmaterial, handel med metaller, ädla metaller och bearbetade produkter i anslutning därtill, ävensom idka därmed förenlig verksamhet.",1988-09-07,active,,,,
556639-9704,TVT Motion AB,TVT Motion AB,46620,,46620,ÖREBRO,70236,SALAMANDERVÄGEN 28,"Bolaget skall bedriva försäljning av elektriska motorer, mekaniska växlar, drivelektronik och drivutrustning för truckmarknaden samt därmed förenlig verksamhet.",2003-02-21,active,,,,
556364-6560,K G Fridman Aktiebolag,K G Fridman Aktiebolag,46820,,46820,KARLSTAD,65111,BOX 496,"Bolaget skall bedriva handel med maskiner och maskindelar, konsult- och agenturverksamhet inom finmekanikens område jämte förvaltning av fastigheter och värdepapper samt därmed förenlig verksamhet.",1989-07-07,active,,,,
556592-7752,PSB Service AB,PSB Service AB,46649,,46649; 33120,GAMLEBY,59431,BRONSÅLDERSSTIGEN 13,"Bolaget skall bedriva försäljning och rådgivning för brandsäkerhet, värdepappershandel och köpa och äga fast egendom samt ävensom idka därmed förenlig verksamhet.",2000-06-06,active,,,,
556467-6913,Unger & Co AB,Unger & Co AB,46501,,46501; 62201; 62202; 33120; 62900,HUDDINGE,14137,JÄGARSTIGEN 1 A,"Aktiebolaget ska bedriva försäljning av kontorsmöbler, kontorsutrustning, kommunikationsutrustning samt bedriva administrativ och kameral utbildning samt idka därmed förenlig verksamhet.",1993-05-18,active,,,,
556335-9842,Skalleberg Handelsträdgård Aktiebolag,Skalleberg Handelsträdgård Aktiebolag,46220,,46220; 01191,JÄRFÄLLA,17561,ORMBACKAVÄGEN 67,"Bolaget skall bedriva handelsträdgård, grossiströrelse med växter och blommor samt blomsteraffär, ävensom idka därmed förenlig verksamhet.",1988-09-22,active,,,,
556336-1087,Nordiska Varucentralen Cabaret Video Aktiebolag,Nordiska Varucentralen Cabaret Video Aktiebolag,46499,,46499,HUDDINGE,14162,LAGMANSVÄGEN 29,"Aktiebolaget ska driva förlagsverksamhet avseende tidningar, handel med videofilmer samt idka annan därmed jämförlig verksamhet.",1988-10-12,active,,,,
556594-2314,Motto AB,Motto AB,46499,,46499,MALMÖ,20125,BOX 591,"Bolaget skall bedriva försäljning av trend- och samlarartiklar för barn och ungdom, främst textilier, kort, nyckelringar, tygdjur, skrivmateriel och CD-skivor ävensom idka därmed förenlig verksamhet.",2000-07-05,active,,,,
556618-3058,INTEMA Kök & Bad AB,INTEMA Kök & Bad AB,47541,,47541,SALTSJÖ-BOO,13238,SNICKARVÄGEN 3,"Bolaget skall bedriva konstruktionsarbeten med hus, kök och bad, byggverksamhet ävensom idka därmed förenlig verksamhet.",2001-11-05,active,,,,
556630-6246,DAN'S herr AB,DAN'S herr AB,47711,,47711,SKELLEFTEÅ,93131,NYGATAN 42 A,"Bolaget skall bedriva försäljning av herrkonfektion, äga och förvalta aktier och värdepapper samt därmed förenlig verksamhet.",2002-09-09,active,,,,
556604-3823,Handelsmannen Häll AB,Handelsmannen Häll AB,46340,,46340; 66120; 85690,KISTA,16440,ISAFJORDSGATAN 5,Bolaget ska bedriva handel med livsmedel och värdepapper samt bedriva säljutbildningar och säljtjänster.,2001-01-12,active,,,,
556632-4835,Raisio Sverige AB,Raisio Sverige AB,46330,,46330,ASARUM,37451,GÄDDVÄGEN 8,"Föremålet för bolagets verksamhet är att köpa, sälja och utveckla produkter inom livsmedelsområdet, ävensom idka därmed förenlig verksamhet samt äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",2002-09-20,active,,,,
556574-3977,Tsurumi-Intec Pump AB,Tsurumi-Intec Pump AB,46860,,46860,STORA HÖGA,44460,BRÅLANDSVÄGEN 30,Bolaget skall bedriva handel och service med centifugalpumpar samt äga och förvalta värdepapper och med ovan nämda verksamheter förenlig verksamhet.,1999-09-02,active,,,,
556577-6712,Susanne Edh Livsmedel AB,Susanne Edh Livsmedel AB,47112,,47112,VÄSTERÅS,72226,LÅNGMÅRTENSGATAN 1,"Bolaget skall som medlem i ICA-förbundet bedriva detaljhandelsrörelse, äga och förvalta fast och lös egendom samt idka därmed förenlig verksamhet.",1999-10-19,active,,,,
556642-7323,AKJ Rostfria AB,AKJ Rostfria AB,47813,,47813,SÖDERHAMN,82630,KUNGSGATAN 16 A LGH 1202,"Aktiebolaget skall bedriva tillverkning och försäljning av legoarbeten inom metallindustrin, utföra elinstallationsverksamhet inom främst industri samt bedriva försäljning av båtar och båttillbehör, import av släpvagnar från EU samt försäljning av släpvagnar, äga och förvalta fastigheter och värdepapper samt därmed förenlig verksamhet.",2003-04-22,active,,,,
556623-0073,Bimtech AB,Bimtech AB,47811,,47811; 95311,ÄLVSJÖ,12530,VARUVÄGEN 14,"Bolaget ska köpa, sälja, uthyra och reparera fordon och maskiner för entreprenads- och anläggningsverksamhet samt idka därmed förenlig verksamhet. Bolaget ska köpa, sälja och reparera utrustning och småmaskiner för entreprenads- och anläggningsverksamhet samt idka därmed förenlig verksamhet. Bolaget ska köpa, sälja, uthyra och reparera båtar och manskapsbodar samt idka därmed förenlig verksamhet. Bolaget ska köpa och sälja tillbehör och reservdelar till fordon och maskiner för entreprenads- och anläggningsverksamhet samt idka därmed förenlig verksamhet.",2002-02-04,active,,,,
556625-3257,Auto Gallery Syd AB,Auto Gallery Syd AB,47811,,47811,ESLÖV,24138,LUNDAVÄGEN 10,Aktiebolaget ska bedriva handel med begagnade bilar samt därmed förenlig verksamhet.,2002-03-20,active,,,,
556627-6175,Volvo Car Retail AB,Volvo Car Retail AB,47811,,47811; 95311; 47820; 77110; 95312,SOLLENTUNA,19124,BOX 466,"Bolaget ska självt eller genom innehav av aktier och andelar i andra företag, äga och förvalta fast och lös egendom och idka handel med fordon, reservdelar och tillbehör och driva bilverk- stadsrörelse ävensom idka därmed förenlig verksamhet.",2002-05-15,active,,,,
556626-8362,Fashion of Brands Leksand AB,Fashion of Brands Leksand AB,46189,,46189,LEKSAND,79330,HANTVERKAREGATAN 2,"Bolaget skall bedriva agenturverksamhet med hudvårdsprodukter och övriga hälso och skönhetsrelaterade produkter och bedriva konsultverksamhet och utbildning inom området samt därmed förenlig verksamhet. Bolaget ska bedriva butikshandel med kläder, skor, väskor och övrig skönhetsvård.",2002-04-23,active,,,,
556626-8610,Supermarket i Smålandsstenar AB,Supermarket i Smålandsstenar AB,47112,,47112,SMÅLANDSSTENAR,33332,SÖDRA NISSASTIGEN 8,Bolaget skall som medlem i ICA förbundet beriva detaljhandels- rörelse med dagligvaror och därmed förenlig verksamhet.,2002-04-19,active,,,,
556635-2331,Oranco AB,Oranco AB,46310,,46310,HELSINGBORG,25222,DROTTNINGGATAN 57,"Bolaget skall företrädesvis driva handel med frukt, äga och förvalta värdepapper ävensom idka därmed förenlig verksamhet.",2002-11-06,active,,,,
556633-5997,Sänghuset Elgen AB,Sänghuset Elgen AB,47551,,47551,STOCKHOLM,11431,Karlavägen 27,"Bolaget ska driva detaljhandel, utveckling, design och produktion med möbler, sängar, sovutrustning, textilier och heminredning samt idka därmed förenlig verksamhet.",2002-12-05,active,,,,
556361-4451,Åkersberga Akvarietjänst Aktiebolag,Åkersberga Akvarietjänst Aktiebolag,47762,,47762,ÅKERSBERGA,18440,RALLARVÄGEN 8,Bolaget skall bedriva försäljning av zoo artiklar samt konstväxter och ävensom idka därmed förenlig verksamhet.,1989-09-04,active,,,,
556352-1466,WAPRO AB,WAPRO AB,46842,,46842,KARLSHAMN,37431,MUNKAHUSVÄGEN 103,Bolaget skall bedriva handel med produkter för VA- och VVS-branschen. Bolaget skall även utveckla och tillverka egna samt licensierande produkter för VA- och VVS-branschen samt bedriva därmed förenlig verksamhet.,1989-04-04,active,,,,
556587-4806,Zinek Consulting AB,Zinek Consulting AB,46501,,46501; 85594,UPPSALA,75646,BJÖRKHAGSVÄGEN 3 A,"Bolaget skall bedriva försäljning av programvaror och utbildningar inom dataområdet samt försäljning av konsumentprodukter, främst sportartiklar, via internet ävensom idka därmed förenlig verksamhet.",2000-03-13,active,,,,
556599-9900,Ateljé Ciresia Aktiebolag,Ateljé Ciresia Aktiebolag,47692,,47692; 90120,DJURSHOLM,18266,NIFLUNGAVÄGEN 7,"Bolaget skall bedriva utbildning, kursverksamhet och försäljning av utbildningsmaterial inom personlighetsutveckling och ledarskap för organisationer, bedriva galleriverksamhet och uthyrning av ateljéplatser samt därmed förenlig verksamhet.",2000-12-14,active,,,,
556603-6512,JOLIN AB,JOLIN AB,47300,,47300; 47112; 47820,SKÖVDE,54131,Varnhemsgatan 14,Bolaget skall bedriva bensinstationsverksamhet samt därmed förenlig verksamhet.,2001-01-04,active,,,,
556340-5868,Timarco Europe AB,Timarco Europe AB,47712,,47712,MÄRSTA,19522,BOX 71,Föremålet för bolagets verksamhet är försäljningsverksamhet av skor och accessoarer genom internet och postorderkatalog direkt mot slutkonsument.,1988-11-17,active,,,,
556614-1056,Fjällboden Aktiebolag,Fjällboden Aktiebolag,47112,,47112,HEMAVAN,92593,BLÅ VÄGEN 35,Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och därmed förenlig verksamhet.,2001-08-27,active,,,,
556616-7416,Guldsmed D.Simic AB,Guldsmed D.Simic AB,47771,,47771,LUND,22351,VÄSTRA MÅRTENSGATAN 1,"Aktiebolaget ska bedriva försäljning samt tillverkning av smycken i guld, silver och ädelstenar, äga lokaler och fastigheter, bedriva uthyrning av affärslokaler och förvalta värdepapper samt idka därmed förenlig verksamhet.",2001-10-08,active,,,,
556568-8172,Eatwell Sweden AB,Eatwell Sweden AB,47112,,47112,MÖLNLYCKE,43533,METODVÄGEN 3,"Bolaget skall bedriva handel med dagligvaror och livsmedel samt köp, försäljning och tillverkning av kött- och charkuterivaror jämte därmed förenlig verksamhet.",1999-10-08,active,,,,
556623-0883,Bornanders Försäljnings Aktiebolag,Bornanders Försäljnings Aktiebolag,47711,,47711,ÄNGELHOLM,26232,STORGATAN 25 C,Bolaget skall bedriva försäljning av kläder samt därmed förenlig verksamhet.,2002-02-02,active,,,,
556623-8670,AB A Zity,AB A Zity,46480,,46480; 46820,MALMÖ,21757,SERGELS VÄG 14 A LGH 2003,"Bolaget skall importera, exportera, sälja, internetförsäljning, ädelstenar, ädelmetaller, juveler, guld, silver, ur, klockor, present, heminredning, antikviteter, kosmetika, kläder, skor. Elektronikartiklar såsom köksartiklar, vitvaror, TV, radio, datorer, datamjukvaror. Tillverka, reparera och ge service samt därmed förenlig verksamhet.",2002-02-26,active,,,,
556629-4889,Promedic Naturläkemedel i Huskvarna Aktiebolag,Promedic Naturläkemedel i Huskvarna Aktiebolag,46450,,46450; 46380; 46460,STOCKHOLM,10224,BOX 12150,Bolaget skall bedriva marknadsföring och försäljning av kosmetik- medicin- och hälsoprodukter samt därmed förenlig verksamhet.,2002-08-01,active,,,,
556340-3814,Ramek Bil Aktiebolag,Ramek Bil Aktiebolag,47811,,47811; 95311,VÄNERSBORG,46256,TENGGRENSTORPSVÄGEN 8,"Föremålet för bolagets verksamhet är handel och service med bilar, båtar, lantbruks- och entreprenadmaskiner och därmed förenlig verksamhet.",1988-11-03,active,,,,
556340-4598,Göthbergs Kyl & Maskinservice Aktiebolag,Göthbergs Kyl & Maskinservice Aktiebolag,47541,,47541,UDDEVALLA,45175,LINGATAN 8,"Bolaget skall bedriva service och försäljning av hushållsmaskiner, ävensom idka därmed förenlig verksamhet.",1988-11-03,active,,,,
556635-2851,Skioni Invest AB,Skioni Invest AB,46160,,46160,HELSINGBORG,25441,TÅGAGATAN 67,"Bolaget skall bedriva försäljning av kläder, äga och förvalta aktier, äga och förvalta fastigheter och även idka därmed förenlig verksamhet.",2002-11-27,active,,,,
556635-3032,Displaysystem i Göteborg AB,Displaysystem i Göteborg AB,46900,,46900,VÄSTRA FRÖLUNDA,42131,E A ROSENGRENS GATA 32,Föremålet för bolagets verksamhet är att bedriva handel med reklam- och displaymaterial jämte äga och förvalta fast och lös egendom samt idka därmed förenlig verksamhet.,2002-12-03,active,,,,
556637-8195,KM Bilverkstad AB,KM Bilverkstad AB,47820,,47820; 95311,VÄRNAMO,33134,RUNEMOVÄGEN 1,"Bolaget skall bedriva försäljning av reservdelar, reparationer av motorfordon samt därmed förenlig verksamhet.",2003-01-13,active,,,,
556637-4731,Mariannes Optik Aktiebolag,Mariannes Optik Aktiebolag,47742,,47742,ARVIDSJAUR,93331,VÄSTRA SKOLGATAN 17 A,Aktiebolaget ska äga och förvalta värdepapper samt därmed förenlig verksamhet.,2002-12-11,active,,,,
556612-7964,Beteshagen 5 AB,Beteshagen 5 AB,46900,,46900; 71121; 64994,HALLSTAHAMMAR,73491,FÖRUNDA 3,"Bolaget skall bedriva tekniska konsultationer, provisionsförsäljning av containrar, hästuppfödning, handel med värdepapper, samt därmed förenlig verksamhet. Bolaget ska även bedriva klädförsäljning.",2001-06-29,active,,,,
556467-9693,Infurn Contract Aktiebolag,Infurn Contract Aktiebolag,46471,,46471,STOCKHOLM,11526,BANÉRGATAN 42,Bolaget skall bedriva import och handel med möbler samt därmed förenlig verksamhet.,1993-05-26,active,,,,
556593-3404,Delebäcks Skog & Entreprenad AB,Delebäcks Skog & Entreprenad AB,46630,,46630,HOVA,54892,DELEBÄCKSTORP NOLGÅRDEN 1,Aktiebolag ska bedriva konsultverksamhet med inriktning mot internationellt skogsbruk samt köp och försäljning av entreprenadmaskiner för skogs- och anläggningsarbeten och därmed förenlig verksamhet.,2000-06-21,active,,,,
556563-5975,Västerbottens Säkerhetscenter AB,Västerbottens Säkerhetscenter AB,46649,,46649; 43210,UMEÅ,90422,NORRA OBBOLAVÄGEN 133 B,"Bolaget ska bedriva försäljning och installation av larm-, skydd- och övervakningssystem. Utbildningsverksamhet.",1998-12-16,active,,,,
556599-4158,Xenex Aktiebolag,Xenex Aktiebolag,46460,,46460; 64994,LOMMA,23434,SÖDRA VÄSTKUSTVÄGEN 86,"Aktiebolaget ska inom medicintekniska branschen driva rådgivning avseende företagsledning, teknik, licensärende, patenterade uppfinningar, tekniska apparater och produkter, handel med tekniska apparater och produkter samt köpa, sälja och förvalta värdepapper, ävensom driva därmed annan förenlig verksamhet.",2000-11-02,active,,,,
556566-0957,Segerstads Bruk Aktiebolag,Segerstads Bruk Aktiebolag,46860,,46860,STORA HÖGA,44460,VALLENVÄGEN 9,"Bolaget ska bedriva tillverkning av metall- och bilverkstads- produkter samt tillverkning av wellpapp och displaymontrar med tryck, förädling av textilavfall jämte därmed förenlig verksamhet.",1999-03-15,active,,,,
