orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556482-2418,Plivit Trade AB,Plivit Trade AB,46390,,46390,VÄSTERVIK,59350,LUCERNAVÄGEN 10 A,"Bolaget skall bedriva import, export och handel med livsmedel och dagligvaror, värdepapper, äga och förvalta fastigheter, ävensom idka därmed förenlig verksamhet.",1994-03-23,active,,,,
556694-7890,Total Trade Center TTC AB,Total Trade Center TTC AB,46820,,46820; 70200; 46630; 46872,NYKÖPING,61147,HOLMSTUGEVÄGEN 9,"Bolaget skall bedriva handel med värme- och sanitetsprodukter, stål- och metallvaror, industriförnödenheter, byggvaror, entreprenadmaskiner, konsultverksamhet inom affärsutveckling, ledarskap och projektledning, tekniska konsulttjänster, svets- och smidesarbeten och därmed förenlig verksamhet.",2005-12-21,active,,,,
556496-2958,PJA Grönsakshandel Aktiebolag,PJA Grönsakshandel Aktiebolag,46860,,46860,ÅHUS,29691,FLÖTÖVÄGEN 306,"Bolaget skall bedriva produktion och handel med grönsaker och frukt, utöva transport och entreprenadverksamhet, äga och förvalta fast egendom och värdepapper och därmed förenlig verksamhet.",1994-10-12,active,,,,
556701-0581,DMG Produkter Aktiebolag,DMG Produkter Aktiebolag,47522,,47522,VÅRGÅRDA,44732,STOCKHOLMSVÄGEN 20,Bolaget skall bedriva försäljning och installationer av VVS-produkter jämte därmed förenlig verksamhet.,2006-03-31,active,,,,
556481-4167,Cisternförvaring i Gävle Aktiebolag,Cisternförvaring i Gävle Aktiebolag,46810,,46810,GÄVLE,80291,ELEKTRIKERGATAN 8,Bolaget skall bedriva försäljning av petroleumprodukter samt ävensom idka därmed förenlig verksamhet.,1994-01-25,active,,,,
556481-4175,Gelas Ridsport AB,Gelas Ridsport AB,47631,,47631; 66220; 47711; 93191,HUSBY-REKARNE,63518,LUNDBY ÖKNASTUGAN,"Företaget ska bedriva verksamhet försäkringsombud, försäkringsförmedling ,förmedling,uthyrning av hästtransport, försäljning ridsport,hästartiklar.",1994-01-25,active,,,,
556497-2692,Claesons i Smedjebacken AB,Claesons i Smedjebacken AB,47632,,47632; 70200,SMEDJEBACKEN,77733,MOGAVÄGEN 1,"Föremålet för bolagets verksamhet är försäljning och reparationer av cyklar, motorredskap och tillbehör, konsult- och utbildningsverksamhet inom marknadsföring och affärsutveckling och därmed förenlig verksamhet.",1994-10-26,active,,,,
556679-5158,Hammartrading Aktiebolag,Hammartrading Aktiebolag,46831,,46831; 64994; 71121,ÅSELE,91991,HAMMAR 210,Bolaget skall bedriva handel med värdepapper samt handel och tillverkning av trävaror samt därmed idka förenlig verksamhet.,2005-04-21,active,,,,
556680-9256,Kenson Formningsteknik AB,Kenson Formningsteknik AB,46841,,46841,ALINGSÅS,44123,BOX 114,"Bolaget skall bedriva försäljning och service av komponenter för formverktyg, varmkanalsystem, formsprutningsmaskiner, pressgjutmaskiner och robotisering samt därmed förenlig verksamhet.",2005-05-21,active,,,,
556688-1859,Enzell & Partner AB,Enzell & Partner AB,46499,,46499; 73111,HÄGERSTEN,12653,INSTRUMENTVÄGEN 21,Bolaget skall bedriva konsultativ verksamhet inom pr- och reklamproduktion även import och försäljning av inredningsartiklar och presentartiklar samt äga och förvalta såväl noterade och onoterade värdepapper inom riket samt idka därmed förenlig verksamhet.,2005-10-19,active,,,,
556697-1239,Plantskydd AB,Plantskydd AB,46850,,46850; 68202,LJUNGBYHED,26453,TORSJÖ 444,Bolaget ska bedriva försäljning av plantskydd och fastighetsförvaltning och jämte därmed förenlig verksamhet.,2006-01-20,active,,,,
556686-8823,Matgard Förvaltnings AB,Matgard Förvaltnings AB,47112,,47112,HAMMARÖ,66341,SKRAGGEVÄGEN 6,"Bolaget skall bedriva handel med livsmedel, huvudsakligen till butiker, handel moch förvaltning av lös och fast egendom, samt därmed förenlig verksamhet.",2005-10-03,active,,,,
556455-1751,Anders Boije Maskin Aktiebolag,Anders Boije Maskin Aktiebolag,46649,,46649,TROSA,61933,BJÖRKSTA,"Bolaget skall bedriva handel med skogsmaskiner, maskintillbehör, licensrätter och konstruktioner i anslutning härtill samt utföra bil- och båttransporter ävensom idka därmed förenlig verksamhet.",1992-10-14,active,,,,
556689-0801,MEDALLION AB,MEDALLION AB,46460,,46460,GUSTAVSBERG,13433,JÄRVVÄGEN 19,Bolaget ska bedriva handel med medicinsk utrustning samt därmed förenlig verksamhet.,2005-11-01,active,,,,
556696-3335,Kuni i Lidköping AB,Kuni i Lidköping AB,47403,,47403; 47541,LIDKÖPING,53140,ÄNGHAGSGATAN 1,"Bolaget ska bedriva utveckling, import och export av samt handel med hushållsapparater, vitvaror, radio, TV och musikanläggningar med tillhörande utrustning, persondatorer och tillbehör, telefon- och mobiltelefonapparater och utrustning därtill, äga och förvalta fastigheter och värdepapper jämte därmed förenlig verksamhet.",2006-01-12,active,,,,
556697-3482,Sportprodukter i Karlstad AB,Sportprodukter i Karlstad AB,46491,,46491,KARLSTAD,65341,RATTGATAN 6,"Föremålet för bolagets verksamhet är att bedriva handel med sport- och fritidsartiklar, administrativa tjänster inom bokföring och redovisning, handel med värdepapper och därmed förenlig verksamhet.",2006-01-24,active,,,,
556696-2261,DirectIn AB,DirectIn AB,47634,,47634; 03220,VAGGERYD,56792,EKERYD ÄNGSGÅRDEN,"Bolagets verksamhet är konstruktion, tillverkning och försäljning av fiskeredskap och därmed förenlig verksamhet.",2006-01-11,active,,,,
556700-8882,Vappling AB,Vappling AB,47791,,47791; 64993; 71129; 78201,SOLNA,16935,STRÅKVÄGEN 2  2TR,"Bolagets verksmahet ska vara att bedriva handel med antikviteter och inredningsuppdrag, handel med värdepapper, uthyrning av sjukvårdspersonal, äga och förvalta fastigheter samt annan därmed förenlig verksamhet.",2006-03-29,active,,,,
556696-5256,Sellebjerg Mode AB,Sellebjerg Mode AB,47711,,47711,ÄLVSJÖ,12558,SLÄNDVÄGEN 4,"Bolaget ska bedriva försäljning av damkonfektion, försäljning av barnartiklar på internet, hålla på med avel och djuruppfödning i liten skala samt äga och bedriva handel med värdepapper även idka annan därmed förenlig verksamhet.",2006-01-14,active,,,,
556706-2517,Clydesdale AB,Clydesdale AB,46170,,46170,STOCKHOLM,11139,REGERINGSGATAN 109,Bolaget skall bedriva handel med samt export och import av alkoholhaltiga drycker samt därmed förenlig verksamhet.,2006-06-26,active,,,,
556683-4130,Börjesson Handskar AB,Börjesson Handskar AB,46160,,46160,VAGNHÄRAD,61971,NYA INDUSTRIVÄGEN 1,Bolaget ska bedriva grossistförsäljning av textil och skinnvaror samt därmed förenlig handel.,2005-07-11,active,,,,
556531-8325,Poco Loco Svenska AB,Poco Loco Svenska AB,47711,,47711,SOLNA,16904,Box 4012,Bolaget skall bedriva handelsrörelse inom konfektion samt idka därmed förenlig verksamhet.,1996-05-22,active,,,,
556710-5837,GAZECHIM COMPOSITES NORDEN AB,GAZECHIM COMPOSITES NORDEN AB,46831,,46831,VARBERG,43232,HÄRDGATAN 7,Bolaget skall bedriva försäljning av glasfiberprodukter samt bedriva med förestående verksamhet sammanhängande rörelse ävensom förvärva och förvalta aktier och andelar i andra företag.,2006-09-11,active,,,,
556699-3134,Storängen handel AB,Storängen handel AB,47112,,47112,KODE,44260,KODEVÄGEN 11-13,Bolaget ska bedriva detaljhandelsrörelse med dagligvaror samt idka därmed förenlig verksamhet.,2006-03-10,active,,,,
556711-0472,Lundbergs Handskar o Väskor AB,Lundbergs Handskar o Väskor AB,47722,,47722,LUND,22351,VÄSTRA MÅRTENSGATAN 1,"Bolaget skall sälja handskar, väskor, plånböcker, reseffekter i detaljhandel, import av väskor, handskar och plånböcker samt bedriva därmed förenlig verksamhet.",2006-09-14,active,,,,
556538-5894,Jopens Skivgross AB,Jopens Skivgross AB,46831,,46831,BANKERYD,56435,TALLVÄGEN 13,Bolaget skall bedriva försäljning och distribution av träbaserade skivor för industri och byggvaruhandel samt idka därmed förenlig verksamhet.,1997-01-23,active,,,,
556706-8522,Kawa AB,Kawa AB,47112,,47112; 68201,GÖTEBORG,41321,GULDHEDSTORGET 1,Föremålet för bolagets verksamhet är att bedriva försäljning av livsmedel och förvaltning av fastigheter samt därmed förenlig verksamhet.,2006-07-03,active,,,,
556710-0267,NetBin Sverige AB,NetBin Sverige AB,46501,,46501; 62201,SOLLENTUNA,19207,BOX 7046,Bolaget ska bedriva konsultverksamhet och försäljning inom IT och därmed förenlig verksamhet.,2006-08-30,active,,,,
556709-4643,Lyngholmen AB,Lyngholmen AB,47112,,47112,LIDINGÖ,18147,LOJOVÄGEN 80,"Aktiebolaget skall bedriva handel med livsmedel, utbildning och ekonomisk konsultverksamhet.",2006-08-24,active,,,,
556710-2875,AB Alexander the Greek,AB Alexander the Greek,46390,,46390,STAFFANSTORP,24542,KVARTETTVÄGEN 12,Bolaget ska bedriva inmport och försäljning av livsmedel samt även bedriva annan därmed sammanhängande och liknande verksamhet.,2006-09-05,active,,,,
556501-2225,Musikcentralen Tom Kristiansen Aktiebolag,Musikcentralen Tom Kristiansen Aktiebolag,47691,,47691,SKILLINGARYD,56830,RYTTARNS VÄG 9,Bolaget skall bedriva detaljhandel med musikinstrument och tillbehör samt reparation och stämning av piano och flyglar ävensom idka därmed förenlig verksamhet.,1994-12-21,active,,,,
556697-6964,Help a heart AB,Help a heart AB,47551,,47551,ALUNDA,74794,STAVBY 215,"Bolaget skall bedriva import, försäljning och uthyrning av säkerhetsprodukter, telefonväxlar med tillbehör samt kontorsutrustning och butiksinredning, uthyrning av personal, äga och förvalta fastigheter och värdepapper samt därmed förenlig verksamhet.",2006-01-31,active,,,,
556512-4574,VVS-huset i Strömstad AB,VVS-huset i Strömstad AB,46842,,46842,BULLAREN,45750,NORD I STUGAN 2,"Bolaget skall bedriva import & export, försäljning och installation av VVS-produkter och förvaltning av värdepapper ävensom idka därmed förenlig verksamhet.",1995-05-06,active,,,,
556684-0509,Vinsveparen Aktiebolag,Vinsveparen Aktiebolag,47272,,47272,STOCKHOLM,11120,VASAGATAN 28,Juridisk konsultverksamhet. Äga och förvalta aktier.,2005-07-19,active,,,,
556701-6588,Häggs Stål och Plåt i Kalmar AB,Häggs Stål och Plåt i Kalmar AB,46820,,46820,KALMAR,39356,RIGAVÄGEN 2 B,Bolaget skall sälja stål och plåt samt därmed förenlig verksamhet.,2006-04-06,active,,,,
556696-3517,Frisk/Sport & Fitness i Sverige AB,Frisk/Sport & Fitness i Sverige AB,46491,,46491,LINKÖPING,58273,ROXENGATAN 4,"Föremålet för bolagets verksamhet ska numera innefatta att erbjuda friskvård och motion i särskilt anpassade lokaliteter till både privatpersoner och företag med dess anställda. Bolaget ska även bedriva handel med tomter och hus samt byggverksamhet, främst bestående av uppförande av villor och därmed förenlig verksamhet.",2006-01-12,active,,,,
556520-3477,ECG Vinivest AB,ECG Vinivest AB,46340,,46340; 64994,MALMÖ,20313,BOX 4255,"Föremålet för bolagets verksamhet är att, direkt eller indirekt, bedriva jordbruksrörelse främst inom vin, vinhandel, hotellverksamhet, äga och förvalta värdepapper och idka därmed förenlig verksamhet.",1995-07-17,active,,,,
556520-3493,Tansbo Förvaltning AB,Tansbo Förvaltning AB,47403,,47403; 95210,BJURSÅS,79021,STORVÄGEN 21,"Bolaget skall själv eller genom dotterbolag bedriva bilverkstadsrörelse med försäljning av biltillbehör, reservdelar och drivmedel, äga och förvalta fastigheter, äga och förvalta värdepapper samt därmed förenlig verksamhet.",1995-07-17,active,,,,
556698-6153,Safetytech i Väst AB,Safetytech i Väst AB,46649,,46649,GÖTEBORG,41263,MÖLNDALSVÄGEN 19,"Bolaget skall bedriva försäljning, service, projektering och konsultation inom tele- och dataområdet, övriga elinstallationer och därmed förenlig verksamhet.",2006-02-22,active,,,,
556701-5481,Caldur Technology AB,Caldur Technology AB,46649,,46649; 71122,GÖTEBORG,41108,STORA NYGATAN 31,"Bolaget skall tillhandahålla konsulttjänster och bedriva utbildningsverksamhet inom värmebehandling, förvalta värdepapper och fastigheter och därmed förenlig verksamhet.",2006-04-06,active,,,,
556708-9957,Trondhatt AB,Trondhatt AB,46831,,46831,NUSNÄS,79277,SIONSVÄGEN 33,Bolaget ska äga och förvalta värdepapper och fastigheter samt bedriva handel med fordon samt därmed förenlig verksamhet.,2006-08-18,active,,,,
556699-4488,Wizeguy Sweden AB,Wizeguy Sweden AB,47634,,47634,UPPSALA,75228,SÖDERFORSGATAN 33,"Bolaget skall direkt eller indirekt idka försäljning av hobby- och fritidsartiklar samt därmed förenlig verksamhet. Bolaget ska även bedriva uthyrning av utrustning för upplevelseevenemang, anordna paintballspel och andra aktiviteter.",2006-03-14,active,,,,
556712-6411,Ljudagenten Stockholm AB,Ljudagenten Stockholm AB,46432,,46432; 77390,STOCKHOLM,11456,BANÉRGATAN 8,Bolaget skall bedriva försäljning och uthyrning av AV-utrustning och därmed förenlig verksamhet.,2006-10-11,active,,,,
556700-4949,Arken Zoo Syd AB,Arken Zoo Syd AB,47762,,47762,SOLNA,16970,FRÖSUNDAVIKS ALLÉ 1,Bolaget skall äga djurfackhandelsbutiker samt därmed förenlig verksamhet.,2006-03-22,active,,,,
556715-6335,House of Hedda AB,House of Hedda AB,47552,,47552; 90110,STOCKHOLM,11523,STRANDVÄGEN 53  1TR,"Föremålet för bolagets verksamhet är att bedriva handel med inredningsdetaljer, accessoarer och presentartiklar samt därmed förenlig verksamhet.",2006-11-16,active,,,,
556721-2260,1 Cru Vin & Antique AB,1 Cru Vin & Antique AB,46340,,46340,STOCKHOLM,11828,VÄSTGÖTAGRÄND 9,"Bolagets verksamhet ska vara att bedriva handel och varuförmedling med hem- och restauranginredning, husgeråd och vinkällarinredning, handel med antikviteter och begagnade lösöre samt därmed förenlig verksamhet.",2007-01-20,active,,,,
556539-5893,Vakttorpet Aktiebolag,Vakttorpet Aktiebolag,47112,,47112,ONSALA,43994,A U BÅÅTHS VÄG 8,"Bolaget skall bedriva måleriarbeten, inredning och därmed förenlig verksamhet samt förvalta aktier och därmed förenlig verksamhet.",1997-03-04,active,,,,
556540-4844,Communica Datadistribution AB,Communica Datadistribution AB,46501,,46501,SOLNA,17154,TORGGATAN 8,Bolaget skall bedriva handel med datorer och kommunikations- utrustning samt därmed förenlig verksamhet.,1997-03-12,active,,,,
556692-3511,2A&2B AB,2A&2B AB,46380,,46380,LIDINGÖ,18144,KÄLLÄNGSVÄGEN 36,Bolaget skall bedriva agentur och tradingverksamhet samt rådgivning inom internationell handel och finansiering samt annan därmed förenlig verksamhet.,2005-12-01,active,,,,
556507-8242,Metalimo i Malmö AB,Metalimo i Malmö AB,46499,,46499; 46492; 64994; 68203; 93191,MALMÖ,21225,STILLMANSGATAN 8,"Bolaget skall bedriva grossiströrelse med trä och metallramar, konstnärsmaterial och inramning av olika konstverk, avel och uppfödning av hästar, tävlingsverksamhet, marknadsföring av och handel med hästar. Dessutom äga och förvalta värdepapper och fast egendom såväl inom som utom landet, samt idka därmed förenlig verksamhet.",1995-01-28,active,,,,
556684-1465,377 Sport AB,377 Sport AB,46420,,46420,ÅRSTA,12044,UPPKÖPARVÄGEN 5  3TR,"Bolaget skall bedriva försäljning genom att skapa och producera textil samt profil produkter för supporterföreningar, sport och idrottsklubbar och företag samt därmed förenlig verksamhet.",2005-07-26,active,,,,
556689-7384,Avero AB,Avero AB,47123,,47123; 90110,GÖTEBORG,41502,VATTENVERKSGATAN 2,"Bolaget bedriver tillverkning och försäljning av produkter för sport- och fritidssektorn samt till hus och hem inom bygg- branschen. Bolaget bedriver även samtalsterapi, har föreläsningar samt därmed förenlig verksamhet.",2005-11-07,active,,,,
556699-2649,Advertising Space Sweden AB,Advertising Space Sweden AB,46900,,46900,LINKÖPING,58223,KLOSTERGATAN 62 B,"Bolaget skall idka handel med, importera och exportera lättantändligt gods, skinn, kläder, företagsreklamprodukter samt därmed förenlig verksamhet. Samt att bedriva välgörenhet.",2006-03-09,active,,,,
556515-2534,Star And Stamp AB,Star And Stamp AB,46900,,46900; 64212,HALMSTAD,30240,LUMMERVÄGEN 34 B,"Bolaget skall bedriva inköp/försäljning av frimärken, äga och förvalta fast och lös egendom, köpa/sälja aktier och andelar samt andra värdepapper jämte därmed förenlig verksamhet.",1995-07-26,active,,,,
556686-3790,Massanalys Nordic AB,Massanalys Nordic AB,46460,,46460; 26700; 33200; 85510,KNIVSTA,74142,APOTEKSVÄGEN 8,"Bolaget skall bedriva försäljning och service av analysutrusting, marknadskonsulttjänster samt idka därmed förenlig verksamhet.",2005-09-23,active,,,,
556700-7090,Gloveus Holding AB,Gloveus Holding AB,46900,,46900,NORRKÖPING,60336,DJUPSUNDSGATAN 39,Bolaget ska äga aktier och vara delägare i en eller flera juridiskt oberoende företag.,2006-03-24,active,,,,
556518-6359,Simons Cykel & Motorservice AB,Simons Cykel & Motorservice AB,47632,,47632,TIDAHOLM,52230,JÄRNVÄGSGATAN 5,Bolaget skall bedriva försäljning av cyklar och gräsklippare ävensom idka därmed förenlig verksamhet.,1995-07-12,active,,,,
556699-7093,Robotcenter Laxå AB,Robotcenter Laxå AB,46649,,46649; 71122,LAXÅ,69530,STORÄNGSVÄGEN 1,"Bolaget ska bedriva egen konstruktion av automationsutrustning, utbildning, montage, programmering samt konsulttjänster och försäljning inom området samt därmed förenlig verksamhet.",2006-03-16,active,,,,
556696-9407,Lixon Venture AB,Lixon Venture AB,46190,,46190; 70200,GÖTEBORG,41655,TÖPELSGATAN 5 B,"Föremål för bolagets verksamhet är att bedriva konsultverksamhet inom mamagement och agenturhandel, samt därmed förenlig verksamhet.",2006-01-18,active,,,,
556704-2253,Ninni Ove Stener Works AB,Ninni Ove Stener Works AB,46720,,46720,STRÄNGNÄS,64593,ASPÖ SKEDINGE 2,"Bolaget ska bedriva uthyrning av arbetskraft till bilindustrin, påbyggnad, ombyggnation, samt renovering av fordon. Bolaget skall även bedriva handel med tillbehör & reservdelar och ljudprodukter till fordon. Bolaget skall också bedriva försäljning av hundmat samt diverse produkter och tillbehör till djur, samt inredningsprodukter och därmed förenlig verksamhet.",2006-05-16,active,,,,
556702-4483,Thompas Event & Mässkonsult AB,Thompas Event & Mässkonsult AB,46900,,46900; 70200; 77390; 90200,FORNÅSA,59179,SKÄNNINGEVÄGEN 1,"Bolaget skall bedriva uthyrning av material till nöjesbranschen, diskjockeyverksamhet, uthyrning av personal, konsultation inom event och mässor, grossistverksamhet inom event och mässor samt därmed förenlig verksamhet.",2006-04-21,active,,,,
556694-4053,Gustav Innovation AB,Gustav Innovation AB,47123,,47123; 74110,ENEBYBERG,18247,VÄSTRA BANVÄGEN 47 B,"Designtjänster och tjänster/konsultation samt därmed förenlig verksamhet inom områdena produktutveckling, ledarskap och grupputveckling.",2005-12-16,active,,,,
556706-5767,Idre Samecentrum Aktiebolag,Idre Samecentrum Aktiebolag,47220,,47220; 47631; 68202; 79900,IDRE,79792,FOSKROS LIA,"Försäljning av livsmedel, catering- och restaurangverksamhet, försäljning av slöjdprodukter, souvenirer, friluftsprodukter, optik- och elektronik för friluftsverksamhet, informations- verksamhet, museum, anordna guidade turer, uthyrning av logi samt idka därmed förenlig verksamhet.",2006-06-29,active,,,,
556707-7184,Vinteko Aktiebolag,Vinteko Aktiebolag,46340,,46340,KINNA,51154,KLOCKAREGATAN 7,Bolagets verksamhet skall bestå utav import och export av ekologiskt vin och sprit - samt konsultverksamhet inom ekologiska livsmedelsektorn och därmed förenlig verksamhet.,2006-07-12,active,,,,
556709-0690,Köpings Bildemontering AB,Köpings Bildemontering AB,46871,,46871; 47820; 95311; 46720; 95313,KÖPING,73136,INDUSTRIVÄGEN 1,"Bolaget skall bedriva demontering av bilar och maskiner, hantering och återvinning samt handel med metallskrot och därmed förenlig verksamhet.",2006-08-18,active,,,,
556711-8129,Evopto AB,Evopto AB,47521,,47521,ÅRE,83752,ÅREVÄGEN 75,"Bolaget ska bedriva verksamhet inom utveckling, förvaltning och handel av fast egendom, handel av husmoduler och annan byggmaterial och därmed förenlig verksamhet.",2006-09-26,active,,,,
556711-8566,Natuvital Sweden AB,Natuvital Sweden AB,46380,,46380,STOCKHOLM,12065,TORKHUSGATAN 4,"Bolaget skall direkt eller genom delägarskap i andra företag bedriva handel med lös egendom, företrädevis konsumentprodukter och livsmedel som brustabeltter och kosttillskott. I syfte att förvalta aktieägarnas investerade kapital eller upparbetade vinstmedel kan bolaget även äga, förvalta och bedriva handel med fast egendom, aktier och andra värdehandlingar. Bolaget kan upplåta lokal eller lokalyta och därmed förenliga tjänster eller hyra ut personal i syfte att förbättra lönsamheten i verksamheten. Bolaget har rätt att ställa borgen eller annan säkerhet för förbindelser ingångna av annat till samma koncern hörande företag.",2006-09-26,active,,,,
556538-1752,Laser Machining Inc. LMI AB,Laser Machining Inc. LMI AB,46641,,46641,NÅS,78693,HJÄRPHOLN 18,"Bolaget skall bedriva försäljning, support och service av laserutrustning, försäljning och teknisk support av laseroptik samt därmed förenlig verksamhet.",1997-01-14,active,,,,
556718-4030,AVK Sverige AB,AVK Sverige AB,46842,,46842,HÄSSLEHOLM,28143,INDUSTRIGATAN 28,Bolaget ska bedriva handel med VVS-produkter samt därmed förenlig verksamhet.,2006-12-21,active,,,,
556710-7585,Instore Agency of Scandinavia AB,Instore Agency of Scandinavia AB,46472,,46472; 22260; 46499; 46860; 46471,LIDKÖPING,53155,STENGATAN 2,"Bolaget ska bedriva tillverkning och försäljning av rörlig butiksexponering såsom galgar, påsar, presentförpackningar, skyltdockor, stativ och liknande produkter samt ordertjänster, återvinningstjänster, globala distributions- och logistiktjänster till modebranschen och andra liknande branscher inom detaljhandeln branscher samt därmed förenlig verksamhet.",2006-09-13,active,,,,
556687-6289,Hörnefors Livsmedel Aktiebolag,Hörnefors Livsmedel Aktiebolag,47112,,47112,HÖRNEFORS,90531,BRUKSGATAN 1,Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,2005-10-12,active,,,,
556703-6693,Vännäs Alpina Skishop AB,Vännäs Alpina Skishop AB,47631,,47631; 47632,VÄNNÄS,91133,PENGSJÖVÄGEN 9,"Bolaget skall bedriva sportaffär, skiduthyrning reparationer och service av skidor, cyklar samt därmed förenlig verksamhet.",2006-05-09,active,,,,
556509-7085,Motovigun Trucks Aktiebolag,Motovigun Trucks Aktiebolag,46712,,46712,GÖTEBORG,41110,ÖSTRA HAMNGATAN 5,"Bolaget ska bedriva köp, försäljning och reparation av lastbilar och entreprenadmaskiner, huvudsakligen traktorer, grävmaskiner och hjullastare, ävensom marina produkter, huvudsakligen båtar och fartyg, hamnkranar samt andra varvstillbehör, demontering av utdömda fordon, handel med värdepapper samt annan därmed förenlig verksamhet.",1995-02-14,active,,,,
556513-3047,Effekt Media Marcus Lasses AB,Effekt Media Marcus Lasses AB,47811,,47811; 73119,NACKA,13142,KLYVAREVÄGEN 19,"Föremålet för bolagets verksamhet är försäljning och konsultation inom reklam och marknadsföring, handel med motorfordon, förmedling av importerade bilar, fotografering och bild- bearbetning, köp och försäljning av aktier och andra värdepapper, samt äga och förvalta fastigheter och därmed förenlig verksamhet.",1995-07-07,active,,,,
556684-1655,Swedland 2EU AB,Swedland 2EU AB,46420,,46420; 70200; 77110,LJUNGBY,34141,HÖGALIDSVÄGEN 8,"Föremålet för bolagets verksamhet är företagsförmedling av tjänster åt svenska företag som vill lägga ut arbeten till Lettland, handel med konfektion, sport- och fritidsartiklar, partihandel av diverse varor till stor del maskiner och bilar samt äga och förvalta fastigheter och värdepapper och därmed förenlig verksamhet.",2005-07-26,active,,,,
556700-7272,Adherens AB,Adherens AB,47811,,47811; 70200,MOTALA,59137,GÖTGATAN 10 A,Bolaget skall bedriva tävling och uppfödning av hästar samt därmed förenlig verksamhet.,2006-03-27,active,,,,
556676-0475,Perfect8 Technologies AB,Perfect8 Technologies AB,46432,,46432,LINKÖPING,58731,PILGATAN 2 A,"Bolagets verksamhet skall vara tillverkning samt försäljning av exklusiv elektronik, handel med aktier och värdepapper samt därmed förenlig verksamhet.",2005-02-08,active,,,,
556689-2013,S Norden AB,S Norden AB,46420,,46420,FALUN,79132,BERGALID 2 C,Bolaget skall bedriva försäljning av fritidskläder och därmed förenlig verksamhet.,2005-11-02,active,,,,
556694-6363,Global Motor i Borlänge AB,Global Motor i Borlänge AB,47811,,47811,LEKSAND,79324,BOX 156,"Bolaget skall bedriva handel med begagnade bilar, bolaget ska även direkt eller indirekt via bolag äga och förvalta fastigheter samt idka annan därmed föreninlig verksamhet.",2005-12-20,active,,,,
556678-3899,Wallpil Mototrade AB,Wallpil Mototrade AB,46850,,46850,HÄSSLEHOLM,28151,OKVÄGEN 2,"Bolaget skall bedriva inköp, marknadsföring och försäljning av kemtekniska underhållsprodukter samt därmed förenliga verksamheter. Inköp av produkter ska ske genom egen import och genom köp från inhemska tillverkare/grossister.",2005-03-21,active,,,,
556698-7110,Baccma AB,Baccma AB,47112,,47112; 78201; 74120,EKERÖ,17831,FREDRIKSTRANDSVÄGEN 17 C,"Bolaget ska skapa design och illustrationer åt näringsidkare och privatpersoner. Erbjuda uthyrning av konsulttjänster inom området design, illustration och information. Skapa produkter under eget varumärke samt försäljning av framtagna produkter. Bolaget har utöver detta verksamhet inom detaljhandel, import av livsmedel till försäljning hos olika återförsäljare.",2006-02-24,active,,,,
556706-2079,Kontorspartner i Lund AB,Kontorspartner i Lund AB,47622,,47622; 46310,LUND,22478,Gnejsvägen 6,"Aktiebolagets verksamhet ska vara att bedriva handel med frukt, kontorsvaror och datatillbehör samt därmed förenlig verksamhet. Bolaget ska även sälja toners, bläckpatroner, fotopapper och därtill näraliggande produkter över nätet, levereras ska ske med cykelbud.",2006-06-26,active,,,,
556707-0494,Perkile Trading AB,Perkile Trading AB,46380,,46380,SIGTUNA,19330,STORA GATAN 59,Bolaget skall idka handel med mat och därmed förenlig verksamhet.,2006-07-04,active,,,,
556707-2656,Bexcon AB,Bexcon AB,46831,,46831; 74990,MOTALA,59172,LANDGÅNGEN 19,"Bolaget skall bedriva import och försäljning av byggnadsmaterial, byggnadsentreprenader och därmed förenlig verksamhet. Bolaget skall även bedriva konsultverksamhet inom redovisning.",2006-07-04,active,,,,
556709-6499,Strömsunds Blomsterhandel AB,Strömsunds Blomsterhandel AB,47761,,47761,STRÖMSUND,83335,VATTUDALSTORGET 6,Bolaget skall bedriva blomsterhandel och därmed förenlig verksamhet.,2006-08-25,active,,,,
556533-5857,New Silver Palace AB,New Silver Palace AB,47711,,47711,BANDHAGEN,12454,ÖNSKEHEMSGATAN 43  D8,"Bolaget skall bedriva restaurang, sushibar, catering och därmed förenlig verksamhet.",1996-09-02,active,,,,
556713-1270,Trinh Cash AB,Trinh Cash AB,46310,,46310; 46390; 68203; 93290,ÅRSTA,12044,IMPORTÖRVÄGEN 17,"Bolaget ska bedriva import och export av grönsaker och frukter, detaljhandel med livsmedel, import och grossistverksamhet av livsmedel, handel och förvaltning av förvaltning av fast egendom samt dit tillhörande verksamhet.",2006-10-17,active,,,,
556716-1822,Eldoform Sverige AB,Eldoform Sverige AB,46499,,46499,SUNDBYBERG,17275,TALLBOSTIGEN 9,"Uppdrag inom byggsektorn, agenturverksamhet, utbildning och konsultation inom bygg- och eldningsrelaterade produkter. Utveckling och försäljning av inredning, bygg- och eldningsrelaterade produkter. Uppförande, utställning och försäljning av konst- och inredningsföremål. Musikproduktion, samproduktion av musik med andra företag, musikframträdande. Handel med värdepapper och fast egendom. Samt därmed förenlig verksamhet.",2006-11-23,active,,,,
